sample_id,sr_method,sr_filename,sr_path,dataset,test_case,rel_path,gt_path,lr_path,set_type,vgg_diff_000,vgg_diff_001,vgg_diff_002,vgg_diff_003,vgg_diff_004
QualiSR-Set120/RealESRGAN/ava_images___501777.npy.gz,RealESRGAN,ava_images___501777.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___501777.png,QualiSR-Set120,ava_images___501777,RealESRGAN/ava_images___501777.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___501777.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___501777.png,test,2.2078255999999996,0.9044954000000001,0.9700601999999998,-1.9762959999999996,1.1944306000000005
QualiSR-Set120/SUPIR/ava_images___501777.npy.gz,SUPIR,ava_images___501777.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___501777.png,QualiSR-Set120,ava_images___501777,SUPIR/ava_images___501777.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___501777.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___501777.png,test,-0.6935940000000009,-0.04343699999999906,0.4891416999999998,-3.100954999999999,1.4501872000000002
QualiSR-Set120/PASD/ava_images___564572.npy.gz,PASD,ava_images___564572.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___564572.png,QualiSR-Set120,ava_images___564572,PASD/ava_images___564572.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___564572.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___564572.png,train,0.10571700000000028,-1.534206000000001,-1.4427350000000008,3.2361044000000003,2.3841410000000014
QualiSR-Set120/RealESRGAN/ava_images___564572.npy.gz,RealESRGAN,ava_images___564572.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___564572.png,QualiSR-Set120,ava_images___564572,RealESRGAN/ava_images___564572.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___564572.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___564572.png,train,1.0907330000000002,-0.49276300000000006,0.5988049999999987,1.5657386999999998,2.728383000000001
QualiSR-Set120/SUPIR/ava_images___564572.npy.gz,SUPIR,ava_images___564572.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___564572.png,QualiSR-Set120,ava_images___564572,SUPIR/ava_images___564572.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___564572.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___564572.png,train,0.7592920000000003,-0.10339499999999902,-2.3122360000000004,2.7725959000000007,0.9053720000000016
QualiSR-Set120/PASD/ava_images___588008.npy.gz,PASD,ava_images___588008.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___588008.png,QualiSR-Set120,ava_images___588008,PASD/ava_images___588008.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___588008.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___588008.png,train,0.3506965000000015,-0.5292560000000002,-0.1487860000000012,-0.4528289000000001,-1.233879
QualiSR-Set120/RealESRGAN/ava_images___588008.npy.gz,RealESRGAN,ava_images___588008.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___588008.png,QualiSR-Set120,ava_images___588008,RealESRGAN/ava_images___588008.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___588008.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___588008.png,train,1.5257129999999997,1.0813120000000005,-0.8205720000000003,2.0920678000000006,1.5484179999999999
QualiSR-Set120/SUPIR/ava_images___588008.npy.gz,SUPIR,ava_images___588008.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___588008.png,QualiSR-Set120,ava_images___588008,SUPIR/ava_images___588008.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___588008.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___588008.png,train,0.17836250000000042,-0.6995425000000015,-0.09597899999999981,0.3483646,-0.27209099999999964
QualiSR-Set120/PASD/ava_images___645845.npy.gz,PASD,ava_images___645845.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___645845.png,QualiSR-Set120,ava_images___645845,PASD/ava_images___645845.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___645845.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___645845.png,test,10.81570123,8.5826955,4.054159200000001,-0.07363499999999945,4.483426
QualiSR-Set120/RealESRGAN/ava_images___645845.npy.gz,RealESRGAN,ava_images___645845.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___645845.png,QualiSR-Set120,ava_images___645845,RealESRGAN/ava_images___645845.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___645845.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___645845.png,test,8.61533414,8.288675999999999,5.6744176,-0.01611300000000071,6.7567263109999995
QualiSR-Set120/SUPIR/ava_images___645845.npy.gz,SUPIR,ava_images___645845.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___645845.png,QualiSR-Set120,ava_images___645845,SUPIR/ava_images___645845.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___645845.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___645845.png,test,5.40039723,4.9770007000000005,3.5710254000000003,-0.4394480000000005,5.6358146
QualiSR-Set120/PASD/ava_images___699615.npy.gz,PASD,ava_images___699615.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___699615.png,QualiSR-Set120,ava_images___699615,PASD/ava_images___699615.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___699615.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___699615.png,train,3.597770999999999,4.1873226,-24.392303999999996,62.67284000000001,24.313373999999996
QualiSR-Set120/RealESRGAN/ava_images___699615.npy.gz,RealESRGAN,ava_images___699615.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___699615.png,QualiSR-Set120,ava_images___699615,RealESRGAN/ava_images___699615.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___699615.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___699615.png,train,4.437943999999999,0.8382845000000003,-15.743369999999999,43.936530000000005,19.324124000000005
QualiSR-Set120/SUPIR/ava_images___699615.npy.gz,SUPIR,ava_images___699615.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___699615.png,QualiSR-Set120,ava_images___699615,SUPIR/ava_images___699615.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___699615.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___699615.png,train,1.4658439999999988,1.9619016999999999,-15.492993999999996,42.789800000000014,16.464451000000004
QualiSR-Set120/PASD/ava_images___710191.npy.gz,PASD,ava_images___710191.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___710191.png,QualiSR-Set120,ava_images___710191,PASD/ava_images___710191.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___710191.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___710191.png,train,-0.07165700000000008,0.7659777000000005,5.4980175,-0.5987739999999988,4.060142000000001
QualiSR-Set120/RealESRGAN/ava_images___710191.npy.gz,RealESRGAN,ava_images___710191.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___710191.png,QualiSR-Set120,ava_images___710191,RealESRGAN/ava_images___710191.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___710191.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___710191.png,train,-0.6967824999999994,0.5618359999999996,2.7102670399999997,1.2725980000000003,0.9985714999999997
QualiSR-Set120/SUPIR/ava_images___710191.npy.gz,SUPIR,ava_images___710191.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___710191.png,QualiSR-Set120,ava_images___710191,SUPIR/ava_images___710191.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___710191.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___710191.png,train,-1.8088719999999991,2.2423780000000004,1.2970714,-2.9297520000000006,4.141103000000001
QualiSR-Set120/PASD/ava_images___737450.npy.gz,PASD,ava_images___737450.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___737450.png,QualiSR-Set120,ava_images___737450,PASD/ava_images___737450.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___737450.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___737450.png,train,-0.2694700000000019,1.2809423999999998,0.5031379999999999,6.319783000000001,-0.20507430000000015
QualiSR-Set120/RealESRGAN/ava_images___737450.npy.gz,RealESRGAN,ava_images___737450.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___737450.png,QualiSR-Set120,ava_images___737450,RealESRGAN/ava_images___737450.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___737450.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___737450.png,train,2.376792000000002,-1.1107987999999995,2.9266463,3.146227000000003,1.4035577999999997
QualiSR-Set120/SUPIR/ava_images___737450.npy.gz,SUPIR,ava_images___737450.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___737450.png,QualiSR-Set120,ava_images___737450,SUPIR/ava_images___737450.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___737450.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___737450.png,train,-0.4771540000000023,0.09388400000000008,0.12540500000000065,0.3143650000000022,-0.8160087000000003
QualiSR-Set120/PASD/ava_images___74410.npy.gz,PASD,ava_images___74410.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___74410.png,QualiSR-Set120,ava_images___74410,PASD/ava_images___74410.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___74410.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___74410.png,train,2.121561,0.1652149999999999,3.8678519999999996,-0.5004287000000005,2.1635240000000007
QualiSR-Set120/RealESRGAN/ava_images___74410.npy.gz,RealESRGAN,ava_images___74410.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___74410.png,QualiSR-Set120,ava_images___74410,RealESRGAN/ava_images___74410.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___74410.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___74410.png,train,0.8370820000000005,1.7595129999999983,2.9343772,0.22012039999999988,1.4889600000000005
QualiSR-Set120/SUPIR/ava_images___74410.npy.gz,SUPIR,ava_images___74410.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___74410.png,QualiSR-Set120,ava_images___74410,SUPIR/ava_images___74410.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___74410.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___74410.png,train,0.9233649999999987,0.7303490000000004,2.4527649999999994,1.2774516,1.3546180000000003
QualiSR-Set120/PASD/ava_images___751927.npy.gz,PASD,ava_images___751927.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___751927.png,QualiSR-Set120,ava_images___751927,PASD/ava_images___751927.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___751927.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___751927.png,train,1.5186419999999998,2.355708999999999,1.9514069,0.5543279999999999,-2.7617860000000007
QualiSR-Set120/RealESRGAN/ava_images___751927.npy.gz,RealESRGAN,ava_images___751927.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___751927.png,QualiSR-Set120,ava_images___751927,RealESRGAN/ava_images___751927.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___751927.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___751927.png,train,3.5565735,2.0262469999999997,0.6573710600000001,1.8706368000000002,1.5912480000000002
QualiSR-Set120/SUPIR/ava_images___751927.npy.gz,SUPIR,ava_images___751927.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___751927.png,QualiSR-Set120,ava_images___751927,SUPIR/ava_images___751927.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___751927.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___751927.png,train,1.4303460000000001,1.8449595999999993,3.489264,0.7767499999999998,-4.75037
QualiSR-Set120/PASD/ava_images___773899.npy.gz,PASD,ava_images___773899.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___773899.png,QualiSR-Set120,ava_images___773899,PASD/ava_images___773899.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___773899.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___773899.png,train,4.4453221,1.5305460000000002,1.1291816999999993,-1.2702229999999997,3.0514345
QualiSR-Set120/RealESRGAN/ava_images___773899.npy.gz,RealESRGAN,ava_images___773899.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___773899.png,QualiSR-Set120,ava_images___773899,RealESRGAN/ava_images___773899.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___773899.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___773899.png,train,-1.1787281,1.2537219999999998,2.5158954999999996,-0.2651620000000001,4.4194308
QualiSR-Set120/SUPIR/ava_images___773899.npy.gz,SUPIR,ava_images___773899.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___773899.png,QualiSR-Set120,ava_images___773899,SUPIR/ava_images___773899.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___773899.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___773899.png,train,0.10965730000000007,-1.1386600000000007,-0.19578830000000025,-0.032121000000000066,0.22472760000000003
QualiSR-Set120/PASD/ava_images___827653.npy.gz,PASD,ava_images___827653.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___827653.png,QualiSR-Set120,ava_images___827653,PASD/ava_images___827653.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___827653.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___827653.png,test,3.38154314,2.31959,1.2780351999999997,-0.026765500000000664,6.6462135
QualiSR-Set120/RealESRGAN/ava_images___827653.npy.gz,RealESRGAN,ava_images___827653.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___827653.png,QualiSR-Set120,ava_images___827653,RealESRGAN/ava_images___827653.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___827653.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___827653.png,test,6.3263998,2.0976090000000003,-1.6872902,-1.8033034,4.1485968
QualiSR-Set120/SUPIR/ava_images___827653.npy.gz,SUPIR,ava_images___827653.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___827653.png,QualiSR-Set120,ava_images___827653,SUPIR/ava_images___827653.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___827653.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___827653.png,test,0.38614270000000017,0.7241339999999994,-0.36488830000000005,-0.5834580000000003,0.0578403999999999
QualiSR-Set120/PASD/ava_images___842206.npy.gz,PASD,ava_images___842206.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___842206.png,QualiSR-Set120,ava_images___842206,PASD/ava_images___842206.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___842206.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___842206.png,test,-0.30204900000000023,2.844245,1.2774123999999998,0.8383824000000004,0.8029300000000004
QualiSR-Set120/RealESRGAN/ava_images___842206.npy.gz,RealESRGAN,ava_images___842206.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___842206.png,QualiSR-Set120,ava_images___842206,RealESRGAN/ava_images___842206.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___842206.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___842206.png,test,-0.20570400000000078,0.96394253,1.9300846999999999,2.4566375000000003,5.0531117000000005
QualiSR-Set120/SUPIR/ava_images___842206.npy.gz,SUPIR,ava_images___842206.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___842206.png,QualiSR-Set120,ava_images___842206,SUPIR/ava_images___842206.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___842206.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___842206.png,test,-0.13534800000000047,0.5136975999999999,0.2086714999999999,1.738257,0.8215124000000005
QualiSR-Set120/PASD/ava_images___846773.npy.gz,PASD,ava_images___846773.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___846773.png,QualiSR-Set120,ava_images___846773,PASD/ava_images___846773.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___846773.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___846773.png,train,-0.8930509999999998,0.044740999999998365,-0.1942920000000008,-0.26335049999999993,0.2570760000000014
QualiSR-Set120/RealESRGAN/ava_images___846773.npy.gz,RealESRGAN,ava_images___846773.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___846773.png,QualiSR-Set120,ava_images___846773,RealESRGAN/ava_images___846773.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___846773.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___846773.png,train,-1.0247209999999995,2.5835150000000002,2.459619,0.4002633000000001,2.3930820000000015
QualiSR-Set120/SUPIR/ava_images___846773.npy.gz,SUPIR,ava_images___846773.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___846773.png,QualiSR-Set120,ava_images___846773,SUPIR/ava_images___846773.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___846773.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___846773.png,train,0.014782000000000295,-0.08888400000000019,-0.05556800000000095,-0.2812433,-0.010747999999999536
QualiSR-Set120/PASD/ava_images___857447.npy.gz,PASD,ava_images___857447.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___857447.png,QualiSR-Set120,ava_images___857447,PASD/ava_images___857447.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___857447.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___857447.png,train,-1.6143990000000024,6.40522904,1.3098410999999994,-1.1069980000000008,-0.41632800000000003
QualiSR-Set120/RealESRGAN/ava_images___857447.npy.gz,RealESRGAN,ava_images___857447.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___857447.png,QualiSR-Set120,ava_images___857447,RealESRGAN/ava_images___857447.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___857447.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___857447.png,train,-2.7789220000000014,-2.6955999999999998,-0.2969090000000003,-0.02244500000000116,2.203765999999998
QualiSR-Set120/SUPIR/ava_images___857447.npy.gz,SUPIR,ava_images___857447.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___857447.png,QualiSR-Set120,ava_images___857447,SUPIR/ava_images___857447.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___857447.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___857447.png,train,-1.3301700000000025,3.8555569999999997,-0.3385100000000003,1.0339989999999997,-0.4370080000000023
QualiSR-Set120/PASD/ava_images___864250.npy.gz,PASD,ava_images___864250.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___864250.png,QualiSR-Set120,ava_images___864250,PASD/ava_images___864250.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___864250.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___864250.png,train,-0.749365000000001,2.19404986,1.1830580000000008,-0.5279760000000002,1.0869866
QualiSR-Set120/RealESRGAN/ava_images___864250.npy.gz,RealESRGAN,ava_images___864250.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___864250.png,QualiSR-Set120,ava_images___864250,RealESRGAN/ava_images___864250.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___864250.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___864250.png,train,0.6071482999999995,1.0224114,1.1904850000000007,1.5200619999999998,4.4804363
QualiSR-Set120/SUPIR/ava_images___864250.npy.gz,SUPIR,ava_images___864250.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___864250.png,QualiSR-Set120,ava_images___864250,SUPIR/ava_images___864250.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___864250.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___864250.png,train,0.5424869999999995,3.05694487,0.09816999999999965,1.0795063999999999,1.8969383299999998
QualiSR-Set120/PASD/ava_images___865616.npy.gz,PASD,ava_images___865616.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___865616.png,QualiSR-Set120,ava_images___865616,PASD/ava_images___865616.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___865616.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___865616.png,train,7.98188,-1.4098915000000005,0.5928206999999999,-1.6093509999999966,-1.2126992999999997
QualiSR-Set120/RealESRGAN/ava_images___865616.npy.gz,RealESRGAN,ava_images___865616.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___865616.png,QualiSR-Set120,ava_images___865616,RealESRGAN/ava_images___865616.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___865616.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___865616.png,train,7.087021,0.8711528999999998,1.3996639999999996,-3.608202000000002,0.6567566000000005
QualiSR-Set120/SUPIR/ava_images___865616.npy.gz,SUPIR,ava_images___865616.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___865616.png,QualiSR-Set120,ava_images___865616,SUPIR/ava_images___865616.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___865616.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___865616.png,train,4.831222,-2.5737238,-0.8479099000000003,-1.4774349999999998,-1.1313982999999999
QualiSR-Set120/PASD/ava_images___953752.npy.gz,PASD,ava_images___953752.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___953752.png,QualiSR-Set120,ava_images___953752,PASD/ava_images___953752.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___953752.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___953752.png,train,55.669430000000006,-2.203410000000005,2.5768237,1.3805770999999998,6.129131599999999
QualiSR-Set120/RealESRGAN/ava_images___953752.npy.gz,RealESRGAN,ava_images___953752.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___953752.png,QualiSR-Set120,ava_images___953752,RealESRGAN/ava_images___953752.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___953752.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___953752.png,train,51.44195000000002,-3.090482999999999,4.1502032,2.0103026,7.714790000000001
QualiSR-Set120/SUPIR/ava_images___953752.npy.gz,SUPIR,ava_images___953752.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___953752.png,QualiSR-Set120,ava_images___953752,SUPIR/ava_images___953752.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___953752.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___953752.png,train,55.17694,-3.8028740000000028,1.8059149999999997,3.1269798,5.9863105999999995
