name,min,max,mean,median,std,p05,p95,area00,area05,area075
PASD/ava_images___648718.npy.gz,0.0,0.31998402,0.15315068,0.17404997,0.08774527,0.0,0.26175597,0.8223684210526315,0.0,0.0
PASD/ava_images___649899.npy.gz,0.0,0.3151991,0.11625064,0.123850346,0.08067175,0.0,0.24335629,0.8928571428571429,0.0,0.0
PASD/ava_images___649907.npy.gz,0.0,0.32211095,0.13213159,0.13818961,0.07911613,0.0,0.2537622,0.9494357638888888,0.0,0.0
PASD/ava_images___650512.npy.gz,0.0,0.29624265,0.11991979,0.143864,0.08783308,0.0,0.24117163,0.87890625,0.0,0.0
PASD/ava_images___650835.npy.gz,0.0,0.27370006,0.063712366,0.020970404,0.072441,0.0,0.20776093,0.9139972144846796,0.0,0.0
PASD/ava_images___651624.npy.gz,0.0,0.29175186,0.1269104,0.12664008,0.079697385,0.0,0.2571622,0.9259259259259259,0.0,0.0
PASD/ava_images___653599.npy.gz,0.0,0.19584411,0.060907055,0.034435242,0.059816245,0.0,0.16781014,0.891946992864424,0.0,0.0
PASD/ava_images___654588.npy.gz,0.0,0.21186021,0.06026084,0.03950399,0.05851052,0.0,0.18855733,0.8370535714285714,0.0,0.0
PASD/ava_images___654770.npy.gz,0.0,0.18989125,0.027137263,0.0069132447,0.04297998,0.0,0.13248524,0.8782201405152225,0.0,0.0
PASD/ava_images___65569.npy.gz,0.0,0.2758731,0.11388522,0.14240986,0.09849251,0.0,0.24804884,0.8927575047427743,0.0,0.0
PASD/ava_images___656358.npy.gz,0.0,0.18822074,0.08640418,0.0873062,0.043457545,0.0,0.16410246,0.9053111587982833,0.0,0.0
PASD/ava_images___656860.npy.gz,0.0,0.24915117,0.09699516,0.08906877,0.06004074,0.0,0.20436898,0.8995202558635395,0.0,0.0
PASD/ava_images___657745.npy.gz,0.0,0.27230895,0.118822515,0.12008029,0.0714595,0.014585853,0.23290712,0.966423680141374,0.0,0.0
PASD/ava_images___65885.npy.gz,0.0,0.28821582,0.1406175,0.1758165,0.09358877,0.0,0.25512803,0.87890625,0.0,0.0
PASD/ava_images___659487.npy.gz,0.0,0.27424765,0.11864017,0.11522263,0.05284204,0.0,0.2137155,0.9282178217821783,0.0,0.0
PASD/ava_images___659669.npy.gz,0.0,0.26904637,0.17674723,0.19537193,0.071344785,0.0,0.24607185,0.8928571428571429,0.0,0.0
PASD/ava_images___6601.npy.gz,0.0,0.3246191,0.1299627,0.12749505,0.07708794,0.0,0.24135083,0.87890625,0.0,0.0
PASD/ava_images___661160.npy.gz,0.0,0.17637813,0.044881735,0.02995801,0.04444875,0.0,0.15480137,0.8522727272727273,0.0,0.0
PASD/ava_images___661577.npy.gz,0.0,0.26140454,0.140912,0.14800093,0.06505856,0.0,0.22933513,0.9119649805447471,0.0,0.0
PASD/ava_images___663657.npy.gz,0.0,0.30110532,0.20221081,0.22007865,0.07118081,0.0,0.28074086,0.9114583333333334,0.0,0.0
PASD/ava_images___663986.npy.gz,0.0,0.23813623,0.08334767,0.06666714,0.056079824,0.0,0.18299559,0.8825836820083682,0.0,0.0
PASD/ava_images___666518.npy.gz,0.0,0.31440747,0.06618039,0.03519833,0.07453684,0.0,0.21485081,0.9288747346072187,0.0,0.0
PASD/ava_images___667217.npy.gz,0.0,0.24164781,0.08188059,0.046567112,0.07220585,0.0,0.20270187,0.8823529411764706,0.0,0.0
PASD/ava_images___667361.npy.gz,0.0,0.31297725,0.14346702,0.16307876,0.091933556,0.0,0.2642402,0.9114583333333334,0.0,0.0
PASD/ava_images___668211.npy.gz,0.0,0.2138018,0.09021192,0.08392745,0.052858245,0.0,0.1799728,0.8928571428571429,0.0,0.0
PASD/ava_images___66827.npy.gz,0.0,0.23889834,0.060765628,0.03718427,0.06240386,0.0,0.183478,0.87890625,0.0,0.0
PASD/ava_images___668340.npy.gz,0.0,0.2233876,0.033524003,0.0069486797,0.05321581,0.0023415089,0.16782084,0.9722222222222222,0.0,0.0
PASD/ava_images___671377.npy.gz,0.0,0.24341995,0.08889072,0.07316017,0.06605906,0.0,0.22252357,0.9133611691022965,0.0,0.0
PASD/ava_images___673515.npy.gz,0.0,0.26718146,0.16001764,0.1688878,0.06026227,0.0,0.25324982,0.9259259259259259,0.0,0.0
PASD/ava_images___674059.npy.gz,0.0,0.27013874,0.1293731,0.12824464,0.060647953,0.02654007,0.22746208,0.9645061728395061,0.0,0.0
PASD/ava_images___67504.npy.gz,0.0,0.25163564,0.12114246,0.12368411,0.06568355,0.0,0.21608457,0.8940735694822888,0.0,0.0
PASD/ava_images___67635.npy.gz,0.005645573,0.2745855,0.15494555,0.17041394,0.086165756,0.006223887,0.25903118,1.0,0.0,0.0
PASD/ava_images___676847.npy.gz,0.0,0.28996965,0.1148591,0.1071955,0.111260936,0.0,0.27076966,0.8844339622641509,0.0,0.0
PASD/ava_images___678035.npy.gz,0.0,0.22503373,0.073279426,0.02639559,0.069853246,0.0,0.19065955,0.922736220472441,0.0,0.0
PASD/ava_images___681392.npy.gz,0.0,0.25576824,0.12247354,0.13109311,0.07525554,0.0,0.2344563,0.9131493506493507,0.0,0.0
PASD/ava_images___681700.npy.gz,0.0,0.28728083,0.107240856,0.11267364,0.065079145,0.0,0.2275174,0.91552734375,0.0,0.0
PASD/ava_images___682520.npy.gz,0.0,0.2484678,0.07696661,0.064399004,0.060009673,0.0,0.19244906,0.8782201405152225,0.0,0.0
PASD/ava_images___686936.npy.gz,0.0,0.23798043,0.094959676,0.09805673,0.067420416,0.0,0.20516473,0.8761682242990654,0.0,0.0
PASD/ava_images___687883.npy.gz,0.0,0.29120108,0.08310269,0.045064867,0.09074203,0.0,0.25544053,0.8585164835164835,0.0,0.0
PASD/ava_images___688357.npy.gz,0.0,0.24900812,0.10694485,0.12576267,0.06948933,0.0,0.19798443,0.8640552995391705,0.0,0.0
PASD/ava_images___6888.npy.gz,0.0,0.29414082,0.1366448,0.17279741,0.093821816,0.0,0.26087952,0.87890625,0.0,0.0
PASD/ava_images___689647.npy.gz,0.0,0.25781876,0.1035362,0.10115045,0.0617576,0.0,0.21310169,0.9251644736842105,0.0,0.0
PASD/ava_images___690216.npy.gz,0.0,0.31108594,0.091052294,0.07060924,0.07403078,0.0,0.25008956,0.87890625,0.0,0.0
PASD/ava_images___692264.npy.gz,0.0,0.20701495,0.0995846,0.11101067,0.06584674,0.0,0.19677475,0.8629191321499013,0.0,0.0
PASD/ava_images___693012.npy.gz,0.0,0.26614952,0.12236846,0.15644816,0.08317556,0.0,0.23010108,0.8620689655172413,0.0,0.0
PASD/ava_images___694175.npy.gz,0.0,0.31464827,0.16085912,0.19093233,0.092579246,0.0,0.2894603,0.8680555555555556,0.0,0.0
PASD/ava_images___695694.npy.gz,0.0,0.22571832,0.11799021,0.12368813,0.052476387,0.0,0.19539034,0.9457414613056636,0.0,0.0
PASD/ava_images___695967.npy.gz,0.0,0.23317665,0.09793843,0.097269595,0.051916968,0.019499958,0.1993981,0.9587990357221127,0.0,0.0
PASD/ava_images___696289.npy.gz,0.0,0.28694266,0.102783926,0.045662254,0.09875634,0.0,0.2538868,0.8328045685279187,0.0,0.0
PASD/ava_images___698871.npy.gz,0.0,0.2552286,0.06642618,0.040468514,0.06661234,0.0,0.20452091,0.8856275303643725,0.0,0.0
PASD/ava_images___699266.npy.gz,0.0,0.1931355,0.0641762,0.05627173,0.05337592,0.0,0.15813419,0.8389261744966443,0.0,0.0
PASD/ava_images___699290.npy.gz,0.0,0.23903018,0.12283624,0.14138359,0.06707721,0.0,0.20745558,0.8351893095768375,0.0,0.0
PASD/ava_images___699615.npy.gz,0.0,0.20974636,0.077918634,0.07648143,0.06687794,0.0,0.18585643,0.8735150244584207,0.0,0.0
PASD/ava_images___702007.npy.gz,0.0,0.10198444,0.02470262,0.019255191,0.021161556,0.0,0.0739713,0.8622491638795987,0.0,0.0
PASD/ava_images___702333.npy.gz,0.0,0.32313958,0.14449728,0.15813306,0.07372558,0.0,0.24739194,0.9283371913580247,0.0,0.0
PASD/ava_images___702380.npy.gz,0.0,0.35105473,0.12338131,0.14301765,0.10089032,0.0,0.27948493,0.9158615136876006,0.0,0.0
PASD/ava_images___705138.npy.gz,0.0,0.27361912,0.13971773,0.16694903,0.08534914,0.0,0.24874207,0.9114583333333334,0.0,0.0
PASD/ava_images___705188.npy.gz,0.0,0.35198864,0.15514468,0.17436856,0.083456144,0.0,0.27228397,0.9057971014492754,0.0,0.0
PASD/ava_images___705351.npy.gz,0.0,0.28235257,0.10350732,0.101353884,0.084355205,0.0,0.23460144,0.8838383838383839,0.0,0.0
PASD/ava_images___705693.npy.gz,0.004921764,0.20540488,0.048679832,0.0351526,0.042696595,0.006894648,0.12207472,1.0,0.0,0.0
PASD/ava_images___70738.npy.gz,0.0,0.33513385,0.10017537,0.10683501,0.09870101,0.0,0.23992509,0.8928571428571429,0.0,0.0
PASD/ava_images___710191.npy.gz,0.0,0.28201288,0.08903703,0.056223184,0.091224976,0.0,0.2523895,0.860969387755102,0.0,0.0
PASD/ava_images___710291.npy.gz,0.0,0.22118366,0.06415239,0.047656924,0.059014007,0.0,0.184883,0.8782201405152225,0.0,0.0
PASD/ava_images___711121.npy.gz,0.0,0.31631172,0.210589,0.23027915,0.08210487,0.0,0.3044856,0.9020618556701031,0.0,0.0
PASD/ava_images___71267.npy.gz,0.0,0.20521516,0.056576073,0.048674226,0.04505843,0.0,0.1335926,0.87890625,0.0,0.0
PASD/ava_images___713123.npy.gz,0.0,0.2645654,0.098203965,0.09384549,0.08010476,0.0,0.24062067,0.9375,0.0,0.0
PASD/ava_images___713164.npy.gz,0.0,0.28460592,0.13826063,0.17082456,0.087958954,0.0,0.25072694,0.9171907756813418,0.0,0.0
PASD/ava_images___713393.npy.gz,0.0,0.31236628,0.17158289,0.19014466,0.08343679,0.0,0.290336,0.8830455259026687,0.0,0.0
PASD/ava_images___715503.npy.gz,0.0,0.2106142,0.080497585,0.06998509,0.06463848,0.0,0.18998563,0.8328346607278359,0.0,0.0
PASD/ava_images___716652.npy.gz,0.0,0.30777362,0.19326003,0.20623079,0.069430515,0.0,0.27308995,0.9114583333333334,0.0,0.0
PASD/ava_images___719276.npy.gz,0.0,0.24694994,0.08058462,0.075499654,0.06697532,0.0,0.1994082,0.91552734375,0.0,0.0
PASD/ava_images___719419.npy.gz,0.0,0.21437806,0.09046114,0.09294152,0.06204185,0.0,0.18528217,0.8761682242990654,0.0,0.0
PASD/ava_images___721074.npy.gz,0.0,0.22767574,0.13262282,0.14554021,0.056246456,0.0,0.19987226,0.9114583333333334,0.0,0.0
PASD/ava_images___721536.npy.gz,0.0,0.22614902,0.12478144,0.14396256,0.06280437,0.0,0.20605507,0.872093023255814,0.0,0.0
PASD/ava_images___721905.npy.gz,0.0,0.2727919,0.13239789,0.1419465,0.073736176,0.0,0.23970723,0.8782201405152225,0.0,0.0
PASD/ava_images___722134.npy.gz,0.0,0.25893417,0.09944814,0.09329766,0.07033431,0.0,0.20894313,0.9173189823874756,0.0,0.0
PASD/ava_images___72226.npy.gz,0.0,0.2784384,0.087805256,0.028472066,0.085563146,0.0,0.22510335,0.8574695121951219,0.0,0.0
PASD/ava_images___723066.npy.gz,0.0,0.31816334,0.14917848,0.15105158,0.0798486,0.0,0.28228286,0.8782201405152225,0.0,0.0
PASD/ava_images___72503.npy.gz,0.0,0.24352801,0.07373575,0.077195466,0.07129445,0.0,0.19302136,0.853997975708502,0.0,0.0
PASD/ava_images___726071.npy.gz,0.0,0.2667821,0.1030406,0.09665248,0.07282178,0.0,0.23580772,0.8741258741258742,0.0,0.0
PASD/ava_images___726538.npy.gz,0.0,0.30351308,0.14192162,0.1895625,0.11372587,0.0,0.2841499,0.8802816901408451,0.0,0.0
PASD/ava_images___727011.npy.gz,0.0,0.29367897,0.1498472,0.1748963,0.09659577,0.0,0.28122696,0.9076763485477178,0.0,0.0
PASD/ava_images___73310.npy.gz,0.0,0.26920903,0.18928929,0.21332747,0.07677745,0.0,0.25870517,0.8782201405152225,0.0,0.0
PASD/ava_images___734618.npy.gz,0.0,0.21320263,0.047487088,0.035077035,0.040518023,0.0,0.12571594,0.8881578947368421,0.0,0.0
PASD/ava_images___73642.npy.gz,0.0,0.30277145,0.13342668,0.136635,0.07960522,0.0,0.26170713,0.8957006369426752,0.0,0.0
PASD/ava_images___737450.npy.gz,0.0,0.19204602,0.0698881,0.05347663,0.05381328,0.0,0.16838914,0.8823529411764706,0.0,0.0
PASD/ava_images___738618.npy.gz,0.0,0.2311984,0.09329376,0.090973616,0.06376279,0.0,0.20071578,0.9111771058315334,0.0,0.0
PASD/ava_images___739719.npy.gz,0.0,0.23256856,0.059497956,0.02257204,0.06322931,0.00038316846,0.16988555,0.966423680141374,0.0,0.0
PASD/ava_images___740107.npy.gz,0.0,0.20831329,0.068938896,0.060664177,0.054550424,0.0,0.18309247,0.9049227799227799,0.0,0.0
PASD/ava_images___740353.npy.gz,0.0,0.30299622,0.07989425,0.04688382,0.07610676,0.0,0.21970513,0.9275864201348092,0.0,0.0
PASD/ava_images___740780.npy.gz,0.0,0.26427555,0.15656276,0.1690537,0.057336573,0.0,0.21898988,0.91552734375,0.0,0.0
PASD/ava_images___742031.npy.gz,0.0,0.20268863,0.071220666,0.06281263,0.06397648,0.0,0.17758906,0.8761682242990654,0.0,0.0
PASD/ava_images___74222.npy.gz,0.0,0.21808395,0.07356442,0.0640856,0.05282564,0.0,0.17275012,0.87890625,0.0,0.0
PASD/ava_images___743325.npy.gz,0.0,0.31305513,0.15564941,0.1857619,0.10182848,0.009404868,0.28944463,0.9565692705227589,0.0,0.0
PASD/ava_images___743585.npy.gz,0.0,0.24747205,0.07189385,0.072476685,0.05949498,0.0,0.16591519,0.9095634095634095,0.0,0.0
PASD/ava_images___74410.npy.gz,0.0,0.30490595,0.19770615,0.22516882,0.08382596,0.0,0.27474076,0.860969387755102,0.0,0.0
PASD/ava_images___746213.npy.gz,0.0,0.22933197,0.10554742,0.11222869,0.059235238,0.0,0.20139378,0.8778089887640449,0.0,0.0
PASD/ava_images___747071.npy.gz,0.0,0.2510656,0.104245394,0.10896587,0.07137561,0.0,0.20360744,0.9328358208955224,0.0,0.0
PASD/ava_images___747263.npy.gz,0.0,0.2712496,0.071318194,0.025349021,0.07235628,0.0,0.21050677,0.87890625,0.0,0.0
PASD/ava_images___748479.npy.gz,0.0,0.28351247,0.1474989,0.1705941,0.08230859,0.0,0.24888009,0.8600917431192661,0.0,0.0
PASD/ava_images___749203.npy.gz,0.0,0.278344,0.09720722,0.099956185,0.064830415,0.0,0.19447792,0.9036144578313253,0.0,0.0
PASD/ava_images___749905.npy.gz,0.0,0.2664453,0.18689477,0.19701436,0.053879388,0.109135926,0.25057018,0.9552401746724891,0.0,0.0
PASD/ava_images___7513.npy.gz,0.0,0.23446041,0.10264848,0.11359736,0.06666268,0.0,0.19663396,0.87890625,0.0,0.0
PASD/ava_images___751750.npy.gz,0.0,0.31711453,0.18509148,0.20673496,0.08987895,0.0,0.3037057,0.9114583333333334,0.0,0.0
PASD/ava_images___751927.npy.gz,0.0,0.25577408,0.07136645,0.045502007,0.062603146,0.0,0.20396268,0.925124951941561,0.0,0.0
PASD/ava_images___751963.npy.gz,0.0,0.33370548,0.20590705,0.23173738,0.082896926,0.012583613,0.29732528,0.9657836644591612,0.0,0.0
PASD/ava_images___753995.npy.gz,0.0,0.28424105,0.11145014,0.11600423,0.08346072,0.0020937324,0.2525488,0.9655898876404494,0.0,0.0
PASD/ava_images___754520.npy.gz,0.0,0.27402842,0.14427282,0.17472678,0.08409032,0.0,0.25773582,0.9114583333333334,0.0,0.0
PASD/ava_images___755220.npy.gz,0.0,0.26491982,0.16434029,0.17434907,0.064351656,0.0,0.25146025,0.9114583333333334,0.0,0.0
PASD/ava_images___756512.npy.gz,0.0,0.24194008,0.10276182,0.110162795,0.07389408,0.011702001,0.21120012,0.9594298245614035,0.0,0.0
PASD/ava_images___756540.npy.gz,0.0,0.2580336,0.06978162,0.044338048,0.06136582,0.0,0.20736593,0.9114583333333334,0.0,0.0
PASD/ava_images___758038.npy.gz,0.0,0.27114198,0.10236304,0.0972029,0.06576198,0.008090824,0.22488815,0.9558140805068546,0.0,0.0
PASD/ava_images___758367.npy.gz,0.0,0.30432194,0.15866669,0.19383788,0.09389737,0.0,0.27161062,0.9171907756813418,0.0,0.0
PASD/ava_images___76597.npy.gz,0.0,0.2187385,0.08262448,0.083468676,0.049230453,0.0,0.17095667,0.87890625,0.0,0.0
PASD/ava_images___766167.npy.gz,0.0,0.27808014,0.118100196,0.11195111,0.08586133,0.0,0.24383584,0.9375,0.0,0.0
PASD/ava_images___766739.npy.gz,0.0,0.33020806,0.1711888,0.19531754,0.100538515,0.0,0.30390638,0.9133611691022965,0.0,0.0
PASD/ava_images___767560.npy.gz,0.0,0.25292426,0.064406015,0.031169027,0.07424153,0.0,0.21733779,0.9114583333333334,0.0,0.0
PASD/ava_images___767962.npy.gz,0.0,0.25998992,0.14427139,0.17000848,0.07278462,0.0,0.22559986,0.843508997429306,0.0,0.0
PASD/ava_images___768663.npy.gz,0.0,0.24829927,0.07194889,0.07447812,0.046374634,0.0,0.14190423,0.8471385542168675,0.0,0.0
PASD/ava_images___76880.npy.gz,0.0,0.24629492,0.13274558,0.13323796,0.04484985,0.07017225,0.20824009,0.963855421686747,0.0,0.0
PASD/ava_images___76974.npy.gz,0.0,0.28013882,0.15357177,0.16083229,0.07088315,0.0,0.24751145,0.9014423076923077,0.0,0.0
PASD/ava_images___770057.npy.gz,0.0,0.28334853,0.18682706,0.20758441,0.07397713,0.0,0.25471845,0.87890625,0.0,0.0
PASD/ava_images___770234.npy.gz,0.0,0.21846992,0.066704966,0.040896773,0.0690114,0.0,0.19792104,0.8782201405152225,0.0,0.0
PASD/ava_images___770564.npy.gz,0.0,0.24278152,0.09424751,0.08753413,0.06742769,0.0,0.198843,0.9114583333333334,0.0,0.0
PASD/ava_images___770662.npy.gz,0.0,0.30698204,0.17877902,0.19212955,0.068253346,0.0,0.2608563,0.9231400437636762,0.0,0.0
PASD/ava_images___770748.npy.gz,0.0,0.3111912,0.1635762,0.18376058,0.086116135,0.0,0.27744707,0.9114583333333334,0.0,0.0
PASD/ava_images___770898.npy.gz,0.0,0.2614712,0.1068833,0.09980261,0.060147885,0.020879745,0.21642375,0.9565692705227589,0.0,0.0
PASD/ava_images___771274.npy.gz,0.0,0.3109664,0.13319027,0.12929618,0.083051816,0.0,0.27610755,0.9219348659003831,0.0,0.0
PASD/ava_images___771948.npy.gz,0.0,0.27034333,0.10569638,0.10671109,0.07640198,0.0,0.23701692,0.880741127348643,0.0,0.0
PASD/ava_images___772196.npy.gz,0.0,0.27254233,0.13891272,0.1429342,0.07177725,0.0,0.24347198,0.9133611691022965,0.0,0.0
PASD/ava_images___772274.npy.gz,0.0,0.33546486,0.23202306,0.25354892,0.08689756,0.0,0.31803983,0.9114583333333334,0.0,0.0
PASD/ava_images___772429.npy.gz,0.0,0.16132042,0.04817377,0.03594482,0.036247477,0.0,0.12140569,0.9389962027406307,0.0,0.0
PASD/ava_images___77373.npy.gz,0.0,0.22763473,0.05365486,0.023015141,0.059605565,0.0,0.17506558,0.8782201405152225,0.0,0.0
PASD/ava_images___773899.npy.gz,0.0,0.23097187,0.086812094,0.0668838,0.07185997,0.0,0.21881622,0.8782201405152225,0.0,0.0
PASD/ava_images___775020.npy.gz,0.0,0.3086143,0.10878283,0.09916818,0.07787047,5.662441e-07,0.24387985,0.9560430324424273,0.0,0.0
PASD/ava_images___775712.npy.gz,0.0,0.26371756,0.0930847,0.086447805,0.08483537,0.0,0.22968188,0.9408602150537635,0.0,0.0
PASD/ava_images___77581.npy.gz,0.0,0.33269036,0.1605167,0.16407439,0.09107631,0.0,0.29482186,0.8734472049689441,0.0,0.0
PASD/ava_images___776810.npy.gz,0.0,0.25427783,0.1256757,0.17236727,0.09166086,0.0,0.23989588,0.8844339622641509,0.0,0.0
PASD/ava_images___776854.npy.gz,0.0,0.32201317,0.15589169,0.17577904,0.09130891,0.0,0.2733423,0.8471385542168675,0.0,0.0
PASD/ava_images___777446.npy.gz,0.0,0.27146813,0.112379916,0.10902041,0.08861883,0.0,0.24126005,0.9133611691022965,0.0,0.0
PASD/ava_images___777520.npy.gz,0.0,0.2462281,0.13679148,0.15905577,0.07138492,0.0,0.22948703,0.9002057613168725,0.0,0.0
PASD/ava_images___778388.npy.gz,0.0,0.31810528,0.15515354,0.17623177,0.09974798,0.0022569299,0.29378504,0.9545988586774086,0.0,0.0
PASD/ava_images___778665.npy.gz,0.0,0.32317615,0.082477316,0.009681225,0.09802717,0.0,0.27573484,0.9114583333333334,0.0,0.0
PASD/ava_images___779010.npy.gz,0.0,0.2659149,0.08152312,0.070271194,0.056193404,0.0,0.19832137,0.885851683118198,0.0,0.0
PASD/ava_images___779314.npy.gz,0.0,0.27420264,0.11769769,0.09750283,0.0857865,0.0,0.25141925,0.8802816901408451,0.0,0.0
PASD/ava_images___780277.npy.gz,0.0,0.29087898,0.12816189,0.12918279,0.085560925,0.0,0.272489,0.8782201405152225,0.0,0.0
PASD/ava_images___781411.npy.gz,0.0,0.2132892,0.03670735,0.0022601485,0.05519911,0.0,0.16792825,0.8782201405152225,0.0,0.0
PASD/ava_images___782634.npy.gz,0.0,0.27000564,0.11742989,0.11603907,0.06982749,0.030222297,0.23243016,0.9606938954765042,0.0,0.0
PASD/ava_images___782665.npy.gz,0.0,0.25338745,0.07343135,0.04072544,0.06682218,0.0,0.18842709,0.8854482898198746,0.0,0.0
PASD/ava_images___784015.npy.gz,0.0,0.22094396,0.0832149,0.097026885,0.07362617,0.0,0.19380501,0.8091924259588931,0.0,0.0
PASD/ava_images___784540.npy.gz,0.0,0.2240695,0.048121925,0.020935923,0.05619697,0.0,0.18149465,0.9114583333333334,0.0,0.0
PASD/ava_images___785440.npy.gz,0.0,0.31181073,0.19783074,0.23315644,0.09134251,0.015734494,0.29828268,0.9523809523809523,0.0,0.0
PASD/ava_images___785821.npy.gz,0.0,0.22322464,0.06607644,0.048200518,0.05658303,0.0,0.18635845,0.9452160493827161,0.0,0.0
PASD/ava_images___787004.npy.gz,0.0,0.34628028,0.20063148,0.21731263,0.07371713,0.0,0.2771016,0.9020618556701031,0.0,0.0
PASD/ava_images___788293.npy.gz,0.0,0.30345476,0.13363984,0.12932354,0.07514456,0.001719594,0.2576896,0.9747732657490535,0.0,0.0
PASD/ava_images___788644.npy.gz,0.0,0.28543565,0.08380687,0.049197912,0.08482199,0.0,0.24110618,0.9114583333333334,0.0,0.0
PASD/ava_images___788719.npy.gz,0.0,0.24412897,0.0988514,0.09460178,0.06336652,0.0,0.21411222,0.9114583333333334,0.0,0.0
PASD/ava_images___792546.npy.gz,0.0,0.28844324,0.124834515,0.105664015,0.087634645,0.0,0.26306826,0.8771929824561403,0.0,0.0
PASD/ava_images___795509.npy.gz,0.0,0.2639488,0.11117768,0.12839383,0.075534225,0.0,0.21372002,0.9452160493827161,0.0,0.0
PASD/ava_images___797770.npy.gz,0.0,0.24034709,0.14906979,0.16119361,0.06577381,0.0,0.23496366,0.8773395721925134,0.0,0.0
PASD/ava_images___798434.npy.gz,0.0,0.2969876,0.18956448,0.2104181,0.08033118,0.0,0.28004408,0.8892276422764228,0.0,0.0
PASD/ava_images___79892.npy.gz,0.0,0.2596374,0.14561155,0.15189222,0.058055416,0.0,0.2204938,0.9191176470588235,0.0,0.0
PASD/ava_images___799060.npy.gz,0.0,0.2934268,0.0865076,0.070631266,0.07201571,0.0,0.22509187,0.9283371913580247,0.0,0.0
PASD/ava_images___799308.npy.gz,0.0,0.32653844,0.14534362,0.13620734,0.08180457,0.0,0.28188616,0.9452160493827161,0.0,0.0
PASD/ava_images___801041.npy.gz,0.0,0.28735167,0.12593554,0.12781543,0.077186316,0.0,0.2684873,0.87890625,0.0,0.0
PASD/ava_images___802923.npy.gz,0.0,0.27080327,0.087081805,0.08841303,0.07137184,0.0,0.2126543,0.8782201405152225,0.0,0.0
PASD/ava_images___803542.npy.gz,0.0,0.27014968,0.106190175,0.123030245,0.09736218,0.0,0.25068554,0.8838383838383839,0.0,0.0
PASD/ava_images___80457.npy.gz,0.0,0.25013816,0.09503611,0.0933882,0.09237315,0.0,0.22106713,0.7471413721413721,0.0,0.0
PASD/ava_images___805120.npy.gz,0.0,0.24297681,0.105294004,0.114393115,0.07563966,0.0,0.22665396,0.8138020833333334,0.0,0.0
PASD/ava_images___805517.npy.gz,0.0,0.31680867,0.099462576,0.098814845,0.060731396,0.0,0.20620453,0.8782201405152225,0.0,0.0
PASD/ava_images___8081.npy.gz,0.0,0.24762422,0.14128856,0.15953353,0.060980026,0.0,0.20755523,0.87890625,0.0,0.0
PASD/ava_images___808100.npy.gz,0.0,0.2989887,0.11708834,0.103873074,0.07680194,0.0,0.26434258,0.9133611691022965,0.0,0.0
PASD/ava_images___810271.npy.gz,0.0,0.25988775,0.11741061,0.13707379,0.08366784,0.0,0.23422033,0.9152719665271967,0.0,0.0
PASD/ava_images___810410.npy.gz,0.0,0.27475846,0.10293308,0.102722645,0.07137725,0.0,0.21691173,0.9120283510527413,0.0,0.0
PASD/ava_images___812015.npy.gz,0.0,0.25142902,0.07647539,0.06492326,0.062142227,0.0,0.18639815,0.8782201405152225,0.0,0.0
PASD/ava_images___817503.npy.gz,0.0,0.26643473,0.1490568,0.17073119,0.07873893,0.0,0.24579287,0.8538251366120219,0.0,0.0
PASD/ava_images___817688.npy.gz,0.0,0.25990662,0.092017174,0.093655944,0.056131437,0.0,0.18818516,0.942380183091007,0.0,0.0
PASD/ava_images___818039.npy.gz,0.0,0.26854286,0.11117345,0.119060904,0.05888363,0.0,0.20353216,0.9171907756813418,0.0,0.0
PASD/ava_images___818115.npy.gz,0.0,0.23442274,0.071866445,0.058353543,0.05032111,0.0,0.16828567,0.942380183091007,0.0,0.0
PASD/ava_images___818483.npy.gz,0.0,0.20469892,0.049918383,0.025856197,0.051393043,0.0,0.1587525,0.8802816901408451,0.0,0.0
PASD/ava_images___81930.npy.gz,0.0,0.2769676,0.118862614,0.13597387,0.08616405,0.0,0.24618506,0.9236453201970444,0.0,0.0
PASD/ava_images___8232.npy.gz,0.0,0.2624623,0.10806582,0.12488067,0.06551886,0.0,0.19875261,0.87890625,0.0,0.0
PASD/ava_images___823376.npy.gz,0.0,0.22173703,0.10251022,0.109142095,0.059741963,0.0,0.19548184,0.8700696055684455,0.0,0.0
PASD/ava_images___824302.npy.gz,0.0,0.29770577,0.05050415,0.007907808,0.085619465,0.0,0.26663074,0.8782201405152225,0.0,0.0
PASD/ava_images___824324.npy.gz,0.0,0.24016958,0.0842721,0.07007182,0.059261303,0.0,0.1798642,0.9101941747572816,0.0,0.0
PASD/ava_images___824960.npy.gz,0.0,0.29287854,0.13797477,0.1183365,0.08724444,0.0,0.27318597,0.9114583333333334,0.0,0.0
PASD/ava_images___825020.npy.gz,0.0,0.34186298,0.1605601,0.18614426,0.08759165,0.0,0.2799839,0.9283371913580247,0.0,0.0
PASD/ava_images___827653.npy.gz,0.0,0.297477,0.1368267,0.15025786,0.06915474,0.0,0.24240273,0.8761682242990654,0.0,0.0
PASD/ava_images___828906.npy.gz,0.0,0.22260004,0.080266,0.09443268,0.071562074,0.0,0.18157303,0.8782201405152225,0.0,0.0
PASD/ava_images___829175.npy.gz,0.0,0.25927207,0.1791591,0.18848246,0.053772427,0.0,0.24266839,0.942380183091007,0.0,0.0
PASD/ava_images___829480.npy.gz,0.0,0.30065632,0.121629685,0.09519923,0.079705745,0.031253397,0.25373572,0.9706045479755963,0.0,0.0
