sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004
PASD:ava_images___396379,PASD,ava_images___396379.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___396379.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___396379.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___396379.png,test,-0.2722571,-2.9963758,0.7251883,2.2081861,1.17201
PASD:ava_images___398276,PASD,ava_images___398276.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___398276.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___398276.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___398276.png,train,0.6112983,-2.5417323,0.34010607,0.38696766,1.5504923
PASD:ava_images___398425,PASD,ava_images___398425.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___398425.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___398425.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___398425.png,train,1.9454633,3.2071068,2.6801133,-3.005734,0.47200865
PASD:ava_images___400989,PASD,ava_images___400989.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___400989.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___400989.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___400989.png,train,-0.0038280152,-1.6919583,-0.7934119,-0.88104963,-2.3267674
PASD:ava_images___402199,PASD,ava_images___402199.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___402199.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___402199.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___402199.png,test,-0.89598215,1.9229434,3.8952336,-3.030116,-0.8563209
PASD:ava_images___402552,PASD,ava_images___402552.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___402552.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___402552.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___402552.png,test,0.027154136,-0.97580314,2.0794442,0.73770636,1.1293678
PASD:ava_images___402556,PASD,ava_images___402556.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___402556.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___402556.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___402556.png,test,-4.575522,3.734217,-1.5551952,2.3290782,0.14432502
PASD:ava_images___40351,PASD,ava_images___40351.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___40351.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___40351.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___40351.png,train,-1.8891591,1.5380433,-1.1596127,-3.9109988,-0.6284643
PASD:ava_images___40837,PASD,ava_images___40837.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___40837.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___40837.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___40837.png,test,-1.7756511,-0.6718328,-0.68992853,-2.6141944,-0.0919525
PASD:ava_images___408550,PASD,ava_images___408550.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___408550.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___408550.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___408550.png,test,-4.53762,4.4247847,-2.887762,2.4298496,0.6471984
PASD:ava_images___40985,PASD,ava_images___40985.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___40985.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___40985.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___40985.png,train,1.1032765,-0.14952278,4.1350617,-1.1260817,0.064373136
PASD:ava_images___412358,PASD,ava_images___412358.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___412358.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___412358.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___412358.png,test,-4.9609375,3.8354728,-3.358091,3.5948539,1.1362797
PASD:ava_images___413002,PASD,ava_images___413002.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___413002.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___413002.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___413002.png,train,-2.7187939,0.22707796,-1.3387473,-4.304986,0.2744773
PASD:ava_images___413141,PASD,ava_images___413141.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___413141.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___413141.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___413141.png,test,-0.19651383,-1.3652927,2.7194796,-1.0952678,-0.8627904
PASD:ava_images___413217,PASD,ava_images___413217.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___413217.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___413217.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___413217.png,test,-2.3492868,0.27174377,-0.67186284,-2.5540147,-0.78879696
PASD:ava_images___414404,PASD,ava_images___414404.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___414404.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___414404.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___414404.png,test,-2.8016932,1.466963,1.7420597,-1.0272824,0.56236994
PASD:ava_images___416210,PASD,ava_images___416210.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___416210.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___416210.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___416210.png,test,0.2470784,2.1400993,-1.5527024,-4.0840526,-3.0741973
PASD:ava_images___416900,PASD,ava_images___416900.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___416900.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___416900.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___416900.png,test,-0.39166862,-2.4836378,-2.207172,-0.8931607,-1.3253672
PASD:ava_images___418961,PASD,ava_images___418961.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___418961.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___418961.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___418961.png,train,0.3679519,-2.642676,-0.3609414,0.7220163,0.87219423
PASD:ava_images___41961,PASD,ava_images___41961.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___41961.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___41961.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___41961.png,test,2.9139435,0.5957167,0.46598774,-0.42341805,1.3166429
PASD:ava_images___420592,PASD,ava_images___420592.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___420592.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___420592.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___420592.png,train,-4.2211585,1.2888834,0.09613925,2.9070926,0.4837101
PASD:ava_images___420974,PASD,ava_images___420974.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___420974.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___420974.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___420974.png,test,-2.009554,0.653121,-2.1481056,-1.9860328,-0.58163124
PASD:ava_images___421624,PASD,ava_images___421624.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___421624.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___421624.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___421624.png,test,-0.68442756,1.8117893,3.2599735,1.6022974,0.5258876
PASD:ava_images___422529,PASD,ava_images___422529.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___422529.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___422529.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___422529.png,train,-2.3925505,-1.2864962,0.18164545,1.3673631,1.7411194
PASD:ava_images___422662,PASD,ava_images___422662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___422662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___422662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___422662.png,test,-5.9639363,3.7517607,-4.15298,2.6555343,0.46630394
PASD:ava_images___424249,PASD,ava_images___424249.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___424249.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___424249.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___424249.png,test,0.7375815,0.6818702,-2.2048285,-0.30545115,-3.856634
PASD:ava_images___425460,PASD,ava_images___425460.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___425460.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___425460.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___425460.png,train,-0.7172975,1.3891218,0.89566284,-3.2368479,-4.1882305
PASD:ava_images___425782,PASD,ava_images___425782.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___425782.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___425782.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___425782.png,train,2.824595,0.41684103,-1.4309561,1.5229558,-0.9696155
PASD:ava_images___426395,PASD,ava_images___426395.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___426395.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___426395.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___426395.png,train,0.8281804,0.6670861,4.1458344,0.5350358,-3.3169591
PASD:ava_images___4265,PASD,ava_images___4265.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___4265.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___4265.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___4265.png,test,-3.2946997,3.03416,0.74139696,2.216284,1.6175537
PASD:ava_images___426629,PASD,ava_images___426629.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___426629.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___426629.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___426629.png,train,4.696536,3.4222867,0.31453556,2.533997,-2.1507568
PASD:ava_images___427516,PASD,ava_images___427516.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___427516.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___427516.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___427516.png,test,0.3900805,1.0892675,0.5211404,-0.99041,-3.224982
PASD:ava_images___427600,PASD,ava_images___427600.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___427600.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___427600.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___427600.png,train,-3.3589082,0.7566011,-0.28444445,0.6127987,0.92929024
PASD:ava_images___429603,PASD,ava_images___429603.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___429603.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___429603.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___429603.png,train,4.8567705,0.42764354,-1.2269826,2.368205,-0.36037856
PASD:ava_images___430100,PASD,ava_images___430100.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___430100.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___430100.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___430100.png,test,1.2800193,-1.2404563,0.2237075,0.4550115,-0.7688914
PASD:ava_images___4308,PASD,ava_images___4308.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___4308.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___4308.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___4308.png,test,1.8822583,0.42581916,1.8344436,-0.98878837,-0.64234835
PASD:ava_images___432084,PASD,ava_images___432084.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___432084.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___432084.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___432084.png,test,-4.2682486,1.2862475,-1.0429139,3.7557826,1.4977936
PASD:ava_images___435246,PASD,ava_images___435246.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___435246.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___435246.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___435246.png,train,-0.001927211,1.7402031,-0.7438533,-3.1272974,0.9187048
PASD:ava_images___436800,PASD,ava_images___436800.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___436800.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___436800.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___436800.png,train,3.6794124,-1.2801778,-1.5154581,2.0883517,-1.9925127
PASD:ava_images___436880,PASD,ava_images___436880.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___436880.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___436880.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___436880.png,train,-0.73462296,0.15774512,5.014271,-0.008612931,-1.1369503
PASD:ava_images___437681,PASD,ava_images___437681.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___437681.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___437681.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___437681.png,train,-0.54639614,-2.875918,-0.58302,1.1041045,1.2050041
PASD:ava_images___440399,PASD,ava_images___440399.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___440399.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___440399.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___440399.png,train,3.3314807,3.332095,4.669061,-0.594466,-1.0264857
PASD:ava_images___442639,PASD,ava_images___442639.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___442639.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___442639.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___442639.png,test,1.1546412,0.21627164,5.099037,-0.7578956,-1.4343982
PASD:ava_images___443238,PASD,ava_images___443238.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___443238.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___443238.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___443238.png,train,0.16905777,-3.202039,-0.61009,0.6572534,0.56564665
PASD:ava_images___443669,PASD,ava_images___443669.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___443669.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___443669.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___443669.png,test,-0.31405056,-1.4862866,0.057335854,0.104602456,0.9306255
PASD:ava_images___444304,PASD,ava_images___444304.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___444304.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___444304.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___444304.png,train,-2.9004312,1.5150902,0.9441779,1.0902492,0.35851234
PASD:ava_images___444956,PASD,ava_images___444956.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___444956.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___444956.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___444956.png,train,-0.13824843,-3.070947,-0.6250704,0.8268895,1.0916305
PASD:ava_images___445003,PASD,ava_images___445003.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___445003.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___445003.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___445003.png,test,2.84749,-0.85272074,0.55958945,1.7465594,-0.702524
PASD:ava_images___445289,PASD,ava_images___445289.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___445289.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___445289.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___445289.png,test,1.7888613,-0.8738797,0.34700257,-0.19478291,2.1690695
PASD:ava_images___447684,PASD,ava_images___447684.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___447684.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___447684.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___447684.png,train,-5.077832,4.922098,0.256692,4.269243,-0.21360809
PASD:ava_images___44854,PASD,ava_images___44854.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___44854.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___44854.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___44854.png,test,-1.7623392,-1.1900606,-0.048814774,-2.3044376,-1.1946294
PASD:ava_images___44986,PASD,ava_images___44986.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___44986.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___44986.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___44986.png,train,1.3964407,-1.346831,-1.7449398,0.3672951,-3.7570941
PASD:ava_images___451454,PASD,ava_images___451454.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___451454.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___451454.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___451454.png,test,0.1815196,-2.891961,-0.8000264,1.680711,0.8584046
PASD:ava_images___451537,PASD,ava_images___451537.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___451537.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___451537.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___451537.png,train,2.3371255,-0.7427802,2.5169685,-0.22259218,0.742067
PASD:ava_images___451561,PASD,ava_images___451561.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___451561.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___451561.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___451561.png,train,-4.4009333,3.4110487,-0.5844227,0.6982816,0.88254416
PASD:ava_images___451643,PASD,ava_images___451643.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___451643.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___451643.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___451643.png,train,4.2181535,6.4738894,-0.9764075,-0.5802424,3.6831129
PASD:ava_images___454276,PASD,ava_images___454276.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___454276.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___454276.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___454276.png,train,-0.08210201,3.5835402,4.9921236,-0.7424078,0.812047
PASD:ava_images___455492,PASD,ava_images___455492.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___455492.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___455492.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___455492.png,train,-0.3775177,-3.3402176,-0.5969949,0.9892038,1.3121569
PASD:ava_images___45590,PASD,ava_images___45590.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___45590.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___45590.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___45590.png,test,-1.2166319,0.74290156,-1.9624655,-3.864656,-3.532396
PASD:ava_images___457553,PASD,ava_images___457553.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___457553.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___457553.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___457553.png,test,-0.42463484,-1.5741489,-2.0204997,-2.351985,-2.065512
PASD:ava_images___459223,PASD,ava_images___459223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___459223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___459223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___459223.png,train,3.8040712,-0.25829864,-1.0828,1.9923676,0.60416096
PASD:ava_images___460034,PASD,ava_images___460034.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___460034.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___460034.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___460034.png,train,-3.8888266,4.845298,-1.6985645,1.5067879,-0.728159
PASD:ava_images___46021,PASD,ava_images___46021.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___46021.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___46021.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___46021.png,test,-1.2982328,0.010219336,-0.83922184,-1.5904769,-0.89177996
PASD:ava_images___460615,PASD,ava_images___460615.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___460615.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___460615.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___460615.png,test,-0.5790266,-1.9409809,-0.6892191,0.029267907,0.011459291
PASD:ava_images___460917,PASD,ava_images___460917.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___460917.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___460917.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___460917.png,train,-1.8458304,-1.0283885,-1.3749926,-1.9572986,-0.45695764
PASD:ava_images___46303,PASD,ava_images___46303.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___46303.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___46303.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___46303.png,test,2.901852,-0.84131193,-1.2119937,1.216825,-0.23201877
