sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004
PASD:ava_images___20732,PASD,ava_images___20732.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___20732.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___20732.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___20732.png,test,23.008106,-50.071854,-12.154768,-1.1818116,5.659275
PASD:ava_images___208079,PASD,ava_images___208079.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___208079.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___208079.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___208079.png,train,-25.450878,3.668707,19.32068,8.019041,14.231036
PASD:ava_images___208304,PASD,ava_images___208304.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___208304.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___208304.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___208304.png,train,41.45445,28.359467,21.947054,-17.014936,8.673504
PASD:ava_images___208633,PASD,ava_images___208633.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___208633.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___208633.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___208633.png,train,-1.7597523,9.178132,-6.2655416,-14.879694,4.9599543
PASD:ava_images___208644,PASD,ava_images___208644.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___208644.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___208644.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___208644.png,train,-23.705528,1.8420258,30.122318,-1.0795496,9.562461
PASD:ava_images___209603,PASD,ava_images___209603.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___209603.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___209603.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___209603.png,test,12.629028,-49.74089,21.08834,6.399218,16.981411
PASD:ava_images___210789,PASD,ava_images___210789.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___210789.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___210789.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___210789.png,test,48.448498,1.754961,4.492645,-15.6206,5.855466
PASD:ava_images___210908,PASD,ava_images___210908.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___210908.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___210908.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___210908.png,test,-9.383848,-24.482643,4.969853,24.499279,5.257696
PASD:ava_images___211431,PASD,ava_images___211431.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___211431.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___211431.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___211431.png,train,-26.989489,15.91807,3.1612566,-8.099365,-1.4875572
PASD:ava_images___217590,PASD,ava_images___217590.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___217590.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___217590.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___217590.png,test,-33.811172,19.301355,15.21039,-6.3003836,0.12129915
PASD:ava_images___21894,PASD,ava_images___21894.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___21894.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___21894.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___21894.png,test,-5.590685,-4.844763,-21.586187,-3.5383081,-2.8982904
PASD:ava_images___220670,PASD,ava_images___220670.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___220670.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___220670.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___220670.png,test,0.6539688,16.114597,-5.763944,1.6485193,-5.2936506
PASD:ava_images___221347,PASD,ava_images___221347.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___221347.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___221347.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___221347.png,train,83.95117,26.163666,49.350002,13.138775,-12.527825
PASD:ava_images___221954,PASD,ava_images___221954.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___221954.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___221954.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___221954.png,train,15.1490555,-11.250242,-16.395218,-1.6835556,4.677973
PASD:ava_images___224288,PASD,ava_images___224288.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___224288.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___224288.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___224288.png,test,-3.7515163,-8.357603,2.2560022,10.892052,0.23969656
PASD:ava_images___22464,PASD,ava_images___22464.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___22464.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___22464.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___22464.png,test,-9.140062,-1.2957573,-9.377408,6.6362147,7.076479
PASD:ava_images___224980,PASD,ava_images___224980.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___224980.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___224980.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___224980.png,test,7.779972,-0.38746834,-10.957945,13.610092,4.1918244
PASD:ava_images___227974,PASD,ava_images___227974.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___227974.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___227974.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___227974.png,train,-29.58184,14.942304,8.869679,-3.6191068,0.24993116
PASD:ava_images___22866,PASD,ava_images___22866.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___22866.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___22866.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___22866.png,test,-28.591667,14.558159,21.81118,-11.821184,-4.3188515
PASD:ava_images___228883,PASD,ava_images___228883.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___228883.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___228883.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___228883.png,train,-2.8250237,-5.219286,-13.125676,-11.952751,5.9935923
PASD:ava_images___229811,PASD,ava_images___229811.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___229811.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___229811.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___229811.png,test,17.751194,-15.743584,-21.274786,-18.166086,-8.357029
PASD:ava_images___231102,PASD,ava_images___231102.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___231102.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___231102.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___231102.png,train,-23.498169,5.978078,11.441971,9.459749,11.927283
PASD:ava_images___232098,PASD,ava_images___232098.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___232098.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___232098.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___232098.png,train,-13.847989,-17.912022,7.813848,25.958181,11.1016445
PASD:ava_images___232564,PASD,ava_images___232564.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___232564.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___232564.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___232564.png,test,16.907215,-20.817467,-22.338366,-3.5170174,10.057694
PASD:ava_images___232713,PASD,ava_images___232713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___232713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___232713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___232713.png,test,22.72279,13.629562,-8.236267,0.66273713,3.5650432
PASD:ava_images___232754,PASD,ava_images___232754.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___232754.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___232754.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___232754.png,train,12.253975,17.309797,-21.027237,13.665913,12.338377
PASD:ava_images___234610,PASD,ava_images___234610.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___234610.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___234610.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___234610.png,test,-7.805332,-0.68761444,-14.553893,-12.177469,0.17011964
PASD:ava_images___235316,PASD,ava_images___235316.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___235316.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___235316.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___235316.png,test,-11.614355,-1.1155891,10.97856,-3.5412211,5.5465736
PASD:ava_images___236877,PASD,ava_images___236877.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___236877.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___236877.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___236877.png,train,3.4539833,2.0661097,13.948309,-3.659275,-4.048339
PASD:ava_images___240542,PASD,ava_images___240542.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___240542.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___240542.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___240542.png,train,-16.494606,9.129461,-5.401935,7.12599,4.5958643
PASD:ava_images___240606,PASD,ava_images___240606.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___240606.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___240606.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___240606.png,train,-5.906906,-9.838236,-18.360458,-7.6507173,-11.350009
PASD:ava_images___242212,PASD,ava_images___242212.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___242212.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___242212.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___242212.png,train,14.420406,-13.948645,-6.561527,-7.330934,7.855955
PASD:ava_images___242617,PASD,ava_images___242617.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___242617.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___242617.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___242617.png,train,-17.569757,18.871326,-10.785704,18.748503,-7.0480995
PASD:ava_images___242691,PASD,ava_images___242691.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___242691.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___242691.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___242691.png,train,-22.598532,-11.349125,17.11499,-3.607902,12.556067
PASD:ava_images___244245,PASD,ava_images___244245.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___244245.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___244245.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___244245.png,test,-31.61041,14.613705,11.765942,-10.760971,-0.14720988
PASD:ava_images___24442,PASD,ava_images___24442.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___24442.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___24442.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___24442.png,test,9.07806,-17.915531,16.675148,8.866434,-24.948214
PASD:ava_images___244952,PASD,ava_images___244952.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___244952.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___244952.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___244952.png,train,-27.680618,11.151548,12.165187,-4.2231154,-0.57454765
PASD:ava_images___244964,PASD,ava_images___244964.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___244964.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___244964.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___244964.png,train,-29.091728,14.996878,16.179834,-4.7470856,-1.0566709
PASD:ava_images___245324,PASD,ava_images___245324.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___245324.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___245324.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___245324.png,test,-2.779457,9.525195,-10.398018,-5.2540693,3.779827
PASD:ava_images___24555,PASD,ava_images___24555.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___24555.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___24555.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___24555.png,train,1.3023281,20.838076,-20.995874,19.40077,3.230774
PASD:ava_images___24838,PASD,ava_images___24838.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___24838.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___24838.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___24838.png,test,19.884087,-33.695713,-27.988503,-19.759024,-1.0299613
PASD:ava_images___251051,PASD,ava_images___251051.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___251051.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___251051.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___251051.png,test,0.69636726,-18.839592,-22.00816,-8.484352,-2.4553435
PASD:ava_images___251530,PASD,ava_images___251530.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___251530.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___251530.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___251530.png,train,-31.064547,14.02917,15.487947,-2.429284,1.3595796
PASD:ava_images___251834,PASD,ava_images___251834.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___251834.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___251834.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___251834.png,train,9.696182,-25.883423,-19.55778,-28.036497,11.338753
PASD:ava_images___253342,PASD,ava_images___253342.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___253342.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___253342.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___253342.png,train,-31.433292,14.824791,16.512321,-6.3053102,-0.28700972
PASD:ava_images___253900,PASD,ava_images___253900.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___253900.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___253900.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___253900.png,train,-19.361225,-5.9324856,11.954563,-0.66954696,15.837221
PASD:ava_images___254374,PASD,ava_images___254374.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___254374.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___254374.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___254374.png,test,-9.892382,-10.526335,33.41967,-4.618903,6.6664267
PASD:ava_images___254410,PASD,ava_images___254410.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___254410.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___254410.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___254410.png,train,-30.63906,16.128357,5.1381383,-5.4660726,0.72354233
PASD:ava_images___255451,PASD,ava_images___255451.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___255451.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___255451.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___255451.png,train,-20.546711,10.470919,-0.5177591,-7.796101,7.0336275
PASD:ava_images___258089,PASD,ava_images___258089.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___258089.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___258089.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___258089.png,train,-11.829189,16.411041,-25.803503,15.702154,1.5023236
PASD:ava_images___258713,PASD,ava_images___258713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___258713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___258713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___258713.png,test,7.947998,-24.806225,-16.49873,-22.204437,-0.8666868
PASD:ava_images___259342,PASD,ava_images___259342.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___259342.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___259342.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___259342.png,test,9.187092,5.0456953,-4.233045,13.930532,-25.597769
PASD:ava_images___260589,PASD,ava_images___260589.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___260589.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___260589.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___260589.png,test,-12.310299,-2.3454723,24.229391,-19.180311,-7.066328
PASD:ava_images___260801,PASD,ava_images___260801.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___260801.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___260801.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___260801.png,test,-25.129242,1.6473389,9.431423,7.148848,17.220995
PASD:ava_images___261081,PASD,ava_images___261081.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___261081.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___261081.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___261081.png,test,-3.1645393,-11.987366,-22.933514,-9.344582,-3.8545415
PASD:ava_images___264515,PASD,ava_images___264515.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___264515.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___264515.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___264515.png,test,-20.015682,-17.557705,21.568346,-1.0695994,9.209779
PASD:ava_images___265875,PASD,ava_images___265875.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___265875.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___265875.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___265875.png,train,-29.305275,19.169611,2.8852713,-6.1820655,-0.088469744
PASD:ava_images___26683,PASD,ava_images___26683.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___26683.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___26683.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___26683.png,test,17.17334,-37.487865,0.7244322,17.192627,12.6113615
PASD:ava_images___269505,PASD,ava_images___269505.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___269505.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___269505.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___269505.png,train,19.004501,-3.461813,-37.457176,-16.973064,2.0206637
PASD:ava_images___27110,PASD,ava_images___27110.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___27110.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___27110.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___27110.png,train,15.431526,-45.892216,-22.949196,-21.859169,23.905931
PASD:ava_images___271223,PASD,ava_images___271223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___271223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___271223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___271223.png,test,-12.536354,13.983916,-13.246244,4.894005,-3.6030934
PASD:ava_images___272643,PASD,ava_images___272643.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___272643.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___272643.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___272643.png,train,-7.4768314,9.640522,-21.463608,0.39161676,0.04775822
PASD:ava_images___27335,PASD,ava_images___27335.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___27335.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___27335.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___27335.png,test,-27.191666,2.277625,5.203674,-2.2240355,4.435563
PASD:ava_images___273810,PASD,ava_images___273810.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___273810.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___273810.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___273810.png,test,10.738934,-2.5518436,-26.481588,10.466843,2.3170164
PASD:ava_images___273896,PASD,ava_images___273896.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___273896.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___273896.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___273896.png,train,1.818491,3.422429,-19.116892,-6.54177,12.727053
PASD:ava_images___276910,PASD,ava_images___276910.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___276910.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___276910.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___276910.png,test,-19.18518,12.7407255,12.52807,12.080349,-11.0578985
