sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004,resnet_pca_005,resnet_pca_006,resnet_pca_007,resnet_pca_008,resnet_pca_009,resnet_pca_010,resnet_pca_011,resnet_pca_012,resnet_pca_013,resnet_pca_014,resnet_pca_015,resnet_pca_016,resnet_pca_017,resnet_pca_018,resnet_pca_019,resnet_pca_020,resnet_pca_021,resnet_pca_022,resnet_pca_023,resnet_pca_024,resnet_pca_025,resnet_pca_026,resnet_pca_027,resnet_pca_028,resnet_pca_029,resnet_pca_030,resnet_pca_031,resnet_pca_032,resnet_pca_033,resnet_pca_034,resnet_pca_035,resnet_pca_036,resnet_pca_037,resnet_pca_038,resnet_pca_039,resnet_pca_040,resnet_pca_041,resnet_pca_042,resnet_pca_043,resnet_pca_044,resnet_pca_045,resnet_pca_046,resnet_pca_047,resnet_pca_048,resnet_pca_049
PASD:ava_images___593307,PASD,ava_images___593307.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___593307.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___593307.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___593307.png,train,-4.8006186,2.7732642,-4.0893545,3.6379766,1.3569498,3.3665237,-2.9155977,-1.0222,0.87868357,-0.5362984,-0.41357392,0.42906713,-0.64609027,-0.82500225,0.13800636,-1.8465054,0.15760663,0.77120745,-0.02706642,-0.48508435,0.93699247,-1.1572517,0.85084194,0.58116037,1.4975828,-0.4832912,-0.91402835,0.56829786,-0.20676364,-0.1642369,-1.9857998,0.2976149,-0.568017,-0.1618178,-0.10616693,-0.37594944,-0.05507508,-0.48374376,-0.48872808,0.018488754,0.78550756,-0.33682615,-0.24238276,-0.86500466,0.012746304,0.038995147,-0.6671268,-0.5305975,-0.082081765,-0.086104296
PASD:ava_images___593759,PASD,ava_images___593759.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___593759.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___593759.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___593759.png,test,-5.283146,3.2497613,-3.5173774,2.7738986,-0.4801107,0.6857687,-0.11811687,-1.3575282,0.5279194,-2.3927894,-0.08564049,0.7558406,1.5111439,0.6349965,0.16244704,-0.36079606,0.8255756,0.7819307,-0.88241875,-0.73067254,-1.1225513,-0.94953024,0.24540615,0.44950783,0.06650185,-0.6460754,-0.043002963,0.21173403,0.9721243,0.16342415,0.8939705,0.6727436,0.77553934,0.1837784,0.4742476,-0.82581306,0.42495805,-0.39588192,-0.7061696,-0.46211615,-0.65494794,0.26668558,0.8447383,-0.8285617,-0.19166335,0.2595865,-0.17855474,-1.42301,0.8402829,0.26915014
PASD:ava_images___5946,PASD,ava_images___5946.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___5946.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___5946.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___5946.png,test,1.81148,-0.0717926,-0.04533291,-0.6153703,0.20696342,0.005726099,0.36090207,-0.3844752,-0.011902556,-0.8361787,0.044880748,0.08847916,-0.8212619,1.0983965,-0.73937875,0.8542184,0.7821673,-0.53195775,0.18941897,-1.4630375,1.5469357,0.010926127,0.7142272,0.77521604,0.98749834,2.0067017,1.1566443,0.17796832,-0.9747965,-0.26106548,-0.8890992,-0.065010056,-0.9157623,0.79049325,1.097465,-0.5330776,-0.61728364,0.668496,-0.62749743,0.6326467,0.47299033,-0.06552264,0.3425597,0.797431,0.09447053,0.14250284,0.22993933,0.38577667,0.09594488,-0.40496874
PASD:ava_images___596399,PASD,ava_images___596399.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___596399.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___596399.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___596399.png,train,-1.9561348,1.82919,-3.4813085,-4.1320543,-4.847413,0.21971434,4.3942113,3.9456868,0.41039526,1.4109877,0.91301745,0.22494537,2.0111177,-0.6007161,-1.5530827,-1.9349647,-0.7123256,-0.127188,-0.45194024,-2.186483,-0.15838113,-0.43653107,0.35026148,0.301731,0.6514444,0.6039323,-0.32949752,0.406602,-0.52576995,0.5532913,-0.13193539,-0.4275107,0.7069364,-0.5678799,0.23846072,0.9447231,-0.33305433,-0.49734387,-0.13845238,-0.13175584,0.37186432,0.5783384,-0.77291703,1.1065385,0.19418329,-0.65212995,0.21640824,-0.543268,0.61088216,0.7121643
PASD:ava_images___597515,PASD,ava_images___597515.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___597515.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___597515.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___597515.png,test,0.47412407,-2.7332087,-0.59501505,0.9716958,-0.3653974,0.003977537,-0.4681846,-0.3471111,0.0038724244,-0.12619138,0.29366732,0.236274,0.12090194,0.63317776,-0.38550168,-0.014452245,-0.4949967,0.26088586,0.16706061,0.005704049,0.24500269,0.9767243,0.5826837,0.3505739,-0.06609786,0.5004186,0.37147585,-0.046336144,0.8965197,0.6778258,0.6492205,0.12968284,-0.23309565,-0.5576209,-0.1156092,0.16818619,0.78118056,0.19759595,-0.04901109,-0.031239606,-0.2384929,0.50132704,-0.5593828,-0.34017384,-0.31505963,0.9051181,-0.41641316,-0.41938233,-0.6113558,-0.29338878
PASD:ava_images___598410,PASD,ava_images___598410.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___598410.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___598410.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___598410.png,train,-0.05394107,-3.17136,-0.60433275,1.138373,0.8406657,0.6675478,0.052044094,0.051694226,-0.0484543,-0.15103543,0.6317592,-0.24215665,-0.14148812,-0.066002175,0.43014517,0.1029336,-0.23923934,0.15246806,0.06775508,0.18368568,0.2996591,0.34148932,0.031681973,0.0017568469,-0.084712274,0.3391025,0.12355253,0.26500145,-0.01322484,-0.35174745,0.24984545,-0.23693603,-0.13490379,0.24726067,-0.35053864,-0.2312623,-0.050182626,0.12428357,-0.42864057,-0.29291764,-0.29384917,-0.33170724,-0.06420993,0.15822458,-0.10203254,0.14687452,-0.11701731,-0.11496356,-0.40069407,-0.07359489
PASD:ava_images___600103,PASD,ava_images___600103.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___600103.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___600103.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___600103.png,test,-1.6319766,0.55116796,0.837905,-2.8479772,0.6096993,1.1677783,-0.5158079,-1.8245633,-0.98304576,0.40259418,0.24181041,2.473764,-0.917712,-0.24257642,-0.27749377,1.3647771,-0.71205735,-0.8709879,-0.11794953,2.2093468,-1.6303061,0.46363205,1.0515289,-0.5139757,0.9217236,0.15780315,-0.67595154,0.26793373,-0.5888899,-0.9475731,0.24569154,-0.037568018,-0.7939409,-0.41375792,0.29073724,0.11559221,0.17157023,-0.050258607,0.051778935,-0.085274294,1.1130099,0.16809317,0.70951366,-0.85569555,0.00464502,1.0462537,0.70627654,-0.70702463,-0.21269906,-0.6561818
PASD:ava_images___601147,PASD,ava_images___601147.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___601147.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___601147.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___601147.png,test,0.011533579,-3.082209,-0.48716858,1.1196443,0.52911085,0.09872973,0.3832422,-0.35722384,-0.2670778,-0.3247376,0.7075747,0.14251882,1.0517986,0.074728206,-0.49156767,0.13774441,-0.10553925,0.011372954,0.1889961,-0.26842764,0.3133993,-0.031410515,0.4277251,0.19344543,0.43208355,-0.028050235,0.064281195,0.1797289,0.09422656,-0.14889687,-0.117690556,-0.21325138,0.18121552,0.11758871,-0.45341694,-0.007118717,-0.2900154,-0.2625855,-0.2695483,-0.229334,-0.19306561,-0.472384,-0.53220665,0.08575107,-0.26671025,0.011667058,0.58437306,-0.23368742,-0.80416703,0.31112766
PASD:ava_images___603206,PASD,ava_images___603206.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___603206.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___603206.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___603206.png,train,0.13426341,-3.001463,-0.6430725,0.45465666,1.0117636,0.91506135,-0.10852772,0.18019393,-0.21057037,-0.26383027,0.5977199,-0.3491483,-0.5708444,-0.028298005,0.2962619,-0.32411185,-0.16285881,-0.5531116,0.09344173,-0.025760427,0.20297523,0.49825576,-0.19011389,-0.17349567,0.20028347,-0.14524014,0.48551884,0.4358341,-0.2642082,-0.1709522,0.04450293,0.2423637,-0.12779678,0.29785842,-0.24097295,0.016257446,-0.44931012,-0.0323669,0.23098859,-0.23516819,-0.21507895,-0.5856202,-0.41565114,-0.225919,0.059201926,-0.2291409,-0.12970635,0.14168543,-0.318883,0.1374832
PASD:ava_images___606,PASD,ava_images___606.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___606.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___606.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___606.png,test,1.0938125,-0.80582047,2.7823496,0.23890093,-0.38435084,2.8843675,-0.5439254,-0.5628083,0.21332014,0.8899886,1.0675509,-0.8094423,0.44757408,0.341375,0.20500156,0.029893298,0.52636695,-0.022812337,-1.6016412,1.0918177,0.7315474,0.7084371,-0.8293946,0.6460834,-1.5986972,-0.5758097,-0.73834056,0.04407251,-0.93400604,0.026178554,0.6940738,0.27525944,-0.08766869,-0.35400563,-1.1918855,0.8537928,-0.085949495,0.015841752,-0.22503865,0.40561795,0.0430699,-0.70526433,0.3981206,0.49127924,-0.3969302,-0.3881659,0.13098557,0.325911,0.7144451,0.70669025
PASD:ava_images___606654,PASD,ava_images___606654.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___606654.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___606654.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___606654.png,test,-0.31043172,-2.4925282,-2.1166642,-2.0871434,-2.3728704,-2.214192,-1.9563289,1.0280836,6.1965847,3.0806198,1.1091634,-0.37126338,-0.74208796,0.37708604,-0.6529917,1.239382,1.9223332,0.12050024,-0.9074318,0.27390245,-0.9965104,-2.233306,-0.9971858,-0.042895988,-0.23409697,-0.7132991,-0.11214191,-0.33820477,1.0592602,-2.0373569,-0.6481854,-1.1826657,-0.48938787,0.8287684,0.08217618,0.45836958,0.1875629,-1.2710538,0.12360473,0.61398053,-0.429031,0.35346517,-0.23252109,-0.6119604,0.76080155,0.111387,-0.3182067,-0.6008328,-0.62857723,0.22667904
PASD:ava_images___608916,PASD,ava_images___608916.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___608916.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___608916.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___608916.png,test,-2.8239784,2.4375885,-1.3214779,-3.7948508,0.045939684,-0.21581149,-0.2807806,-0.80594707,-2.194107,-1.2628542,2.5954964,-0.7306796,0.101146996,0.5142844,-0.15871966,-1.1132,0.35660982,-1.0158677,-0.8969405,-0.57278466,-0.73851705,-0.14056635,-0.09170007,0.81013936,1.3418773,1.3548589,-0.31384236,-0.9466649,0.5130566,0.8315942,-0.86219424,0.2603965,0.60667324,0.5604551,2.3603392,0.09720717,-0.1380052,-0.14712343,0.96840817,-1.5049415,0.61566705,-0.0883472,0.10627226,0.050379295,-0.5614432,1.0211672,0.41643095,-0.22921653,0.26404116,0.0779513
PASD:ava_images___611089,PASD,ava_images___611089.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___611089.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___611089.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___611089.png,train,-0.06448225,-3.1294346,-0.92864513,0.7957584,0.5610671,0.19801247,0.3741752,-0.07399802,-0.0053350776,-0.6527745,0.08567268,-0.58244956,0.236453,0.35431963,-0.47157258,0.50222933,-0.62088656,0.13761136,-0.85454965,-1.0374058,0.90701693,1.0693536,0.7387312,0.28946686,0.38152948,0.8823032,0.2993722,0.48759106,0.27444658,-0.35601866,0.018945307,-0.57292724,-1.3701835,0.13046528,-0.5923661,1.1933686,-0.25182196,0.28484073,1.100286,-0.10695216,-1.2265829,0.13176236,-1.4230398,-2.1057332,-0.534502,-0.11264497,0.09003736,0.13905299,1.3308938,-0.16358194
PASD:ava_images___612298,PASD,ava_images___612298.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___612298.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___612298.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___612298.png,test,4.853652,1.4671805,-0.30792564,1.8691548,-5.0097404,-0.37390864,-2.006042,0.9613861,-2.0852232,0.9315072,2.804994,1.4619958,-0.39262682,-0.46006358,0.15565327,-2.0717788,-1.416288,-1.0206056,1.1160434,0.11814843,-0.7821061,-0.5684092,0.5558321,0.36693686,-1.0033232,-0.56282514,0.7929587,-0.20076373,-0.12118195,0.8626276,0.25997218,-0.72721374,-0.070964545,-0.18072237,0.6566,0.14939825,0.44732708,-0.49304667,-0.5815518,0.28070682,0.08842097,0.3426859,0.2115748,-0.34935057,-0.44784388,-0.37738836,-0.6688567,-0.22692822,0.38669512,-0.00086820126
PASD:ava_images___61359,PASD,ava_images___61359.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___61359.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___61359.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___61359.png,test,-1.3250284,-2.0627444,-0.28479952,-1.3454052,1.1391759,-0.7578825,-1.0225804,0.07196768,-1.7053099,1.1554629,0.20184675,0.38481307,-0.42717576,-0.52888364,1.3352537,0.6359733,-0.06319332,0.9986937,0.41721925,-0.6041892,1.0357393,-1.0942425,-1.2647169,1.4241374,0.35123372,-0.35237303,-0.40005457,-0.82204497,0.3674741,0.547621,-0.78796077,-0.896893,-0.7203195,-0.3707444,-1.6325077,-0.8961892,-0.72589576,0.3043665,0.41564885,0.8135004,-1.9249027,0.39135006,0.09474791,0.64953625,0.7971029,0.09316464,0.53941894,-0.84840333,-0.5485077,0.8543738
PASD:ava_images___617448,PASD,ava_images___617448.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___617448.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___617448.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___617448.png,test,-0.44304463,-2.5421016,-1.4951178,-0.5230638,-0.83564526,1.1123981,1.342804,1.9293764,-0.17707886,1.1388311,0.30104628,0.06641722,0.2897898,-0.86139184,0.6289298,-0.46087882,-0.39908057,0.025096029,0.08884124,-0.60487103,0.24711898,0.35252145,-0.07416589,-0.75112224,-0.22012046,-0.30669212,0.36124277,0.42920232,-0.536854,0.28008413,0.036064517,0.0029882938,-0.25443935,-0.34120053,-0.335837,-0.3271375,-0.48077244,-0.06986037,0.028381072,-0.11304572,0.43781275,0.48966154,-0.38108358,0.60483134,0.5411804,-0.26239538,0.16239558,-0.35925913,-0.27820167,-0.20239395
PASD:ava_images___618335,PASD,ava_images___618335.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___618335.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___618335.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___618335.png,test,-1.1873021,1.5357716,-3.081836,-3.9386277,-4.1321087,-1.001239,0.48908734,2.5585763,3.1918576,1.847718,0.4965,-0.24636789,-0.9420444,0.22362082,-1.4826741,0.2747326,-0.1908687,0.6355976,0.24208435,-1.0806248,-1.5589802,-0.70312953,-0.96556044,0.6421128,1.4013115,0.6679199,0.48282135,-0.8858534,0.24722853,0.8761686,-0.18255815,-0.048461214,-0.57089543,-0.15985902,-0.39485726,-0.5899861,0.75561553,-0.14594409,-0.7085794,0.7197919,-0.48461938,-0.9189924,0.09494219,0.58778316,0.29596823,-0.38523465,1.5398948,0.28152776,0.1699095,0.52646285
PASD:ava_images___61920,PASD,ava_images___61920.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___61920.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___61920.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___61920.png,test,1.5364144,-1.2760475,-0.67443705,0.68059593,0.67297196,0.1045171,1.092951,-1.243014,0.46498126,-0.9433094,-0.41383725,-0.80873334,1.1583045,-1.4275883,-0.12813276,1.600646,-1.6297868,0.600055,-0.88147056,-0.63249284,0.5191988,0.5140579,0.33045796,0.023929134,-0.7602977,0.35667565,0.72735596,-0.087503105,-0.30513865,-0.56239617,-0.80279934,-1.579079,-0.8286145,-0.19391863,-0.110608235,0.6517583,-0.13516104,0.15562463,2.023904,-0.2849247,-0.6478455,-0.22381076,-0.48134872,-1.8085642,-0.47329536,0.24415626,0.08581431,0.7278303,0.9229307,0.04657343
PASD:ava_images___619681,PASD,ava_images___619681.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___619681.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___619681.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___619681.png,test,-1.3722482,-1.9417576,-0.4451292,-0.793239,0.8816228,0.66633016,-0.5493529,-0.49908814,-1.3988019,0.61110383,0.21255195,0.7127468,-1.1958833,-0.2418262,0.69987285,1.0254068,-0.16144109,-0.41659445,-0.19678363,0.30944574,-0.6241917,0.29512966,0.35948756,-0.47574937,0.41124454,0.060787424,-0.70753926,-0.17953819,-0.67550796,0.33681905,0.03346344,-0.6007979,-0.9593254,0.40329212,-0.24619491,-0.19491932,1.0514392,0.30876088,-0.41905245,-0.47470573,0.74740833,-1.0758708,-0.016826883,-1.0596871,-0.33503905,0.6690472,0.6967353,0.76695734,-0.6881788,-0.5349669
PASD:ava_images___622165,PASD,ava_images___622165.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___622165.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___622165.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___622165.png,test,8.882164,3.6032236,-2.139761,3.7399678,-4.768363,-2.3809376,-4.0709457,0.57389367,-3.6356726,0.7051539,-0.16501302,-0.71057564,-1.9391818,2.2022786,0.3044272,0.12587394,2.3654583,0.35900226,-0.33084804,0.042473923,0.4706601,1.0641335,-0.3514832,-1.9574877,0.3832483,-1.2433008,-1.9430635,-0.62204933,-1.1048421,-0.4069087,0.1377042,1.4610925,-0.2805542,-0.18685536,0.2514719,1.117641,-0.22615212,-1.1675799,-1.0177304,-0.40813202,0.5666143,-0.31830248,-0.624374,0.017485585,0.10752368,0.26089656,-0.26008034,-1.0532645,-0.10046002,0.37679398
PASD:ava_images___62303,PASD,ava_images___62303.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___62303.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___62303.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___62303.png,test,-0.5326295,-1.9120557,-1.0680356,-1.5538675,1.0705341,0.5694169,-1.1225424,0.264192,-0.80455893,-1.2128083,1.4879115,-1.6055396,0.009691954,-0.3117896,0.7142083,-0.71214837,-0.47751746,-0.3437302,1.7101272,0.37501806,-0.43297738,0.72603846,-1.5765644,0.26388592,-0.3096095,0.46935844,-0.44666827,-0.45743164,0.72962147,1.0372492,0.13613695,-1.5531234,0.93547076,0.105390064,-0.08766246,0.70365584,-0.069698066,-0.18268478,0.95656836,-1.611058,0.006303951,0.10777113,-0.114989266,-0.06029554,-0.58740854,1.3844349,-0.5630028,-0.7263833,0.17805532,-0.67807406
PASD:ava_images___623252,PASD,ava_images___623252.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___623252.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___623252.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___623252.png,test,3.2171998,1.8365533,3.7370996,-1.5101203,1.2714181,2.4445128,-1.6077306,2.0118291,0.70938456,-1.9584516,-1.7605753,1.4660625,0.683386,-0.04487607,-0.6663299,1.2831213,0.51203847,-0.14031424,-1.3579751,-0.22877727,0.088180445,-1.2002017,-0.60113305,1.1693082,-0.2943505,0.25599402,-0.20920342,-1.1862787,0.94489866,1.2934486,-0.26424018,-0.056870297,-0.15938245,-0.7860011,-0.87772167,0.3868977,-0.29558107,0.19453454,0.07714052,-0.39920363,0.73156774,-0.10226333,0.40110204,0.15326329,-0.11553761,-0.08550395,-0.5962066,-0.08372897,-0.077830315,-0.049587145
PASD:ava_images___624144,PASD,ava_images___624144.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___624144.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___624144.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___624144.png,test,-1.3665158,-0.45760083,-0.30738932,-2.6120796,-1.6009257,1.2432015,1.3975475,-0.12940523,-1.5077126,-0.26013464,-1.7185717,1.499819,-0.63231194,-0.5115714,0.71129906,0.26877233,-0.9495156,-0.33792648,0.55502504,1.0987374,-0.67329884,-0.07535541,1.3185428,-1.6411269,-0.9596547,-1.2230711,-0.2859686,0.71741396,0.6396357,-1.2010341,-0.24317622,0.41619483,-0.7268487,0.76654285,-0.88008046,0.23894258,0.8370834,-0.046704143,-0.6845358,0.49055168,0.7669647,-1.05404,0.69878024,0.12723231,-1.1941197,0.7693047,-0.6189735,0.118692875,0.46065733,-1.6613404
PASD:ava_images___625898,PASD,ava_images___625898.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___625898.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___625898.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___625898.png,test,1.8753204,0.669976,0.70518273,1.3893133,-3.9137967,-1.8545722,-0.24887583,-2.540841,-0.5292065,0.118406385,-0.5172351,-0.2841764,-0.44626492,-0.61280817,-1.614692,1.0760295,-0.16783966,1.2346601,-0.9205323,0.32848072,-0.8572183,1.9941428,-0.14416322,-0.70684016,2.2945817,1.0676147,-0.7189941,-0.95563924,-0.3075512,0.04629983,-0.07911666,1.0814378,1.5455265,2.3787708,-0.76767683,-0.49518242,-1.7589151,0.36709037,0.011187188,0.687241,-0.8327228,0.6827264,-1.2987095,-0.26709285,0.293711,0.48334903,-0.7425511,-0.49838832,0.10375503,0.17418657
PASD:ava_images___627729,PASD,ava_images___627729.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___627729.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___627729.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___627729.png,test,3.2116737,0.34826565,-1.3816385,0.6062183,2.5218117,-0.3750621,2.5527768,-1.6069995,0.3337273,1.2385771,-1.090893,0.14687818,-0.67885727,-1.290071,-0.29715848,1.9395336,0.18845981,0.2992573,0.71938425,-0.70972055,-0.32731086,1.9521357,-0.68522644,1.8285944,-0.028602887,-1.6482168,2.2030098,-0.28656492,0.44944912,-0.4113478,-2.7757707,-1.6914945,1.4662268,-0.2768311,1.0390487,0.86987484,0.7317612,0.83566344,-0.46345398,0.7695118,2.1677146,-0.14869657,0.8494414,-0.7135368,-0.19992235,-0.4062423,-1.3144276,-0.2867839,0.8641536,0.8131895
PASD:ava_images___627790,PASD,ava_images___627790.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___627790.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___627790.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___627790.png,train,3.4160783,-0.057135344,-1.478195,0.6508363,1.2858677,0.7364276,2.757907,0.48183477,0.19805732,1.1150454,-1.7008572,-1.2093043,-0.42049187,-1.4398595,0.2034871,0.48068774,-1.2904743,0.6881875,0.058204494,0.19480416,-0.5542291,0.6563646,-0.22998288,2.334507,0.3653127,-0.97465146,2.1337261,-0.15897992,0.45552558,-0.4080879,-1.2723169,-2.1121771,1.2247615,-0.9335102,0.38679537,0.7015096,1.896202,0.49141943,0.059723258,-0.3912732,1.1647788,0.54635847,-0.8537987,-0.12100917,-0.015793473,-0.23927398,-0.6151527,-0.025313951,0.04526159,0.628546
