sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,vgg_pca_005,vgg_pca_006,vgg_pca_007,vgg_pca_008,vgg_pca_009,vgg_pca_010,vgg_pca_011,vgg_pca_012,vgg_pca_013,vgg_pca_014,vgg_pca_015,vgg_pca_016,vgg_pca_017,vgg_pca_018,vgg_pca_019,vgg_pca_020,vgg_pca_021,vgg_pca_022,vgg_pca_023,vgg_pca_024,vgg_pca_025,vgg_pca_026,vgg_pca_027,vgg_pca_028,vgg_pca_029,vgg_pca_030,vgg_pca_031,vgg_pca_032,vgg_pca_033,vgg_pca_034,vgg_pca_035,vgg_pca_036,vgg_pca_037,vgg_pca_038,vgg_pca_039,vgg_pca_040,vgg_pca_041,vgg_pca_042,vgg_pca_043,vgg_pca_044,vgg_pca_045,vgg_pca_046,vgg_pca_047,vgg_pca_048,vgg_pca_049,vgg_pca_050,vgg_pca_051,vgg_pca_052,vgg_pca_053,vgg_pca_054,vgg_pca_055,vgg_pca_056,vgg_pca_057,vgg_pca_058,vgg_pca_059,vgg_pca_060,vgg_pca_061,vgg_pca_062,vgg_pca_063,vgg_pca_064,vgg_pca_065,vgg_pca_066,vgg_pca_067,vgg_pca_068,vgg_pca_069,vgg_pca_070,vgg_pca_071,vgg_pca_072,vgg_pca_073,vgg_pca_074
SUPIR:voc_emotic_ava___JPEGImages__2011_001416,SUPIR,voc_emotic_ava___JPEGImages__2011_001416.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___JPEGImages__2011_001416.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___JPEGImages__2011_001416.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___JPEGImages__2011_001416.png,train,-2.5225468,7.6950607,-1.2939988,16.473902,-16.631962,-1.4221572,-7.285214,-5.4599223,-3.6658268,2.8006463,11.290954,-3.9867349,-7.7570295,2.0637052,2.7212346,-0.4274764,-8.517128,-3.18531,-1.758462,-0.2675302,-1.396666,1.1141577,-5.213483,-12.306008,-3.6547112,7.3803062,0.82412744,-2.7586732,-5.8705864,2.720286,8.757095,7.452494,-4.8526,-3.3277726,-0.7302179,-5.546485,-1.582231,-3.5322015,9.313657,-3.112178,1.3976269,-1.5747199,5.229515,-5.4927826,-3.15918,0.26124734,6.3568435,-5.9803505,3.2802577,2.0211565,1.6165695,1.3488992,0.7858267,-2.2272716,1.6569788,-5.307173,3.3073049,-4.6302814,-7.4238663,-3.3178308,0.5989752,-2.453475,12.185618,0.051362425,3.4285464,-5.400782,3.231732,0.45662314,5.0330276,-0.833061,-0.063308835,0.52666974,1.42254,-4.167905,3.7348287
SUPIR:voc_emotic_ava___JPEGImages__2011_002579,SUPIR,voc_emotic_ava___JPEGImages__2011_002579.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___JPEGImages__2011_002579.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___JPEGImages__2011_002579.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___JPEGImages__2011_002579.png,test,-8.819649,-2.8484135,1.0093085,29.141914,-18.37883,-9.166204,-7.4426627,-6.191966,1.9936562,6.0046124,-6.2977915,-3.9193053,3.2486162,-2.7261326,-5.953394,-8.028141,3.39799,3.309566,2.4493504,5.109829,-1.002106,-5.190435,-3.4198718,-0.46944034,4.8693748,4.7926507,1.3934203,1.493188,1.9061074,-2.005207,0.7978442,-8.269834,-7.8468876,5.675825,-1.4985514,-0.67099214,8.305552,-0.5507874,-0.3827014,2.1312897,8.017857,1.6953126,6.065754,2.1876726,4.3953485,-2.8141408,-1.625085,-1.6643178,4.5328865,1.528475,1.5682627,-0.16641057,-0.7360314,2.1903708,2.7365792,-0.6473298,-2.2681916,-0.30508742,-6.1684895,1.4639697,3.5755594,-0.871454,0.8595965,2.6633182,3.3668032,-1.6532066,4.8857384,-4.4329076,0.35346386,-3.225005,-6.318702,1.0973263,2.710248,1.6612144,2.0716665
SUPIR:voc_emotic_ava___JPEGImages__2011_003047,SUPIR,voc_emotic_ava___JPEGImages__2011_003047.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___JPEGImages__2011_003047.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___JPEGImages__2011_003047.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___JPEGImages__2011_003047.png,train,-23.704508,-6.876318,10.194848,17.836527,5.799615,-7.4170575,-3.855598,0.5101542,6.759829,6.066139,0.63231826,7.9498177,6.8012753,1.1846521,0.9585673,-1.521688,3.8421159,-2.942576,-5.155673,-12.601548,-1.1245749,3.285955,3.1477175,6.3140326,0.9583969,0.2729252,8.02556,-4.8445115,6.928188,-4.7085204,-1.3584337,-3.5820372,-5.63686,11.787058,-2.6295304,8.744288,-1.173119,3.9575157,9.913187,-4.4778643,-3.26814,-10.1266165,0.4597271,-2.8648446,4.3242664,-4.9973516,-2.3837008,-1.4085763,0.36428928,-8.34923,-1.2858626,2.42408,-2.083246,-3.5856762,-4.613165,4.919972,-4.077456,1.1373566,-3.827384,-5.481318,-2.8051515,6.0461273,-3.9578757,0.9816952,-2.1280718,-0.18029076,0.4632511,-2.2693317,-2.2128556,-2.1723275,-4.6859016,-0.5179666,0.06687492,1.5354722,-4.5465145
SUPIR:voc_emotic_ava___JPEGImages__2011_003136,SUPIR,voc_emotic_ava___JPEGImages__2011_003136.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___JPEGImages__2011_003136.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___JPEGImages__2011_003136.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___JPEGImages__2011_003136.png,train,-12.963524,-4.1916847,-1.3161875,30.229343,-2.3219945,-5.2781134,-9.3767395,-9.648885,2.1579704,12.20648,-0.55540156,5.9992733,-1.5972481,5.856331,-9.169195,-12.455716,-1.291132,-3.569105,-7.707565,-2.6566777,-8.464468,-2.0536046,-11.696618,0.029432297,-0.7392638,8.765392,6.372048,7.748488,0.5156677,-3.9494162,5.8359346,-3.0111134,-5.986512,7.661897,-3.7486293,-8.284797,23.343292,1.534193,1.4440203,1.5479343,3.888116,-1.6227367,1.8579612,3.5032613,4.6519213,-6.038993,6.2697744,-2.0660267,9.590828,5.86088,6.492241,-11.196365,-9.36825,-2.939444,-2.2380579,-3.059762,-9.809687,-2.3208752,-15.799522,0.04920292,1.5740814,-6.0212417,-3.3067605,-1.9732726,11.557146,-2.0503893,12.566907,-4.1599255,-2.8542733,-5.8323154,-5.272359,2.8929973,0.53598636,0.53335065,12.362983
SUPIR:voc_emotic_ava___JPEGImages__2011_003211,SUPIR,voc_emotic_ava___JPEGImages__2011_003211.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___JPEGImages__2011_003211.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___JPEGImages__2011_003211.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___JPEGImages__2011_003211.png,train,42.52702,28.770658,-1.9607383,0.2939685,17.23108,-4.4826846,-10.8665695,-0.93331087,-6.8067155,6.6306934,-15.462873,-15.897339,0.44740397,2.8791957,-3.0442476,-18.739151,-10.080355,25.118837,6.279141,-14.485902,-17.387302,15.3419695,5.6921573,6.2837286,-6.677949,19.096975,-20.428837,4.9919305,22.174122,-12.68094,1.4035218,-3.143233,14.836834,8.0362015,1.197552,-0.5413327,13.84672,6.5160327,-1.7378125,-7.585942,-9.861691,6.3332853,-1.506162,-22.56237,10.146406,-5.8445616,4.33729,-2.755416,-5.5759706,11.78287,-4.6200423,9.119821,-2.1236224,-0.28621387,-3.283706,-0.5194539,-2.9645107,4.5169826,-5.7675505,-0.10671711,9.342125,-17.214159,-0.5817289,-5.115739,6.091662,0.60721934,-8.595808,-3.6197307,8.095594,16.946093,-2.3977203,2.7738075,-1.6411724,1.1533604,5.991597
SUPIR:voc_emotic_ava___JPEGImages__2011_004442,SUPIR,voc_emotic_ava___JPEGImages__2011_004442.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___JPEGImages__2011_004442.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___JPEGImages__2011_004442.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___JPEGImages__2011_004442.png,train,1.2423515,6.9155884,-3.6645808,16.830074,-6.019927,15.91473,-2.5191941,-7.45155,-3.0329907,1.0868354,0.25379777,-10.28817,1.8161292,7.9271407,2.6927376,-1.4396076,2.0551264,6.8344283,2.9227266,2.023205,4.44081,1.4813367,3.8982234,3.9923167,-1.9173383,5.511862,-4.9189744,-0.3545485,3.0839796,7.674334,-6.6391964,4.611076,1.8831335,-1.5914675,1.5855515,1.2659912,2.2399669,-4.4088106,3.3341942,4.07261,-1.5249405,-0.6929209,-3.413415,-2.489822,2.3766143,4.642122,-4.0372667,-1.7445474,2.4504757,-1.9229221,-13.262872,-1.4073739,0.57413125,-1.9637871,-0.15553856,-6.2782817,-3.352213,-4.508457,2.859186,-7.905725,-8.919365,3.8382568,-1.1895075,2.2803824,-14.7453785,-6.954328,-0.29232574,2.8302765,-2.2820485,0.96339464,-1.7949423,-5.75269,1.151665,1.7587109,-1.4069896
SUPIR:voc_emotic_ava___JPEGImages__2011_005492,SUPIR,voc_emotic_ava___JPEGImages__2011_005492.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___JPEGImages__2011_005492.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___JPEGImages__2011_005492.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___JPEGImages__2011_005492.png,train,-9.092388,-7.134388,24.982649,18.566616,-36.226505,-12.084307,1.7933636,6.7064033,-6.0224695,6.805439,-9.244991,-13.405811,6.095539,0.82956505,1.6167183,1.3736925,13.062481,5.2809167,-1.7670712,-18.735945,-1.292321,-1.7302951,-9.046148,1.6435431,8.08121,3.1398249,-7.688686,-2.2105143,-7.323561,4.113554,3.9464586,-12.009898,0.6655153,2.3871741,-8.777847,3.8413424,-4.1705556,-2.826332,7.0793447,-4.0948014,-5.6587667,6.50592,0.45860928,8.105558,-0.9218769,7.5446963,0.9884518,-5.3510246,-5.148718,8.037833,0.22080794,-8.818852,7.310133,-5.698138,5.2144747,-2.7211876,-6.3570194,5.535985,-4.6892567,6.5167313,-7.6245723,-4.974808,11.333486,1.9075598,2.863009,-4.074115,-0.12305164,7.1543536,-0.43558186,1.9710228,5.1895924,1.4358013,-2.9702969,-1.9249842,5.587305
SUPIR:voc_emotic_ava___JPEGImages__2011_005872,SUPIR,voc_emotic_ava___JPEGImages__2011_005872.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___JPEGImages__2011_005872.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___JPEGImages__2011_005872.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___JPEGImages__2011_005872.png,train,4.3357124,-5.3317146,17.304802,-3.8498511,-27.042059,-8.1814575,1.6103992,-2.3974266,-10.693245,5.755253,-26.853933,-7.7411065,7.7704067,-5.13082,14.103713,5.6371365,15.380211,-16.654758,-7.0773435,-0.40507817,-9.885801,9.670925,-4.1321335,2.9031534,1.090657,-7.710404,-3.204147,-5.4995646,9.034962,5.984506,-2.6594431,-6.553873,4.134602,5.4664764,3.5039911,4.9780903,-7.5349264,-1.5348184,1.081063,5.075656,2.154078,2.8702922,-5.6132574,0.988314,-8.186822,0.0741691,7.861079,3.9480433,-0.9674884,10.6075,-1.1598217,-0.024781704,6.6499968,-7.5283422,-0.36282516,3.271114,3.433474,3.8037922,0.37434554,0.9532676,1.8892748,-2.477243,0.9681804,-12.875928,-2.8330922,-9.457475,-2.3418808,3.80287,2.54106,6.1877127,-7.6375265,-3.7159123,3.617762,-9.739066,3.321962
SUPIR:voc_emotic_ava___JPEGImages__2011_006570,SUPIR,voc_emotic_ava___JPEGImages__2011_006570.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___JPEGImages__2011_006570.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___JPEGImages__2011_006570.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___JPEGImages__2011_006570.png,test,-10.539227,2.660987,8.1445875,16.865618,-33.237442,-12.556139,-0.53419495,3.6581974,-5.0655627,-0.9760748,-6.042839,-10.088207,5.9387674,-5.11414,-6.382641,-9.358172,13.737195,7.63959,-2.8501031,-8.007127,8.097771,-3.9269776,-2.3516083,-1.624385,8.01513,0.22347677,-6.4285836,-3.5416102,0.211205,-1.50235,3.534435,-14.689381,-4.5276003,-3.4018307,-0.6297564,5.3121095,3.1611977,-5.248553,2.8424344,1.6998262,7.4641266,11.57723,0.13018072,10.157471,2.8438563,2.5553634,-0.5025979,-3.7212682,-0.35670817,3.8752487,-0.18961552,-3.3380709,3.0668812,3.577356,7.09674,0.22372198,-0.3582689,10.764116,-0.62782645,0.21204448,0.50502896,1.4872328,-1.6375614,-0.7257592,2.957356,-4.5904393,-1.2721381,3.8877215,2.9882314,-4.118671,1.2698389,-1.0230684,-1.1167302,-3.9105346,2.8410046
SUPIR:voc_emotic_ava___JPEGImages__2012_001892,SUPIR,voc_emotic_ava___JPEGImages__2012_001892.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___JPEGImages__2012_001892.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___JPEGImages__2012_001892.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___JPEGImages__2012_001892.png,train,8.033936,-43.24309,-7.830161,40.70998,22.654934,3.3173933,-8.003363,-2.820385,1.1193242,4.643403,17.750711,22.615498,1.2000978,4.510226,-15.506219,-6.344697,1.8918638,-8.836369,-10.123343,30.251318,-6.3977814,36.97208,-5.0775805,-5.876401,-1.669722,72.63,-4.288319,33.485394,-9.091299,-29.40831,-35.09262,4.496629,-3.3719609,-46.60941,8.375026,5.054163,-18.814274,-7.4868464,6.7298183,15.9848175,6.421859,-6.382794,-34.48474,42.199368,35.747864,-27.870857,59.401512,-43.726604,3.9259162,-38.068268,-32.032326,-5.501755,26.36595,-30.48626,-25.215212,12.84285,-14.162978,5.4173765,-65.30306,-38.24436,3.702785,15.4272785,-15.91786,-4.3210006,-17.121069,-23.591301,-36.472164,14.689465,-44.823395,27.103476,36.72612,39.70639,-13.261248,-14.327512,-32.991188
SUPIR:voc_emotic_ava___VOC2012__2008_002164,SUPIR,voc_emotic_ava___VOC2012__2008_002164.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___VOC2012__2008_002164.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2008_002164.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2008_002164.png,train,46.321598,-61.096962,2.7814455,16.115107,9.886233,32.63565,2.2493517,-6.7171245,-17.370018,-5.2680006,-24.18046,-40.885956,-5.647414,20.67449,24.502739,11.305332,-15.836776,8.18915,19.900654,21.840187,15.100406,-1.7814721,11.193331,-7.348921,-16.413517,0.008484006,14.366389,-33.52364,-36.99445,16.13927,20.239918,31.82879,-11.54676,34.788074,4.1216574,16.308126,-35.135513,6.6928234,-14.996237,22.17667,46.30013,0.8131318,7.5355864,-14.13272,11.920058,2.6700718,22.599869,7.876169,6.869772,4.334312,-6.5175295,-18.669077,26.986261,-7.100666,-31.844633,5.7648787,-12.173624,-63.11745,-28.926609,-18.92117,-23.154043,-1.1404743,11.972102,7.0711637,-29.515226,30.075089,5.1129956,1.8755485,13.979287,1.498136,-7.9645824,-34.684387,-3.3794534,-8.04709,3.0721662
SUPIR:voc_emotic_ava___VOC2012__2008_002186,SUPIR,voc_emotic_ava___VOC2012__2008_002186.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___VOC2012__2008_002186.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2008_002186.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2008_002186.png,test,-4.9708138,0.13456345,-0.8028364,6.529274,-8.003737,-2.8644643,0.2611866,3.5554614,0.47243285,1.1686866,-0.18073058,-2.7077668,0.17320582,7.4643946,-6.749169,-5.199993,5.4712396,6.6686873,-14.537853,-3.0951736,-2.910395,-4.9273415,-5.165461,-1.1235658,-0.93037665,-1.1772436,-2.6800652,2.032845,3.7650905,-2.2890668,3.0452344,5.731696,-1.7983148,0.36949515,-3.9620373,-2.0946515,0.04260063,-5.1579485,-1.3694844,4.4176826,-6.298088,0.3486684,-0.6540226,-4.135618,0.7296583,-1.5292006,0.8393873,3.245139,3.3690796,-4.041679,5.6493244,-3.8602986,1.792119,-8.026154,1.934332,-3.7012682,-0.43166158,1.366274,-7.3444366,-0.31697392,-0.27422667,-1.9068716,3.8169672,-2.3241305,-0.8821608,2.8622375,2.0932527,-0.5920042,-2.9282022,-1.5691175,-2.9947433,4.256316,-1.805351,-0.5226109,-2.3167017
SUPIR:voc_emotic_ava___VOC2012__2008_003084,SUPIR,voc_emotic_ava___VOC2012__2008_003084.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___VOC2012__2008_003084.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2008_003084.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2008_003084.png,test,-6.875614,0.024272919,7.541833,-5.126572,-11.909094,-2.65577,2.8628464,-12.04821,-4.322383,6.817358,6.553253,0.60458136,-6.1674953,-0.4020209,5.0247383,6.274123,-3.4154701,-3.2652116,0.66800654,4.653475,-1.512638,-4.7783895,-0.18360758,-6.5855293,-4.8961687,-1.4242251,0.96332145,3.4698443,-4.4626226,2.5458918,-2.7116537,0.549243,3.8200145,3.571989,-6.283411,2.9949284,-2.3960528,-0.7604707,4.56119,6.3897977,-2.3010516,3.5275176,1.3831259,-3.3064604,-1.1708906,-2.7595649,3.345961,9.315628,0.60825264,1.0042393,-0.19487205,7.3965516,-0.13384986,-5.74646,-3.7116377,2.0988955,2.430467,-2.811528,1.4154072,-0.6325531,0.57522535,-7.0615,4.5409727,-6.595522,8.356451,-1.0821007,3.3664122,7.1474,2.7824793,6.9222746,-1.2595463,5.027203,2.1999028,-2.4127483,3.7139885
SUPIR:voc_emotic_ava___VOC2012__2008_003946,SUPIR,voc_emotic_ava___VOC2012__2008_003946.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___VOC2012__2008_003946.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2008_003946.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2008_003946.png,test,12.734653,-36.166256,-25.320705,11.443998,-9.393364,11.2165165,-6.9592023,6.4109497,12.890799,18.044853,0.6434953,2.4689217,6.353161,13.139055,-5.0045586,19.429853,-8.618298,15.071764,4.5720468,-1.87256,17.703505,-3.6870046,8.888509,4.9082723,-1.7661197,9.021616,-3.7738497,-4.0139027,6.1702065,3.8307447,10.25074,1.4519635,-10.391881,3.174821,4.1080236,3.7187068,7.476972,-1.1114004,4.6034427,-2.712715,2.58148,-0.01807189,1.4230059,-9.281203,-1.4986501,-4.5592346,-2.159114,9.8068905,0.70228744,-8.976757,-2.4055688,-0.49110276,2.357698,-4.6533604,4.666341,-2.1006258,5.84872,5.6183863,-2.6198134,-0.688293,-1.946351,2.1698012,1.8930523,-19.338236,3.7594657,6.143806,3.1791346,-9.630476,-0.60784787,2.2488298,-0.56425464,-4.589374,0.49409443,0.976111,-5.201541
SUPIR:voc_emotic_ava___VOC2012__2008_004429,SUPIR,voc_emotic_ava___VOC2012__2008_004429.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___VOC2012__2008_004429.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2008_004429.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2008_004429.png,train,5.2689095,-44.41062,24.114637,9.188353,-13.864509,-23.737911,4.4512877,-7.682706,-6.6651487,12.488286,-32.8636,-1.8438201,-10.508739,-1.607789,11.458518,0.9132252,6.3971405,-22.790758,-10.976401,-1.3196979,-16.824076,7.8342414,-12.232594,-8.931329,-18.46907,-4.8936987,10.441065,-13.783744,12.140586,-5.907223,9.725075,-2.0797775,7.7367268,-0.87645257,0.979204,17.850542,-16.357813,3.766296,0.55238795,-3.5214293,6.2000303,-9.631576,-7.256034,-16.490902,-5.9148664,-1.058151,6.26658,-5.8751945,-19.386637,1.5284743,-0.4277518,-3.169451,8.275694,-17.085623,-13.249985,8.720106,-11.74952,-11.167441,18.609829,-7.043118,22.996395,10.389687,9.417597,7.6737533,-10.717199,-9.501778,-4.6930737,-2.7159882,6.9193707,-2.75806,-22.794064,6.865575,-7.630193,-3.8375125,-6.131918
SUPIR:voc_emotic_ava___VOC2012__2008_004994,SUPIR,voc_emotic_ava___VOC2012__2008_004994.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___VOC2012__2008_004994.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2008_004994.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2008_004994.png,test,2.6117706,-16.20573,1.6094444,3.4394162,12.042934,5.590312,1.8022141,-3.8100092,3.0288205,8.577249,5.7345123,2.5922623,1.6794996,10.954037,-6.2011714,-4.333458,7.8425045,-1.8760996,-10.976246,-12.785355,-9.31732,4.7386174,5.2985244,-4.158907,0.5197152,3.4373589,5.3906984,-1.1306769,-3.4257474,-5.3103533,0.88664126,10.87053,-4.1661673,-9.374397,9.733534,1.7627487,1.9210101,-1.5145521,3.733994,0.15670806,-5.569743,6.7619534,-4.3677063,-5.1088533,-3.6190212,-9.062832,-5.763273,1.2872343,0.6196619,-17.121881,1.1243024,-4.0954266,2.5397978,-2.9011137,1.9097238,-3.6038232,2.1719377,-4.154326,2.387524,-0.9361081,1.9882567,-4.8131475,5.7368193,-2.821598,2.316401,2.4335008,2.4807374,-2.2814434,-2.8379211,0.9676626,-5.737727,8.27479,1.806354,2.1037123,-2.9659088
SUPIR:voc_emotic_ava___VOC2012__2008_005662,SUPIR,voc_emotic_ava___VOC2012__2008_005662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___VOC2012__2008_005662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2008_005662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2008_005662.png,test,7.866001,-14.277454,10.704951,-9.657248,2.7508175,-2.2900772,13.272186,-1.6679716,-2.3355017,5.777828,-1.5943714,6.225377,26.10517,-10.4414835,-9.838428,15.193664,-16.800896,-1.9510387,3.2824855,-9.7477665,6.9240227,-5.8048067,-2.5439253,3.1434343,7.522892,3.5284343,-13.093485,0.74381185,6.7019377,-6.6723633,-9.171706,7.4715533,-7.117916,-4.8982606,2.3091486,16.39906,9.56343,-0.6112911,0.8807702,-5.212466,-4.6945405,-10.043565,4.529951,0.4475382,-20.699953,10.031774,-4.55367,8.570284,-3.0671642,-9.130124,-9.626526,-8.392524,4.212629,21.00445,0.107443094,0.11898768,2.249536,5.6882234,-4.10894,9.435643,-4.1444926,-0.5992627,1.3049881,-11.712715,0.84166145,-2.3905227,-10.058756,0.61064446,1.4787753,-10.064875,-3.505438,-7.3241067,-4.4122853,5.6786413,-9.405949
SUPIR:voc_emotic_ava___VOC2012__2008_007094,SUPIR,voc_emotic_ava___VOC2012__2008_007094.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___VOC2012__2008_007094.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2008_007094.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2008_007094.png,train,2.4286537,-24.375362,48.09257,-11.028696,9.737583,-19.732582,-7.95124,-3.7735257,-16.567202,6.4593544,3.199889,0.6777353,-6.739652,-9.763247,0.68727875,18.172451,-4.296894,-7.925658,-0.9576019,-11.15409,16.182669,-3.8500519,8.896161,1.2418712,-19.783356,2.2625854,-8.479597,-4.1266623,-1.2134548,-6.340808,0.17000842,14.980215,8.251191,14.749366,8.028136,-0.93588185,-6.6797223,-1.2730596,11.960979,17.145927,6.3422556,6.927569,-6.68036,2.2506433,5.0106726,1.3427808,8.159328,3.111473,2.201614,-1.4711459,4.879921,14.683025,10.88521,1.4078584,2.196646,-4.740124,4.5729413,7.5306225,2.3528545,-10.238525,1.7125986,4.319677,4.616807,-5.427169,-2.3649194,-2.5947175,-1.1439714,-1.1251236,-2.0485566,-2.3097596,8.871679,9.724333,-6.0951605,5.0338793,2.371877
