sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,vgg_pca_005,vgg_pca_006,vgg_pca_007,vgg_pca_008,vgg_pca_009,vgg_pca_010,vgg_pca_011,vgg_pca_012,vgg_pca_013,vgg_pca_014,vgg_pca_015,vgg_pca_016,vgg_pca_017,vgg_pca_018,vgg_pca_019,vgg_pca_020,vgg_pca_021,vgg_pca_022,vgg_pca_023,vgg_pca_024,vgg_pca_025,vgg_pca_026,vgg_pca_027,vgg_pca_028,vgg_pca_029,vgg_pca_030,vgg_pca_031,vgg_pca_032,vgg_pca_033,vgg_pca_034,vgg_pca_035,vgg_pca_036,vgg_pca_037,vgg_pca_038,vgg_pca_039,vgg_pca_040,vgg_pca_041,vgg_pca_042,vgg_pca_043,vgg_pca_044,vgg_pca_045,vgg_pca_046,vgg_pca_047,vgg_pca_048,vgg_pca_049
PASD:ava_images___254374,PASD,ava_images___254374.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___254374.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___254374.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___254374.png,test,-9.892382,-10.526335,33.41967,-4.618903,6.6664267,-13.759132,-9.968893,-14.076828,-2.868823,14.073973,11.306236,4.2263737,-0.18083268,-0.08433941,3.7466495,3.049889,-4.5935144,-6.6680803,12.040741,-6.256195,8.532954,-6.99357,8.907138,2.2736568,-1.0195463,-1.7001361,-4.390714,-9.372089,-0.50012755,-4.3983536,-1.3856511,3.8575323,-6.4757385,4.9611354,2.7221224,7.885167,-0.68803596,-8.471323,-1.6267743,2.6715927,2.1745524,3.601367,-4.579281,-1.1972923,4.0976706,1.046565,-3.9745045,0.13497639,-4.0664864,-8.378155
PASD:ava_images___254410,PASD,ava_images___254410.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___254410.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___254410.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___254410.png,train,-30.63906,16.128357,5.1381383,-5.4660726,0.72354233,-1.5370654,3.000626,4.0245986,-2.1833968,-4.6199408,-2.5009062,-3.0235224,-0.4008898,-2.166514,1.1735196,7.1785884,1.1472955,-0.39023602,-0.13487124,2.868305,0.9512794,0.032829523,5.5671625,-0.75925386,-0.1752572,0.2847733,0.59004676,-1.8913364,-1.8312753,-1.192227,-0.5437279,-3.608573,1.5888941,-0.557742,-0.18117112,-1.1079795,-3.401683,-0.0989693,-0.55809784,-1.3230642,-0.90586376,-2.1976736,1.2602675,-0.8122953,-1.0619249,-4.6930056,2.052151,3.9015684,1.6205481,-0.14745262
PASD:ava_images___255451,PASD,ava_images___255451.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___255451.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___255451.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___255451.png,train,-20.546711,10.470919,-0.5177591,-7.796101,7.0336275,-0.39345047,4.544174,-2.9455435,-0.8094214,-2.29594,-3.9166732,-5.61873,4.696063,0.8536575,6.203352,-2.5176668,-6.071294,9.483248,-0.82182556,3.1703618,4.0856104,0.14321399,-4.509059,2.2087088,2.1247184,1.9531538,3.6896963,8.34437,3.5384617,-2.1462708,2.11743,-3.6554842,-1.8312836,-5.2914643,-3.14106,-3.04265,1.84099,-3.0906413,-4.6958375,-2.5644755,-0.20761967,4.0389614,0.6222167,-2.0456338,2.7866936,6.6291213,4.3229446,1.9373994,9.976311,1.1915419
PASD:ava_images___258089,PASD,ava_images___258089.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___258089.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___258089.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___258089.png,train,-11.829189,16.411041,-25.803503,15.702154,1.5023236,-9.350655,4.415899,-3.7530618,-8.461803,3.700173,-2.0531483,2.9570446,-5.9948034,-6.9268684,-9.915606,-6.6122484,1.1032548,5.36621,-0.91634804,2.2195804,3.4810956,-3.2189293,3.8291378,-3.406116,0.31693482,-1.954985,-1.2770706,5.342028,4.19042,5.9290047,-2.8143044,6.8989716,-0.93716836,9.70589,2.441967,-1.5045612,8.301141,-0.73844105,-0.4489069,3.3312175,6.078722,-7.4355,-0.69890034,5.7627,-0.24676454,-2.915061,-1.6674489,5.1417894,-4.91897,6.4970694
PASD:ava_images___258713,PASD,ava_images___258713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___258713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___258713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___258713.png,test,7.947998,-24.806225,-16.49873,-22.204437,-0.8666868,-14.961178,7.6903787,8.939264,-5.914269,-6.580302,3.1857278,-5.734602,-0.3653484,-2.7466748,-6.569195,-6.405488,1.3991761,0.5082278,-9.6186,1.68554,-2.971933,2.5874476,12.801039,4.840769,3.9501262,-7.3234587,4.6701283,-3.8930478,-7.799484,-9.990783,0.81128526,-2.498547,-3.4385889,-0.031216502,-2.6574156,-1.4499581,-10.820028,-2.1070597,4.3532624,4.4282804,-7.5992613,-1.636564,-5.3476644,-3.6738315,-4.3819647,-3.0373263,5.177384,4.6055717,-0.39809173,-3.634151
PASD:ava_images___259342,PASD,ava_images___259342.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___259342.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___259342.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___259342.png,test,9.187092,5.0456953,-4.233045,13.930532,-25.597769,-1.8775854,10.918712,-9.212357,-4.0709753,3.585575,0.085419655,1.8603115,4.640553,0.7706836,-5.9984856,-9.951011,16.954308,0.70615864,-4.5213056,-1.4678874,-2.1087239,-6.161585,3.7614393,5.589521,10.285614,-4.9894886,-3.342688,1.6830987,2.3814301,4.4645967,-2.9013577,1.1612511,4.330818,-3.4801836,-4.0419374,-0.7517321,3.9028502,0.50733674,-8.444927,-2.1311352,-1.7657526,2.2198827,3.8402324,-3.005557,-3.1691453,4.903604,3.3335724,-5.3123646,3.9985127,1.1643353
PASD:ava_images___260589,PASD,ava_images___260589.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___260589.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___260589.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___260589.png,test,-12.310299,-2.3454723,24.229391,-19.180311,-7.066328,2.7604342,4.4997053,10.876101,-6.75113,9.7194605,5.390727,10.196743,20.25032,11.488327,5.6024194,14.032171,-4.0000725,3.3789363,3.8977022,-1.5071312,-5.8626223,-9.97124,-3.5223007,5.474483,0.3217702,-8.294113,-10.370166,4.856042,-8.237969,1.1279399,-3.585061,-0.6508491,3.8091784,-5.9651113,2.1431873,-6.026945,-7.088353,0.38900113,-2.1217327,6.8926544,0.2838483,-0.24673915,9.660514,9.2661295,-12.594177,5.244524,1.4688704,-1.9750829,-4.7919126,0.69782233
PASD:ava_images___260801,PASD,ava_images___260801.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___260801.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___260801.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___260801.png,test,-25.129242,1.6473389,9.431423,7.148848,17.220995,7.156921,-8.628475,0.18779665,5.7294106,-1.8933451,-0.81469107,6.6030197,-4.8691173,-4.2458596,-1.9879546,-4.678316,4.001418,-5.9574714,0.60539055,-0.002972126,-4.0392694,-2.8071194,-0.13094234,10.812332,-1.8267162,-3.574969,-0.2733559,1.0214151,0.4011147,-0.59643483,1.0456712,-3.8771977,-2.2162678,2.1931953,0.51750934,3.860603,3.7945538,5.3415537,0.2914157,-8.142806,-4.6644716,5.7690983,0.763116,0.46278822,4.5337214,0.31713158,0.9331144,-0.42964888,1.6719114,2.6935246
PASD:ava_images___261081,PASD,ava_images___261081.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___261081.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___261081.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___261081.png,test,-3.1645393,-11.987366,-22.933514,-9.344582,-3.8545415,-17.93274,14.225008,7.2087193,1.7749238,-3.8102806,-0.7979708,-8.695889,2.3122292,3.0011587,-0.7184109,3.7198317,5.9974527,0.91341734,-12.145139,3.0945866,-4.417508,-3.7662606,16.422724,5.6595817,1.8699975,3.6152592,5.7851377,-3.181581,-1.4832302,-4.632921,14.967619,-2.7511024,-5.1260214,0.40675247,3.4556756,4.1750994,-2.6815343,1.4384978,-3.909596,-0.8912008,-3.1577928,1.1890225,-4.669136,-2.4048853,-0.4925022,-0.80793697,1.2433324,3.9667459,-3.7602744,-4.855469
PASD:ava_images___264515,PASD,ava_images___264515.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___264515.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___264515.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___264515.png,test,-20.015682,-17.557705,21.568346,-1.0695994,9.209779,-8.650629,-0.5007825,8.0272665,6.7536664,15.080533,-5.1968036,1.4720297,7.2976193,2.3588395,7.40199,0.49410152,-7.857259,17.328297,5.855188,4.938287,-3.8544273,-4.1034307,-5.9919286,-7.4340277,-1.9209694,-8.297801,-2.0852504,14.722568,-0.25799632,-8.755109,-0.0015692711,10.0622835,-2.0324736,-2.7987165,-6.4678617,-0.9478514,-6.8103228,2.812496,-3.676653,-2.2561064,0.46317458,-9.884198,6.6260166,6.990307,3.3343935,-0.65041196,-8.456194,-1.064723,1.3612734,-11.712207
PASD:ava_images___265875,PASD,ava_images___265875.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___265875.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___265875.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___265875.png,train,-29.305275,19.169611,2.8852713,-6.1820655,-0.088469744,-2.8808982,6.2110305,5.046567,-3.5665596,-2.0947988,-1.5730181,-3.4953895,-2.425124,-1.8914878,-1.1993353,7.456946,0.6222205,-2.1570554,-2.4844866,1.443208,-0.12228966,1.5755057,8.156659,-1.4301764,-1.0960481,-0.33370835,0.8367547,-3.795043,-1.5321027,-3.3954105,2.1012752,-4.9574375,0.55164266,0.017780066,1.6793113,-2.3946626,-3.1308398,-1.09111,-1.930726,-1.0632889,-1.3917135,-5.0627093,-1.2136725,-1.2380319,-2.2503014,-4.6263704,1.9507053,4.020864,-0.27314168,-0.13951781
PASD:ava_images___26683,PASD,ava_images___26683.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___26683.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___26683.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___26683.png,test,17.17334,-37.487865,0.7244322,17.192627,12.6113615,13.403223,18.830753,10.298147,-14.286514,-12.060336,8.733063,-29.024143,-16.987804,-1.5005352,-3.0021286,8.080584,0.26453733,-9.405046,6.6836815,-6.7048864,-7.6229076,1.6473064,0.4232884,-4.93677,-11.982717,-7.9107304,6.045665,6.401046,-1.5039414,6.9314847,-1.8579924,-8.722896,3.3158507,-1.2796508,10.763408,-3.0999248,4.130787,-0.35084096,-0.6089864,-8.143212,3.8694568,-2.278438,3.7938013,-0.48887372,-1.3244977,-6.636863,2.273882,-2.7723136,-0.27288944,12.56649
PASD:ava_images___269505,PASD,ava_images___269505.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___269505.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___269505.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___269505.png,train,19.004501,-3.461813,-37.457176,-16.973064,2.0206637,-30.453482,9.130348,5.7806754,18.17943,-3.3998725,18.587996,-21.530813,13.270231,4.440332,-10.042538,8.81053,0.60072803,-13.797188,6.4196725,3.645768,-11.766212,-20.032656,-6.506058,19.720552,0.38208842,17.023521,5.1144023,14.940505,-1.0535976,2.5917172,11.501532,-3.6056645,2.846682,13.228807,-11.162318,5.3370047,-1.8755903,4.313304,-6.468333,1.6638238,-6.8426623,2.2323623,7.9311366,-16.889652,4.306509,-3.3416066,9.848358,-11.570565,0.4969616,0.846093
PASD:ava_images___27110,PASD,ava_images___27110.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___27110.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___27110.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___27110.png,train,15.431526,-45.892216,-22.949196,-21.859169,23.905931,2.9805613,-31.572445,4.127566,3.8800697,-19.834747,-10.279995,8.858121,-9.854147,-6.7101526,7.8722315,-21.323551,5.8620005,14.607359,-6.2498193,25.75994,5.7429028,-9.449739,26.936249,0.98458666,9.974055,-15.23698,4.783953,-0.9470971,2.9901552,1.2579062,8.674874,-19.928957,-20.20949,-39.475563,-2.4692376,-22.424902,-3.2408056,5.948366,-22.631582,-7.3908434,17.421555,-1.0619171,-5.939047,14.57996,5.249755,28.194965,-14.043268,7.2693367,-2.661336,20.163742
PASD:ava_images___271223,PASD,ava_images___271223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___271223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___271223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___271223.png,test,-12.536354,13.983916,-13.246244,4.894005,-3.6030934,-3.532672,2.4261122,-2.547226,-3.7090082,-8.864944,4.842128,-0.015400887,-0.44737005,3.5983915,-4.8970613,-6.702201,7.169899,-2.7398572,-11.138182,-3.45269,-2.6961246,2.3588777,8.195669,2.542138,2.2195184,-7.3522034,3.3160856,-0.29475427,-3.6934958,1.2128404,-1.724544,-2.3479328,0.8800379,-3.2860742,-4.4728293,-0.4013443,-1.3524508,0.104537055,-4.8265224,1.3188713,-1.8542103,0.41460484,0.031217813,-3.077427,-4.202525,2.1113608,-0.4625057,-1.1030996,0.55556345,0.9916546
PASD:ava_images___272643,PASD,ava_images___272643.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___272643.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___272643.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___272643.png,train,-7.4768314,9.640522,-21.463608,0.39161676,0.04775822,7.6291113,-4.211331,-1.4930818,1.4915962,-8.394167,9.741006,-10.640796,-18.343693,2.1473632,6.1033483,1.879014,-3.6300144,-2.1058657,-5.2682004,1.0831594,-5.6311703,1.1463227,-7.6170187,5.8669133,-2.668625,-2.6534111,5.220799,0.8744472,-4.6461444,4.188837,4.974517,10.347071,0.047132492,0.6678444,1.281713,0.07586098,4.6498885,-2.3821616,-3.714993,-0.9717084,-0.7993152,3.5594854,0.61181366,-1.6885979,-4.147176,8.479732,-7.695017,-12.252456,-1.2495686,4.7624474
PASD:ava_images___27335,PASD,ava_images___27335.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___27335.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___27335.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___27335.png,test,-27.191666,2.277625,5.203674,-2.2240355,4.435563,-3.4832077,2.632867,3.3072991,1.8491597,-5.344377,-5.524828,0.28173733,8.980111,-4.7015405,7.3809843,-1.5868192,-1.9590349,4.6078553,6.2309766,2.519314,6.4007826,-1.9783064,-2.0624938,2.027331,3.3461494,0.114856124,2.434717,2.003889,9.982737,-6.320792,-4.4422135,-3.180282,-0.8020327,-2.7519865,-2.3689253,2.27716,-4.567111,1.7758322,-1.9513483,0.61969817,-1.4845123,4.2923155,1.85741,2.0453959,3.2595263,3.052531,0.5156845,3.9831471,6.0122094,0.50721675
PASD:ava_images___273810,PASD,ava_images___273810.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___273810.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___273810.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___273810.png,test,10.738934,-2.5518436,-26.481588,10.466843,2.3170164,19.992859,7.0800753,2.7093573,12.035425,6.164207,1.5635254,-3.3388734,-1.9332087,2.8465326,-1.6995931,4.1989036,-6.2340603,3.7554822,7.2071757,-0.8689928,4.140177,-6.466005,-3.1107159,3.0114512,-9.007897,12.652517,-3.0221632,-2.749536,0.023284912,-0.59789515,-4.593916,1.5624983,-4.5533943,5.2411747,2.3236074,-2.0765426,-3.8709803,-7.7739716,1.4557996,-4.824078,3.2675123,-2.025335,-1.0985898,0.135683,-6.9417677,-3.3462803,-7.6703587,-0.96788454,-6.0222173,-0.3697979
PASD:ava_images___273896,PASD,ava_images___273896.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___273896.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___273896.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___273896.png,train,1.818491,3.422429,-19.116892,-6.54177,12.727053,9.212652,20.02063,-11.105892,3.4425316,3.8245387,6.7427044,-9.571014,2.9340549,10.946094,-7.9165974,6.806367,3.7735028,-2.757199,-9.39052,-4.880085,-0.4650463,-4.384171,-0.59005547,5.9407954,3.7527242,4.6865525,-0.9621893,1.9817482,-3.6491313,2.8208323,10.50391,-1.5408276,10.417548,-2.0069313,-2.0456522,6.255041,3.5646677,0.83595973,-6.576447,-1.7724693,-4.6260476,-1.5567296,-1.6146117,-0.030604362,-6.625636,-4.4118176,-5.7491026,0.7790841,-0.98145294,0.79303676
PASD:ava_images___276910,PASD,ava_images___276910.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___276910.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___276910.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___276910.png,test,-19.18518,12.7407255,12.52807,12.080349,-11.0578985,-5.0225477,-0.9974041,-1.1917751,-1.034749,3.5521646,-0.8822837,-3.0555103,3.1737409,0.34467945,-2.8723521,3.9996676,4.889882,3.6684356,0.8088254,-1.6300378,-4.1453753,-3.152503,-5.581106,-3.271904,3.934257,2.439141,-7.899469,0.6044967,-4.5148554,3.4640303,-2.013648,2.9547884,-2.6711388,-2.3026104,-0.35579687,-1.0457618,-0.9076646,3.8689175,5.0430307,2.0455606,4.7663894,-0.48763704,2.8233557,6.6160707,-3.9601595,0.23469108,1.7183164,-3.7421865,1.9140228,1.2928867
PASD:ava_images___277109,PASD,ava_images___277109.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___277109.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___277109.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___277109.png,train,-12.180384,5.113389,-11.011663,-7.1900973,-17.283054,-1.7474132,-5.9439225,8.1497555,-3.2416358,-15.0692,2.601476,-1.5627255,0.20687038,-7.2018676,7.479513,-7.23578,-4.432704,-10.912901,1.0631632,-2.8128664,-1.721312,6.4168787,-4.7459235,-1.7203256,4.95895,3.9026074,4.336331,3.054772,-3.9268546,5.37963,2.4742734,3.3869908,-2.7244017,-1.362038,6.7511215,-0.26437402,4.049257,-4.2245164,2.3574703,7.075469,-1.4421586,6.04216,3.1260924,8.16976,-1.2864516,2.2254362,-5.2974825,-0.9105439,-3.488758,-0.14770593
PASD:ava_images___278449,PASD,ava_images___278449.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___278449.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___278449.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___278449.png,train,14.590355,-10.188639,-35.674404,5.506055,-6.6688385,15.806883,13.307203,-7.629662,2.8280911,-0.27723455,7.521882,18.358362,-6.3165774,-14.911772,-11.8515005,-7.6421337,22.271103,2.6215515,-6.236321,-1.531454,10.254101,-9.558237,7.0591717,-0.33251226,6.874985,-3.8311734,0.6743727,-4.3291545,-14.389071,-4.1499014,-8.043688,-10.23039,-5.80309,-7.056682,10.109645,-11.516934,-4.432754,-5.6321435,-3.7830462,-5.628928,15.332307,15.251691,3.3978982,-9.190166,17.942541,1.994461,-12.646027,-21.93782,1.1719846,-6.254197
PASD:ava_images___280780,PASD,ava_images___280780.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___280780.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___280780.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___280780.png,train,-32.063683,15.382261,22.2142,-9.19574,0.2505237,-3.6007493,-0.9909692,-1.6354375,8.380381,1.1801443,-4.016842,-5.7779207,-5.768482,-5.78714,1.2202392,9.622291,-9.263348,0.8779447,6.1143117,8.926311,-0.9537544,-10.926068,-5.2780447,-2.2172375,-0.7831656,7.064229,-4.427016,1.4411618,-4.77223,-0.556116,1.4662926,12.503942,-1.0800706,-8.134497,8.335171,-6.300313,-3.3145435,-4.131008,-1.0745506,0.7026297,5.081437,0.50087965,-0.93260944,-3.676011,-1.4546278,-6.573633,2.323043,1.1199578,-0.16739428,-5.3292212
PASD:ava_images___281,PASD,ava_images___281.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___281.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___281.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___281.png,test,-4.7041473,-14.204235,6.714723,9.033316,5.4161673,2.5918007,-0.5679765,-0.9084509,-3.5832338,-5.977933,-0.11288214,0.39390087,-3.2752376,-8.979794,-1.1161242,-3.4025745,-6.455573,-5.130644,2.123745,8.00005,-7.2667828,-0.35263526,-11.91866,-1.0544184,3.8547006,11.902853,0.40214476,-1.2967825,-1.0747191,-1.9456905,-1.775439,-1.4281032,5.559757,-0.56407034,-0.28947514,4.017859,6.733949,0.2831276,-0.55577517,3.6257324,-0.2887125,4.36339,-1.1427721,-3.0594864,5.1709113,1.6454597,0.5947044,6.066597,-4.8033676,4.0111437
PASD:ava_images___282272,PASD,ava_images___282272.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___282272.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___282272.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___282272.png,test,-29.445484,15.89085,6.3121753,-0.95466423,2.0336294,-1.8963935,3.7464504,-0.73183787,0.00015377998,-0.120155096,-3.959043,-3.4704292,-0.087415636,-2.2071812,2.5286992,3.078229,-1.3262157,-1.4714832,2.6236143,2.218541,-0.4894904,-3.043724,-0.5688536,2.0988517,0.7391007,3.5989947,1.5345956,-0.4512725,2.1906843,1.0106349,-3.1997972,-0.28970507,-0.87887895,1.001081,-0.27653998,-1.8635771,-0.5354481,-2.0501063,1.4913423,-2.5332115,-2.2654638,0.17917061,2.117155,-0.30005682,2.4459972,-2.9625523,2.7771091,-0.8648596,0.3917905,-1.3793349
PASD:ava_images___282801,PASD,ava_images___282801.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___282801.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___282801.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___282801.png,train,-26.309837,12.353447,8.995433,2.1768723,-2.126184,0.10968584,-1.9375291,-0.09591314,3.6825728,6.4686527,-7.215515,-6.8388567,-2.7703955,3.7565544,1.3271267,5.317838,-1.49653,-0.84337544,2.5154943,-0.34023166,-4.536046,4.5673294,-8.121248,1.6153547,-2.9324062,3.644423,-5.7193,-6.5875044,0.7954387,3.521469,-0.7346575,4.863275,-4.377758,4.6639915,0.9968499,-1.6433008,3.7344828,0.43621945,0.1654203,-4.2717886,1.1783729,-2.151464,-2.0185485,2.5120213,5.777995,-0.543291,0.2573105,0.47686362,0.45109618,-0.37428778
PASD:ava_images___28323,PASD,ava_images___28323.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___28323.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___28323.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___28323.png,train,30.446438,-28.171463,11.3244,-43.718693,-7.2663336,24.485085,-23.113855,-18.830107,-24.097446,-11.740556,-25.027704,21.40879,-13.49833,19.606388,-24.754099,14.179514,26.183773,-3.823178,-14.283181,27.75759,20.719675,11.2844095,-17.34951,3.8338842,-11.632857,0.08492446,18.565638,-11.703186,-2.734572,38.56076,-8.275093,-4.7081547,24.933823,-7.0902524,-9.717451,-26.468002,10.9952135,12.591782,-14.725704,1.329251,-18.137909,-23.246586,7.662994,-32.859833,-15.452773,1.3309491,-18.462883,-5.450128,4.5993137,2.5881674
