sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004,resnet_pca_005,resnet_pca_006,resnet_pca_007,resnet_pca_008,resnet_pca_009,resnet_pca_010,resnet_pca_011,resnet_pca_012,resnet_pca_013,resnet_pca_014,resnet_pca_015,resnet_pca_016,resnet_pca_017,resnet_pca_018,resnet_pca_019,resnet_pca_020,resnet_pca_021,resnet_pca_022,resnet_pca_023,resnet_pca_024
PASD:ava_images___921595,PASD,ava_images___921595.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___921595.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___921595.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___921595.png,train,7.320528,4.039174,-4.0386205,-1.2297176,5.5314946,-0.45075107,1.4925623,-1.179389,0.7250016,0.9058914,0.5195598,-0.50998235,0.67702144,0.16476257,0.54485244,-1.8078046,0.3342173,0.44653,1.2227452,0.22468193,-0.16587716,1.64479,-0.34624678,-0.89793265,0.7111208
PASD:ava_images___921798,PASD,ava_images___921798.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___921798.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___921798.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___921798.png,train,0.3123599,1.8852689,0.52476317,0.291927,-3.5049546,0.3197838,-0.47307247,-3.849766,0.28990465,-0.0745913,0.60944605,-0.47965384,0.508221,0.27390957,-0.56788236,1.3412114,1.1047001,3.1967657,0.9619066,0.8179422,0.9473388,0.47906202,-1.0423623,-0.36272138,-0.40248287
PASD:ava_images___922662,PASD,ava_images___922662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___922662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___922662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___922662.png,test,-0.03270257,-3.2648952,-0.41742718,1.1071746,0.9406535,0.68683654,0.04392633,0.04196861,-0.25879255,0.015276803,0.44108164,-0.053869903,0.18704095,-0.19649498,0.42181432,0.13906555,-0.109848596,0.21645018,0.016226247,0.075706035,0.010154314,0.39621437,0.05739813,-0.3432718,-0.14325513
PASD:ava_images___924263,PASD,ava_images___924263.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___924263.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___924263.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___924263.png,train,3.0707986,1.817323,4.652139,-0.7670907,0.7878704,1.7325951,-3.0306182,2.9123664,0.555818,-2.9089663,-0.48898023,-0.13154864,2.3997066,-2.3905087,0.03636056,0.7256768,0.34325573,-0.16073729,-0.3503353,0.21078224,-1.8194168,-1.3393927,-0.12629879,0.52005154,1.2867948
PASD:ava_images___924884,PASD,ava_images___924884.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___924884.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___924884.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___924884.png,train,-0.7792693,0.8170326,1.021863,-0.62149894,0.39289153,-2.809619,-3.7267506,1.9128604,0.119778514,2.2007039,1.1607649,-1.8966272,2.5298598,0.736902,-0.37469757,-0.71639824,-1.1736056,1.4003555,0.8614683,1.723889,1.3463082,-0.34833628,-0.93850636,-0.057477623,1.4081681
PASD:ava_images___92577,PASD,ava_images___92577.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___92577.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___92577.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___92577.png,train,-0.80417883,-2.4919462,-1.3417228,-0.3139001,-0.3716349,1.3868296,1.5329652,2.3596108,-1.4844383,1.5275573,0.120860696,-0.016826272,-0.26357287,-0.73489094,1.2169381,-0.1711183,-1.1908547,0.29272082,0.03969837,-0.1471889,0.60702455,0.3827294,-0.81814694,-0.20514908,0.27677968
PASD:ava_images___927230,PASD,ava_images___927230.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___927230.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___927230.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___927230.png,train,-1.341937,0.46174908,-0.48338637,-4.2479744,0.7960722,0.8242294,-2.2977297,-0.2002084,-1.703244,-1.8709286,1.1413605,-1.1926811,-0.9972666,-0.5200728,0.11510712,-0.08747323,-0.82501113,0.4991279,2.3896112,-0.22405104,-0.9802005,0.3472013,-2.5728376,0.4784745,0.106207095
PASD:ava_images___927475,PASD,ava_images___927475.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___927475.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___927475.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___927475.png,train,6.094327,2.1325257,-2.0770028,0.03147769,5.2208214,0.15450215,0.94491714,-1.1686069,0.7793529,1.9076201,-0.042790413,1.2749331,0.39402658,-0.9146173,0.20027083,-0.43652686,-2.155367,-0.006095588,-1.5852585,-0.3530733,-2.2078755,-1.0903655,0.2753532,-0.86311406,0.10379576
PASD:ava_images___928321,PASD,ava_images___928321.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___928321.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___928321.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___928321.png,train,0.7914938,-1.0534897,-1.9770355,-1.4643432,-1.5021613,-1.2202746,-1.5356421,-0.89748514,3.6165736,-0.31604856,0.58817345,-0.553612,-1.5982294,0.6545733,-1.9999354,0.9798895,0.6774802,1.9008551,0.11649678,-0.1046077,-0.108194835,1.1867619,0.49746135,-1.0205566,2.027526
PASD:ava_images___928766,PASD,ava_images___928766.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___928766.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___928766.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___928766.png,test,-1.5448933,0.071154356,-0.5369125,-2.319995,-0.66635066,-0.34986937,0.9176716,-1.0528817,-0.4952175,-0.7964456,-0.33394867,1.0063565,0.18214956,0.75752807,-0.7298655,-0.31748357,0.62643147,-0.81450427,-0.45932785,0.86353195,-0.8646261,0.47665292,0.09150219,-0.19768602,0.2421768
PASD:ava_images___930623,PASD,ava_images___930623.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___930623.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___930623.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___930623.png,train,-0.12772389,-2.5771368,-0.89670193,1.0911473,0.37465626,-0.40861678,1.3598747,-1.0410688,0.075320184,-0.7806347,-0.47158247,0.023218155,2.2096593,0.8372015,0.015050709,-0.6805238,0.49611905,0.40808883,0.049883172,0.56012005,-0.087572224,0.03159505,0.47446886,-0.12962058,0.6270204
PASD:ava_images___930744,PASD,ava_images___930744.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___930744.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___930744.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___930744.png,train,-0.48467377,-0.5947199,-0.09527284,-1.540799,1.8009927,0.044718385,-0.5550312,-0.37432697,-1.495497,1.3735381,1.7181404,-0.3291982,-0.6426779,0.26851678,-1.0326874,-0.52632797,-0.48823333,-0.06521347,-1.7935998,0.2832257,0.41103607,-0.31983232,-1.0069879,0.5166323,0.24940467
PASD:ava_images___93099,PASD,ava_images___93099.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___93099.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___93099.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___93099.png,train,-1.2136053,-0.83160925,0.632495,-1.8832945,0.70538473,0.33303702,-0.54596883,-0.13868773,-1.373372,0.15573448,0.66000384,0.13681602,-0.7655004,0.43641555,0.44185287,0.020776022,-0.14006948,-0.023302704,-0.5260506,0.99311024,-0.23206037,-0.14271277,0.3499084,-0.33316046,0.11537329
PASD:ava_images___93275,PASD,ava_images___93275.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___93275.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___93275.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___93275.png,train,-3.396938,1.3866322,1.8546481,-2.4618068,0.66639185,0.6870467,-0.29434717,-1.2948346,-1.7564973,0.7889277,-0.04408294,1.7411754,-2.453986,0.5578693,-0.5221737,1.698759,0.7870357,-1.4283725,0.0039976537,0.16901241,-1.7563664,0.15681738,2.6932302,1.1205884,0.38213623
PASD:ava_images___935639,PASD,ava_images___935639.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___935639.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___935639.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___935639.png,train,3.688563,2.2897775,-1.8518875,0.7541708,-0.14776784,0.22011268,2.0577607,-0.6345409,-1.3211237,-0.67134655,-0.4571653,-1.1541378,0.788755,0.17996384,-0.18209374,2.9985824,4.611955,0.53784895,1.8066428,0.21329851,2.0282915,1.0105956,-0.7220405,1.2521142,-1.1848916
PASD:ava_images___935646,PASD,ava_images___935646.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___935646.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___935646.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___935646.png,test,-0.25781572,-2.7491488,-2.340342,-1.3230399,-1.7735736,-1.9692167,-1.2146938,1.1488082,5.918833,2.3430576,0.9289545,-0.32554346,-1.2658718,-0.40421563,-0.44433033,1.0969602,1.9690566,-0.1409878,-0.79310834,0.097325146,-1.0040177,-1.5270278,-0.1963325,0.25824928,-0.5846882
PASD:ava_images___935650,PASD,ava_images___935650.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___935650.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___935650.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___935650.png,test,-1.6457932,2.412204,-0.90382737,-3.041894,1.5762091,-0.12172139,-0.4112077,-1.6748017,-0.10925314,-2.3665853,2.0177011,-0.37435076,-0.31513554,-1.5850432,0.20045641,-1.5043546,1.2794969,1.5843534,3.4412336,0.55992484,-0.08851456,0.7487105,0.7485393,0.40629065,-1.2090528
PASD:ava_images___935655,PASD,ava_images___935655.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___935655.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___935655.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___935655.png,test,-1.8915187,0.92873454,0.28916687,3.1817303,-0.8029074,-0.7742553,0.65397394,-1.3702871,1.5812523,0.48044324,0.0047206283,1.3149271,0.35528487,0.8652111,0.68147075,0.29635277,-1.6007618,-0.09996131,1.3140929,0.65287155,0.5785648,-1.0120134,-0.24902621,-0.7424555,1.3322557
PASD:ava_images___93573,PASD,ava_images___93573.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___93573.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___93573.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___93573.png,test,-0.22390145,-2.8313043,-0.8586267,1.1418191,0.77500737,0.9676518,-0.09849788,-0.4457713,-0.55767787,-0.028678078,0.7286634,-0.02919826,0.49973172,-0.21910459,-0.39793986,0.7946259,0.48821446,0.41686615,0.17789146,0.024468835,-0.061945967,0.82296836,-0.08744775,0.10626508,-0.6689115
PASD:ava_images___936509,PASD,ava_images___936509.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___936509.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___936509.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___936509.png,train,-0.071653746,-3.1106112,-1.6186819,-0.41329563,-0.28546363,0.5066205,-0.49925673,1.6429667,2.3183753,1.1822312,1.3568516,-0.84106493,-0.51432586,-0.36973262,0.39196014,0.40948218,0.81934965,-0.38265318,-0.4525189,0.12809326,-0.8736999,-0.6968545,-0.83970135,-0.3495227,-0.19476278
PASD:ava_images___938315,PASD,ava_images___938315.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___938315.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___938315.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___938315.png,test,5.7323785,1.2764647,-0.9809835,3.5881548,-5.039158,-1.9805146,-4.691798,-0.25886324,-3.0393221,0.5564848,2.7075393,0.7859345,-0.7299305,0.966275,0.42818946,0.49287394,0.9179473,0.11822444,-1.0878344,0.909951,1.1362897,3.370991,-0.86803395,-1.4563055,0.04305654
PASD:ava_images___938703,PASD,ava_images___938703.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___938703.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___938703.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___938703.png,train,1.3696702,0.71042943,-1.0193815,-1.8895003,-4.081362,-1.4577051,-2.429401,-2.8607974,2.9453964,0.057527043,-0.75678855,0.14049852,-0.97161514,1.4256394,-2.5452452,-1.2610663,-1.1395781,1.2779812,1.9105179,0.0989639,-0.68791825,2.2021616,-0.320761,-2.7820888,2.7168875
PASD:ava_images___940984,PASD,ava_images___940984.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___940984.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___940984.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___940984.png,test,-2.0460293,-0.18698406,-1.033854,-3.7879257,0.042761326,-0.46369863,-1.1496803,-0.87955225,-2.1328154,-1.5222365,-1.2480896,1.600445,-1.2198472,-1.2406236,1.3179314,0.41649482,0.6409285,0.44076517,1.3900516,-0.14056624,-0.20585111,-0.5322795,-1.8703228,-0.5452584,-0.8815402
PASD:ava_images___941868,PASD,ava_images___941868.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___941868.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___941868.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___941868.png,test,-0.6175863,1.9293878,3.5758877,3.4052448,-2.2909718,-3.9927711,1.6769946,-1.4767085,1.6552366,-2.3508077,0.91351545,1.4183226,0.70828205,1.1539199,1.4298747,-1.251726,-1.6904695,0.51183903,-0.050126903,0.55700666,1.2550316,1.3851295,0.76139885,1.0793428,0.30793655
PASD:ava_images___942122,PASD,ava_images___942122.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___942122.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___942122.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___942122.png,train,-1.3569213,0.27117395,-1.0899172,-2.9605703,-2.6228843,-0.31996644,1.0517628,-2.278766,0.7519493,0.1311621,-1.1690993,0.18221748,2.7544456,0.6603602,1.551748,-1.743348,1.3724449,-2.686978,-0.67342126,2.9087942,0.9464326,0.12723026,1.6525804,-1.4101329,-0.9823197
PASD:ava_images___942291,PASD,ava_images___942291.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___942291.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___942291.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___942291.png,train,-0.9052365,-1.4369221,-3.5504203,-2.5323005,-0.7967723,-1.576063,-0.97697955,1.0478976,5.56032,0.28400564,1.6983776,-2.6076655,1.0406129,-0.14721505,1.1131152,-0.1825451,2.3820484,-1.241473,-0.071609505,-0.32551968,-1.6705081,-0.74616396,-0.1237857,-1.3280224,-1.3149195
PASD:ava_images___942453,PASD,ava_images___942453.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___942453.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___942453.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___942453.png,test,1.3797836,-1.2522942,0.43907315,0.26343212,1.4040189,0.78733265,0.32391408,-0.10369964,0.12663081,-0.3295849,-1.1068676,0.1949439,0.119039,-0.7409372,-0.58439225,1.1940168,-0.986832,0.1279318,-0.9098313,-0.113640904,-0.47847235,-0.5078896,0.02939346,0.26739383,-0.020259663
PASD:ava_images___943973,PASD,ava_images___943973.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___943973.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___943973.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___943973.png,train,-1.355971,-0.94303155,-1.03395,-0.97170305,-1.0645843,-1.0807654,0.96410733,-1.1862668,-0.16869909,-0.37156996,0.11637932,1.4402606,1.0179133,-1.1738602,0.7451172,0.26047918,1.1065553,-1.342554,-1.1374859,0.18339257,0.49855262,0.23610148,-0.21897766,-0.16648547,-0.030147607
PASD:ava_images___944054,PASD,ava_images___944054.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___944054.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___944054.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___944054.png,train,-1.1884836,6.1471205,0.013054192,2.2633119,-3.254215,0.27944982,2.3027332,-0.6008364,0.82934046,-0.8657145,4.8289504,1.282537,-0.9502388,0.025299385,1.898263,1.9029796,-1.1173272,1.1901896,-1.4129269,0.4071096,1.583127,1.2656834,1.3495041,3.1672313,-1.7378429
PASD:ava_images___944586,PASD,ava_images___944586.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___944586.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___944586.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___944586.png,test,0.8873938,-1.5987343,-0.72005296,1.6507924,-2.2188685,1.0541596,3.1076243,1.6148381,-1.19137,0.40369686,1.8866057,0.6002669,1.8285415,-0.020493373,-1.2630842,0.26509985,-0.27592573,1.3300401,0.403956,0.82940227,-0.059304677,-1.0485563,-0.04315192,-0.42620647,1.0424362
PASD:ava_images___944618,PASD,ava_images___944618.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___944618.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___944618.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___944618.png,train,-2.856261,2.8035195,1.0766947,-0.5588113,-1.0074916,0.8646164,0.82985455,-1.8404099,-0.9088435,-0.9885035,1.0035417,-1.8473582,-0.4136649,-0.11012717,0.7321404,0.8507482,0.30353555,-0.12854072,-0.77933615,-0.5641884,-1.7372084,-0.9155874,1.2903824,-0.89825326,-0.38842285
PASD:ava_images___946666,PASD,ava_images___946666.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___946666.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___946666.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___946666.png,test,0.4329094,0.50800633,0.28612262,-2.330546,0.42308262,0.7189479,-0.9921743,-1.0600928,-0.3769415,-1.0314192,0.5280317,-0.6049286,0.12652218,-1.5470592,0.18657461,0.7885638,0.04332021,0.20767316,1.5755885,-0.015215363,-0.47579896,0.016918689,-0.20300338,1.0269688,-0.638819
PASD:ava_images___946686,PASD,ava_images___946686.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___946686.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___946686.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___946686.png,test,3.3586237,-0.4562347,-1.2088472,0.777675,2.354423,-0.24551904,1.0483062,-0.39069667,0.085575044,0.4104865,-2.6126752,-1.5434115,-0.028350666,-1.1260242,0.6586938,0.81910884,-1.0778818,0.15258375,-0.6283782,0.57299405,-1.1798561,0.13088861,-0.020322647,2.1365058,0.29791352
PASD:ava_images___94721,PASD,ava_images___94721.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___94721.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___94721.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___94721.png,test,-1.1340406,3.142217,4.7230096,3.9874377,-2.0642729,-4.0326195,3.5993416,1.0147967,-0.3308744,-0.04055684,0.7015524,-0.24975114,-0.19956245,-1.7363228,-0.84440225,-0.41852853,-1.9533341,-3.429745,0.25685912,-1.0095881,-1.1144308,-0.28389055,-0.8931692,0.079525575,0.1742935
PASD:ava_images___947789,PASD,ava_images___947789.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___947789.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___947789.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___947789.png,test,-0.47166842,-2.843433,-2.5974567,-2.088148,-1.9315348,-2.0893621,-1.6744778,1.352116,5.170664,2.317835,1.5025539,0.010881066,-1.164743,-0.41298205,-0.047513068,1.0465633,1.6716149,0.31251988,-0.97151625,-0.46939614,-0.77656406,-1.9794004,-0.55543953,0.42479455,-0.3061556
PASD:ava_images___94865,PASD,ava_images___94865.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___94865.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___94865.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___94865.png,test,0.044404157,-0.99089193,0.4032989,-1.3176304,0.088329434,2.0504513,0.34534073,2.747025,-0.7959086,0.1439072,-0.61502236,-0.05049616,-0.16522515,-0.23431079,0.43408924,0.587649,-0.6600392,-0.061059713,-0.20735958,0.10319212,-0.387578,-0.38408267,0.52369577,-0.31792074,0.41933474
PASD:ava_images___949353,PASD,ava_images___949353.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___949353.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___949353.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___949353.png,train,4.090101,0.7345433,-1.9454305,1.7251813,-4.900453,0.8968539,-0.49714097,3.0405447,-2.4712353,1.1117425,1.4684703,0.6263358,-1.2980428,0.48768187,-0.42703074,-0.17110856,0.44337717,0.66845083,0.19007894,-2.0549235,-0.54842424,1.8486259,0.27406296,-0.9390649,1.287644
PASD:ava_images___950987,PASD,ava_images___950987.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___950987.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___950987.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___950987.png,train,-2.2967587,0.10952735,2.0846689,-2.1764035,0.8715967,-2.6693735,-1.9762132,-0.47882345,-2.0503364,4.370684,0.27525938,-0.10025948,0.94215184,0.7111861,-3.1082988,0.24417739,0.46927825,2.2321815,-0.54610425,1.3501165,1.9645195,-0.81592727,-1.1099049,2.537408,-0.38831982
PASD:ava_images___951290,PASD,ava_images___951290.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___951290.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___951290.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___951290.png,train,0.121210255,-2.3941205,-1.2932901,-0.36297417,-1.1880944,-1.7270325,-1.2142029,1.2749095,3.773412,-0.18521735,1.6909869,-0.019548774,-1.8544848,-0.4387067,-0.39436442,1.1817664,0.51341915,-0.6092913,0.26800433,0.113974065,-0.35861665,-1.2314831,0.29552865,0.66165626,-1.0071838
PASD:ava_images___953752,PASD,ava_images___953752.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___953752.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___953752.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___953752.png,train,0.47162992,-2.5667,0.6350381,0.69061816,0.66030127,0.8689183,0.076869905,0.076948114,-0.33129087,-0.5063192,0.2006526,-0.28022093,-0.4738749,-0.4005173,-0.024940252,-0.4052406,0.5135342,-0.07282975,0.07146978,0.3977595,-0.18962911,-0.5962206,0.2652247,-0.33443347,0.026096163
