sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004,resnet_pca_005,resnet_pca_006,resnet_pca_007,resnet_pca_008,resnet_pca_009
PASD:ava_images___251530,PASD,ava_images___251530.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___251530.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___251530.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___251530.png,train,6.4940586,2.2384727,0.002374649,4.1548853,-5.9036098,-2.871069,-3.5974817,-2.0099647,-2.6793895,0.47009754
PASD:ava_images___251834,PASD,ava_images___251834.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___251834.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___251834.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___251834.png,train,-0.41452712,-2.8689368,-0.6175996,0.35631764,0.9854366,0.606181,-0.03728023,0.28232485,-0.23122166,0.105038084
PASD:ava_images___253342,PASD,ava_images___253342.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___253342.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___253342.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___253342.png,train,4.5051427,-0.45888472,-0.10407984,2.2484622,0.3639143,-0.32310545,-0.96865225,0.2728058,-0.86123973,0.014932282
PASD:ava_images___253900,PASD,ava_images___253900.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___253900.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___253900.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___253900.png,train,2.419891,2.6776564,4.4110456,-2.3141541,0.9108311,2.040578,-0.69154924,0.60329854,0.23393974,-2.8100579
PASD:ava_images___254374,PASD,ava_images___254374.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___254374.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___254374.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___254374.png,test,1.5892164,0.274168,2.0774736,-0.4223982,-1.6628151,0.16299945,-1.3072734,0.55899775,-0.25460547,-0.8120035
PASD:ava_images___254410,PASD,ava_images___254410.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___254410.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___254410.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___254410.png,train,6.233023,1.8068583,-1.2940428,1.4713013,-1.3264341,-1.1975323,-2.5208664,2.1553597,-1.7255676,0.38670933
PASD:ava_images___255451,PASD,ava_images___255451.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___255451.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___255451.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___255451.png,train,1.3359584,1.1432769,-0.3931515,-2.6480894,1.0378656,0.36910433,-0.91616815,0.32004005,-0.26467898,-3.368139
PASD:ava_images___258089,PASD,ava_images___258089.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___258089.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___258089.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___258089.png,train,-4.9621043,5.2152815,-3.1936488,3.8486981,0.23082966,2.613346,-2.436148,-1.0779601,0.8043138,-0.15817574
PASD:ava_images___258713,PASD,ava_images___258713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___258713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___258713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___258713.png,test,-2.0718336,1.5938323,0.09843111,-3.8544888,-1.6415579,0.42395443,2.0219429,1.6005274,-1.5703393,2.0199723
PASD:ava_images___259342,PASD,ava_images___259342.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___259342.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___259342.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___259342.png,test,-2.1377833,4.2967434,0.46109825,0.8719601,-0.41599172,-0.9178654,1.0326998,-0.66841805,-0.12653542,-1.5633503
PASD:ava_images___260589,PASD,ava_images___260589.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___260589.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___260589.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___260589.png,test,5.301004,3.2392237,-0.7199867,0.23155415,6.1438932,-0.8874594,2.7585118,-1.5690557,1.6919016,1.4962262
PASD:ava_images___260801,PASD,ava_images___260801.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___260801.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___260801.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___260801.png,test,2.3019917,0.88553214,3.6592493,-1.0459071,-1.0942638,4.1807165,-1.8713486,-0.21330592,1.094435,-1.0084175
PASD:ava_images___261081,PASD,ava_images___261081.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___261081.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___261081.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___261081.png,test,-1.7588794,0.4000764,-1.0542833,-3.531682,-1.4504199,1.0748258,1.3737433,1.7425653,-1.762876,1.1718653
PASD:ava_images___264515,PASD,ava_images___264515.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___264515.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___264515.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___264515.png,test,1.3185599,-1.4819063,1.3165488,0.27819216,1.4871385,1.2149398,0.07845485,0.79900014,-0.23808576,0.33438626
PASD:ava_images___265875,PASD,ava_images___265875.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___265875.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___265875.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___265875.png,train,4.1555743,1.4574668,-2.6076608,0.85311055,-1.7149823,1.8728094,2.3663437,4.0624013,-2.2375374,0.42826313
PASD:ava_images___26683,PASD,ava_images___26683.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___26683.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___26683.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___26683.png,test,-0.04755339,-2.2073905,0.54745346,0.4231785,0.8792961,0.54120123,-0.2619218,0.5216347,-0.7959732,-0.5330569
PASD:ava_images___269505,PASD,ava_images___269505.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___269505.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___269505.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___269505.png,train,-0.8804334,-2.2948084,-1.0884333,-0.6417781,0.1617226,-0.118664145,-0.29618382,-0.018961541,0.10490203,-0.0016726647
PASD:ava_images___27110,PASD,ava_images___27110.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___27110.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___27110.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___27110.png,train,1.0314263,1.5909126,2.0844595,-3.902731,-0.36125273,1.8732805,-0.987218,1.6153324,0.9822837,-1.4228528
PASD:ava_images___271223,PASD,ava_images___271223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___271223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___271223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___271223.png,test,-3.4197795,3.6558669,-3.0991247,-0.62930226,-2.2106671,3.3532367,2.2784016,3.0583751,-1.0848331,0.2809668
PASD:ava_images___272643,PASD,ava_images___272643.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___272643.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___272643.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___272643.png,train,-0.8019879,-2.0841446,-1.4894418,-1.300682,-0.8339949,-0.25267088,-0.5356665,-0.46567652,2.408824,0.68292457
PASD:ava_images___27335,PASD,ava_images___27335.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___27335.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___27335.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___27335.png,test,4.3572283,3.8050244,3.837039,-0.6552974,-1.2023075,1.0034597,-4.938582,2.0422196,-0.20527546,-2.9951286
PASD:ava_images___273810,PASD,ava_images___273810.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___273810.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___273810.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___273810.png,test,-2.2588973,-1.754278,-1.0933814,-2.4590445,0.3539341,-1.055128,-0.5099342,-0.6720425,-1.9683281,0.9544021
PASD:ava_images___273896,PASD,ava_images___273896.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___273896.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___273896.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___273896.png,train,-1.9234642,-0.16418386,-1.222368,-2.7891154,-1.024498,0.92282003,0.9822721,-1.5969591,-2.5119739,-0.94453216
PASD:ava_images___276910,PASD,ava_images___276910.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___276910.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___276910.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___276910.png,test,2.9869256,5.6256313,0.2048909,2.8875327,4.0641594,-2.1725898,2.6886406,-1.3339182,1.6910429,1.69492
PASD:ava_images___277109,PASD,ava_images___277109.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___277109.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___277109.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___277109.png,train,0.027972989,-1.6247814,-1.8535311,-1.1006097,-3.1139498,-2.689352,-1.0542462,0.9473574,6.0561895,2.3084953
PASD:ava_images___278449,PASD,ava_images___278449.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___278449.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___278449.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___278449.png,train,-3.379974,1.6429555,-0.47192279,-4.0062175,-0.12105477,-1.7533804,-0.1156464,-0.7716031,-1.0678973,-0.37400034
PASD:ava_images___280780,PASD,ava_images___280780.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___280780.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___280780.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___280780.png,train,2.1516526,-1.781788,-0.8933855,1.2436727,1.2278893,-0.11760342,0.09009616,0.74476063,-0.7829456,-0.7954152
PASD:ava_images___281,PASD,ava_images___281.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___281.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___281.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___281.png,test,0.47155845,-1.9569825,1.379663,0.94765127,-0.47736222,0.90777844,-0.021135166,-0.21395919,0.079021394,-0.28725466
PASD:ava_images___282272,PASD,ava_images___282272.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___282272.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___282272.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___282272.png,test,6.3097034,3.926954,-0.82076615,1.7356192,-2.5695724,-2.3970447,-2.4958086,-0.7931856,-0.70504594,0.32293662
PASD:ava_images___282801,PASD,ava_images___282801.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___282801.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___282801.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___282801.png,train,4.450513,2.4952486,-0.5486673,3.0203543,-5.7914276,-1.3076981,-1.7270279,-2.5250905,-1.3632818,0.84236246
PASD:ava_images___28323,PASD,ava_images___28323.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___28323.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___28323.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___28323.png,train,-0.057686225,-2.7971802,-1.0644194,-0.089818716,0.14643621,-0.07836473,-0.24530508,-0.001781147,1.048478,-0.5235334
PASD:ava_images___283891,PASD,ava_images___283891.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___283891.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___283891.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___283891.png,test,5.8580194,1.8528345,0.34710032,1.7758065,0.039233804,-0.37384784,-1.3849018,-0.2371017,-0.7640282,0.95286524
PASD:ava_images___284084,PASD,ava_images___284084.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___284084.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___284084.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___284084.png,train,-0.09287447,-3.0009809,-0.49026078,0.5598041,0.53651226,0.21063083,-0.04153513,-0.09390484,0.017919093,-0.25558197
PASD:ava_images___285041,PASD,ava_images___285041.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___285041.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___285041.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___285041.png,train,4.676085,1.2893894,-1.8045402,0.9638246,1.7894609,-0.4434452,1.2026696,-0.13972874,-0.56980026,0.2886572
PASD:ava_images___28621,PASD,ava_images___28621.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___28621.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___28621.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___28621.png,test,-2.5021229,-0.17503405,-1.897675,-3.750413,-0.27459067,-1.2253948,-0.7560276,-1.1614543,-1.6810817,-1.7172478
PASD:ava_images___286848,PASD,ava_images___286848.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___286848.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___286848.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___286848.png,test,2.5767186,-0.9040878,-0.5682974,1.4157753,1.1621854,0.5727832,1.5373058,-0.24049532,-0.32345414,0.44408065
PASD:ava_images___289007,PASD,ava_images___289007.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___289007.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___289007.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___289007.png,train,-0.3457323,-0.91390276,-0.67961186,-2.2674813,0.73312217,-2.2243352,-1.6593304,0.52734613,-1.0136468,1.6391524
PASD:ava_images___290193,PASD,ava_images___290193.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___290193.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___290193.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___290193.png,test,1.3277577,-1.0011985,-0.33668655,1.903591,-3.241154,-1.7982479,-0.20399502,-2.0386605,1.348555,-0.5702847
PASD:ava_images___290259,PASD,ava_images___290259.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___290259.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___290259.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___290259.png,test,0.40518138,3.2285411,1.0709975,-2.478469,1.9259868,2.8889046,-0.99440575,-1.2806722,0.55646914,0.3019296
PASD:ava_images___291189,PASD,ava_images___291189.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___291189.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___291189.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___291189.png,test,-1.2057748,1.8998368,1.298682,-4.2892103,0.5553804,0.39189148,-1.0757601,1.1742991,-0.67109317,-1.8028547
PASD:ava_images___291365,PASD,ava_images___291365.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___291365.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___291365.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___291365.png,train,-0.57531023,0.053341627,-0.90278196,-3.2357235,0.4159271,0.37090564,-1.1053786,-0.3089168,0.2294882,-1.571464
PASD:ava_images___291847,PASD,ava_images___291847.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___291847.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___291847.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___291847.png,train,-1.3658267,0.021299839,-0.8308407,-2.16986,0.17958844,0.20154727,-0.5863757,-1.9374698,-1.5050899,-1.1027793
PASD:ava_images___292825,PASD,ava_images___292825.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___292825.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___292825.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___292825.png,train,-2.7483375,-0.020442724,-1.6369853,-3.6035857,-1.0355117,-0.8780942,0.71502155,-1.5136775,-1.3356241,0.0638702
PASD:ava_images___293982,PASD,ava_images___293982.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___293982.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___293982.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___293982.png,train,-2.718302,0.05708933,-0.39851347,-2.0665894,0.19202584,-0.5742332,-0.24993038,-0.7547846,-1.911515,-0.14546105
PASD:ava_images___295451,PASD,ava_images___295451.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___295451.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___295451.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___295451.png,test,-1.5782573,-0.5816071,-0.117351174,-1.9796535,-0.3103413,-0.25736296,-0.42961437,-0.7742268,-0.697714,0.085242994
PASD:ava_images___296993,PASD,ava_images___296993.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___296993.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___296993.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___296993.png,train,-1.6834253,-1.08378,-0.1570012,-2.3859105,0.63257,-0.5542983,-0.8962432,-0.2838584,-0.5986917,1.7573742
PASD:ava_images___297868,PASD,ava_images___297868.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___297868.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___297868.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___297868.png,train,2.5515862,0.21571088,-1.3670778,0.92475,-0.99528426,-0.05698228,-0.31361544,0.28470108,-1.4539014,-1.1030637
PASD:ava_images___299904,PASD,ava_images___299904.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___299904.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___299904.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___299904.png,test,-1.8955338,-1.4473338,0.14018893,-0.82852674,1.2867868,-0.375538,-0.1424247,0.3682399,-1.6524457,0.35404748
PASD:ava_images___300457,PASD,ava_images___300457.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___300457.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___300457.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___300457.png,test,-1.3525277,-0.60045505,-2.1810286,-3.4827695,-0.15821618,0.15855855,0.29792565,0.61849844,-1.6457453,0.39953667
PASD:ava_images___300547,PASD,ava_images___300547.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___300547.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___300547.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___300547.png,test,-1.9068872,-0.26935983,-1.6049135,-1.9796451,-1.5111225,1.4528009,1.263932,1.215926,-1.9043245,1.4088118
PASD:ava_images___303595,PASD,ava_images___303595.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___303595.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___303595.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___303595.png,test,0.37309223,-1.3235788,-1.3715055,-0.48217535,-2.9119806,-0.55431664,0.47630185,-2.3548312,1.8368368,0.3252861
PASD:ava_images___304223,PASD,ava_images___304223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___304223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___304223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___304223.png,train,0.09919532,-0.76667404,-1.8112764,-2.3144088,1.1700794,0.23826665,-0.40246177,-0.16061722,0.34556365,-1.4697992
PASD:ava_images___30548,PASD,ava_images___30548.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___30548.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___30548.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___30548.png,train,0.8697531,-1.2325085,1.9116044,1.8356091,-1.9361877,-2.2014322,0.091941446,-0.7829741,1.7708538,0.05162736
PASD:ava_images___306155,PASD,ava_images___306155.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___306155.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___306155.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___306155.png,train,-1.9025747,-0.22316575,1.2276416,-0.9307965,0.8223967,-1.6686627,1.216711,0.105795994,-0.8925697,1.1248168
PASD:ava_images___307463,PASD,ava_images___307463.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___307463.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___307463.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___307463.png,test,-0.21906789,1.0965779,-1.4956014,-2.6613317,-0.014927983,-0.54227424,-0.6959469,-0.98556554,0.6732881,-2.7046843
PASD:ava_images___308188,PASD,ava_images___308188.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___308188.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___308188.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___308188.png,train,-0.33950585,-1.2686952,1.2586274,-0.8003565,1.1571958,1.3748176,-0.28683442,-0.11880526,-1.0320296,-0.61261773
