sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004,resnet_pca_005,resnet_pca_006,resnet_pca_007,resnet_pca_008,resnet_pca_009,resnet_pca_010,resnet_pca_011,resnet_pca_012,resnet_pca_013,resnet_pca_014,resnet_pca_015,resnet_pca_016,resnet_pca_017,resnet_pca_018,resnet_pca_019,resnet_pca_020,resnet_pca_021,resnet_pca_022,resnet_pca_023,resnet_pca_024,resnet_pca_025,resnet_pca_026,resnet_pca_027,resnet_pca_028,resnet_pca_029,resnet_pca_030,resnet_pca_031,resnet_pca_032,resnet_pca_033,resnet_pca_034,resnet_pca_035,resnet_pca_036,resnet_pca_037,resnet_pca_038,resnet_pca_039,resnet_pca_040,resnet_pca_041,resnet_pca_042,resnet_pca_043,resnet_pca_044,resnet_pca_045,resnet_pca_046,resnet_pca_047,resnet_pca_048,resnet_pca_049,resnet_pca_050,resnet_pca_051,resnet_pca_052,resnet_pca_053,resnet_pca_054,resnet_pca_055,resnet_pca_056,resnet_pca_057,resnet_pca_058,resnet_pca_059,resnet_pca_060,resnet_pca_061,resnet_pca_062,resnet_pca_063,resnet_pca_064,resnet_pca_065,resnet_pca_066,resnet_pca_067,resnet_pca_068,resnet_pca_069,resnet_pca_070,resnet_pca_071,resnet_pca_072,resnet_pca_073,resnet_pca_074
SUPIR:ava_images___705138,SUPIR,ava_images___705138.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___705138.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___705138.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___705138.png,test,4.4231205,-0.14764905,-0.5766884,1.2196269,-0.37997228,-0.7242203,-1.0093186,0.7820636,-0.841576,-0.33694696,-2.9623888,-1.3973024,-0.31922004,0.044226155,-0.033719122,-0.85733473,-0.5193542,-1.3090869,-0.4735354,0.4150467,-2.0442913,-2.905995,0.63953143,0.8756094,0.38808602,-0.26076096,-0.8163251,0.5672176,-1.0068195,-0.06245628,2.3669348,-0.16883463,-0.20393476,-0.027898908,-0.12563294,-0.24449119,-1.6506389,-0.17156255,1.4556745,0.068778664,-0.034348443,-0.94555616,0.12774426,0.9715145,0.30924192,-0.13557045,-0.06823473,0.24596122,1.0724994,0.9430772,-0.3340106,-0.37517682,0.5433387,-0.25345576,-0.46156734,-0.13990673,1.2392571,-0.26174414,0.56395185,0.26528063,-0.10565533,0.3816248,0.76016784,1.264884,-0.048811182,-0.18641442,0.07336533,-0.41555327,-0.65221465,-0.4581473,-0.018238695,-0.071559496,0.07804961,0.6350364,1.1154754
SUPIR:ava_images___705188,SUPIR,ava_images___705188.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___705188.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___705188.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___705188.png,test,2.3646426,1.2099164,3.4807386,-0.5296675,-2.313199,4.69418,0.7308365,1.3272864,0.7808502,0.9803615,-0.7043604,0.2691008,1.0663347,0.8888216,-0.09070283,0.52029663,-0.2523342,-0.10823035,-1.8875289,0.7213753,1.1335422,-0.05435145,-1.0271554,1.2570311,-1.0217113,-0.34490722,-0.66232246,-0.5066842,-0.7368703,0.5106391,0.8492945,-0.73133504,0.35497648,0.02179955,-1.1074237,0.47611055,-0.2546928,0.44271517,-0.19425389,0.39676616,0.49238122,0.03550145,0.67040837,0.2398546,0.3238139,0.2676267,0.38765937,0.15314421,0.014815509,0.3278892,-0.006352648,0.1204596,0.28055564,-0.018076845,0.13147399,0.1964729,-0.11891255,-0.05991342,-0.26375523,0.3470288,-0.40660715,0.3214583,-0.029074892,-0.17318346,0.3151133,0.03829225,-0.020835027,0.03158524,-0.15686959,-0.14570315,0.71409225,0.6662976,0.21153079,-0.30043817,-0.015074257
SUPIR:ava_images___705351,SUPIR,ava_images___705351.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___705351.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___705351.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___705351.png,train,-0.27944368,-3.2368038,-0.7204135,1.5980177,1.0419412,0.3921163,0.9516298,0.0068311244,-0.36429667,-0.81697166,1.1793401,0.32074708,1.0194016,1.1483288,-0.4748127,0.34324747,0.23700455,0.6418046,1.1926844,0.27473244,-0.45361102,-0.80384386,-0.20831083,-0.2690164,0.86887795,0.056999326,0.2997362,-0.9146173,-1.201682,-0.5849758,-0.7750157,1.3856003,0.22619921,-0.39454293,-0.8168335,0.4414618,1.4610711,0.44342387,0.88546795,-0.20757364,-0.10235219,-0.63770527,0.37074327,1.1007591,0.2941866,0.24242838,-0.29994673,-0.40362826,-0.41111222,-0.35056266,0.16944714,0.059869677,-0.03284064,0.1527483,0.049063593,0.30220535,0.37002468,-0.22758797,-0.003264606,0.8498087,-0.5643862,-0.8489871,-0.32380894,0.6568818,-0.20937955,0.17451084,-0.08296582,0.6921287,0.12495081,0.29288453,-0.36270985,-0.06623836,0.55808663,0.1161466,0.29264814
SUPIR:ava_images___705693,SUPIR,ava_images___705693.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___705693.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___705693.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___705693.png,train,-1.0646815,-1.7969172,-1.7725505,-1.6730856,0.5965369,-0.49999,-0.19566283,-0.6185632,-0.39273417,0.5824434,-0.7760387,1.2881465,0.24208516,-1.7120473,1.8259857,-0.7271921,0.1639894,-0.265364,0.8394653,-1.4885324,0.70676804,1.1525989,-0.18433583,0.94101787,-1.4902267,0.64542896,0.39347604,-1.1095513,-1.4675292,0.812248,0.6103058,2.2315893,1.3363948,-0.0011420697,-0.55362666,-0.69690096,-0.18083325,-0.5257652,0.19893068,0.57134867,1.2439088,0.63568795,-0.568585,-0.67412096,1.5124259,-1.2653247,-0.65213114,1.343911,0.6963229,-1.0829525,-0.29861215,-0.2858842,-0.5921234,-0.32710853,0.23573807,0.54441154,0.32196772,0.3495021,0.6446718,0.5351459,1.1213431,1.4022543,-0.5008248,0.14945719,-0.0632918,-0.06905622,-0.63322306,1.0512854,0.13299605,1.1189222,1.4699649,1.8161818,1.6988482,1.0636896,0.55104184
SUPIR:ava_images___70738,SUPIR,ava_images___70738.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___70738.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___70738.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___70738.png,test,0.9318083,-2.1993625,0.461644,0.65842324,0.46144417,1.2750146,-0.7769794,0.6788908,-0.457115,-0.60792595,0.1541509,-0.082731545,0.036975533,1.9535621,-0.86218125,-0.22416951,-0.39252776,-0.07401994,-1.8468744,-0.7294077,0.83232987,0.357879,-0.6963528,0.7943176,-1.3577995,-0.123661675,-0.56734896,-0.54759145,0.7415027,1.1380664,0.7171504,0.5700916,0.476772,-0.52791625,-0.9050834,0.626966,-0.05814047,-0.108392745,0.53495747,0.18553178,1.0938338,-0.9157821,0.58320177,-0.1895731,-0.21358848,0.4875558,-0.39497355,-0.5595134,-0.43699956,-0.18129918,-0.4454968,-0.36834422,0.28024447,0.48043603,0.15551165,0.5713078,-0.60419965,-0.1227349,0.3166232,0.74983656,-0.8359954,0.25206873,-0.08836931,-0.6557419,-0.4295174,0.014293291,0.40943277,0.4268416,-0.5254075,-0.17721929,0.06336561,-0.5096114,0.38260907,-0.9631405,-0.15531398
SUPIR:ava_images___710191,SUPIR,ava_images___710191.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___710191.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___710191.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___710191.png,train,-2.9598026,1.3387659,0.15828139,-2.9329233,-1.0691435,-1.2634677,0.9876016,-1.2979007,-1.1381689,-0.8366236,0.5431826,0.5025372,0.11235252,1.273704,0.5178574,-0.4800602,0.48700765,-1.9768221,-1.8956604,0.76386064,0.757115,-0.34470809,1.3385181,-0.2804099,0.6604489,-0.42940474,0.35443458,1.0048838,-1.7101928,-0.47464883,-1.1751459,-0.775725,-0.43969533,-0.61115646,0.8374481,-1.250631,-2.222258,2.2367525,-0.14982724,-0.341031,-0.09487355,0.8761449,-0.99196595,1.0959496,-0.20128188,0.020210125,-1.1549131,-1.7492038,-1.9342209,1.9039146,-1.191793,1.2037209,0.18805984,0.15519965,0.21810427,0.5695508,-0.5866413,-0.13085243,1.0932701,0.18085444,0.15579195,-0.47419676,0.074653536,0.24264786,-0.09710166,-0.9958737,-0.15949944,-0.032818995,0.0048851855,-0.04188209,-0.72221786,0.32572123,1.1330688,0.20729607,0.23149648
SUPIR:ava_images___710291,SUPIR,ava_images___710291.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___710291.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___710291.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___710291.png,train,-1.8615178,0.3556416,-1.6481867,-3.5514312,-0.78990597,-1.79991,-0.023033619,-0.19706036,0.2530616,-2.0336218,0.86913556,-1.4610109,1.2610221,0.2474956,0.34479886,-0.5060147,-0.19502747,-1.6720268,-2.2597785,-0.7172711,1.218297,-0.10483539,0.68345374,-2.2275279,0.73610157,-0.34681147,-0.07697904,1.419581,-0.6468348,-0.48236382,-0.6830041,-0.28692886,0.7242878,-1.3600237,1.3689806,-0.6360426,-0.97036356,3.1088924,-0.687132,0.10095906,1.1695412,1.2087239,-0.3726059,1.2753379,-0.559996,-0.50348204,-0.8822441,-0.24884501,-1.1314347,2.238804,-1.0934404,0.124962494,1.1917692,0.9686465,1.1029,0.07914256,0.6965963,-1.0937613,0.40601543,0.3401295,-0.25221395,-0.03348556,0.44035253,0.83029705,-1.3970413,-0.76460326,-0.53281283,0.17139333,-0.76510274,1.0881983,0.47908363,0.25662068,1.0551584,-0.18223865,0.19328535
SUPIR:ava_images___711121,SUPIR,ava_images___711121.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___711121.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___711121.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___711121.png,train,0.18400057,-0.63153243,3.1875637,-0.6314447,-1.37149,2.790345,0.8430048,-2.8740964,0.45948815,1.7561774,-0.9514596,-0.2622363,-0.76215076,1.7000169,0.5957254,-0.59869826,0.025449783,-1.0107372,1.448424,0.39127377,-0.5626214,-0.50467086,0.09191226,-0.00034937263,-0.103700124,-0.024913227,-0.2192924,-0.81021833,0.6655589,0.6907864,0.105295226,0.4987183,0.25117666,0.06407796,0.7738224,-0.5629854,0.05368112,-0.23202148,-0.087798424,0.6550238,-0.0759981,0.89950776,0.5000272,-1.42512,0.49452344,0.6559454,0.29039067,-1.5448858,-0.7779003,0.99436736,-0.9541854,-0.94927037,-0.16576876,-0.33055416,-0.529808,0.13083187,-0.18497026,-0.25057483,0.22546385,0.73709166,-0.60330063,0.6987535,0.34265313,0.40213674,-1.091431,-0.16332626,0.35105908,0.39862958,0.52434045,0.40820342,0.05794523,0.14149731,-0.7826059,-0.40688002,0.56325465
SUPIR:ava_images___71267,SUPIR,ava_images___71267.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___71267.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___71267.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___71267.png,train,-0.8091774,-1.7494438,-2.0681608,-1.0106086,-2.0901005,0.44864583,2.4480927,1.3866681,-0.07783267,-0.30018348,-0.6687704,0.6612641,1.1511071,-0.35170308,-0.28159517,0.27404818,-0.952461,1.2133912,-0.45777497,-0.38710833,0.5157066,0.54847604,1.2363348,-0.4114721,0.02256248,1.1573931,0.50235534,1.5331519,0.4106425,0.34642446,1.1789415,-1.0313296,-1.004945,-1.2287514,0.5678654,0.3257363,0.9252295,1.6381366,0.2147392,0.50728256,-0.51256824,-0.71792567,-0.38752028,-0.51740557,-0.43158057,0.7260236,0.7012065,-0.6078892,1.1559706,-0.13835017,-0.5177429,0.72729737,0.09756196,0.61942935,0.82743037,0.97403246,0.18045738,-0.88484514,-0.891991,-0.47080684,-0.8908867,-0.003407091,0.12801829,0.15673772,0.23245284,0.6933837,0.19739197,0.47476426,0.73061424,0.9779224,-0.32953492,-0.22840321,-0.8911654,-0.38834903,-0.053536616
SUPIR:ava_images___713123,SUPIR,ava_images___713123.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___713123.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___713123.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___713123.png,test,1.8180205,0.39265847,2.3919475,-0.9453958,-0.5219756,2.595994,-0.7083345,-0.21090245,0.58783156,-1.6143789,-1.167778,1.293014,-0.44899878,1.3021218,-0.6457061,1.8780254,0.2269913,-0.55750465,-0.52862215,0.39295214,0.8422048,0.016093135,-0.032830317,0.17488264,-0.72031873,1.3796619,0.6219389,-0.614094,-0.2791835,0.256348,0.5488715,0.52234745,-0.090664685,0.2531312,-0.9562266,-0.63115203,-0.28978354,-1.0867113,0.27895746,-0.1672603,-0.05231726,0.8163358,0.6088744,-0.44099087,0.3303511,-0.044418618,0.33759296,-0.25639996,-0.59726095,-0.22883931,-0.44542748,-0.46948522,-0.36699432,-0.47271562,0.42593285,-0.64991856,-0.7115275,-1.0657272,0.01585555,0.32175753,-0.36747724,0.11645603,0.90311825,-0.5395157,-0.7080356,-0.08771361,-0.14524406,0.7428873,-0.3588491,0.031212274,0.008439137,0.2531773,0.18004867,-0.58981246,-0.91184825
SUPIR:ava_images___713164,SUPIR,ava_images___713164.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___713164.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___713164.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___713164.png,train,-0.7678013,-2.1585226,1.0032377,2.887855,1.1418806,-1.0690495,3.2628999,-0.06266575,0.006248772,-1.6981069,1.9548407,2.5462322,1.1977508,4.1040573,-0.3706724,0.7217703,0.41654328,2.323344,2.7172127,1.8935944,-1.9761424,-3.4403782,-2.0205865,-1.8073748,1.7980303,0.76245326,-0.10416603,-2.9018335,-3.209274,-0.371054,-2.1024575,3.27488,0.6588407,-1.7800021,-0.14163582,0.672531,4.755955,1.1798989,1.5951211,-0.28874385,1.0074795,0.5291933,0.21864215,1.3672544,0.86475265,0.9315698,-1.2588869,-0.45125186,1.606633,0.027326003,1.1317017,0.33838117,1.2081379,-0.3167566,0.60764503,0.4379682,0.7776805,-0.0634174,0.07847749,1.6679071,-0.47061926,-1.547547,0.7612947,-0.054702878,-0.24821636,0.5471529,-1.1457808,0.074685745,1.0272434,1.0525515,-0.63514876,-0.031485125,-0.26513594,0.5634624,0.6599489
SUPIR:ava_images___713393,SUPIR,ava_images___713393.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___713393.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___713393.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___713393.png,test,0.62347525,0.99378943,0.016673386,-0.5360478,-5.0193615,1.3082769,3.1234765,-1.6444074,0.23062748,1.3094352,-0.28912926,-0.5191796,1.5763631,-0.8214081,1.4851925,1.8601284,-0.9748249,-0.00035846233,0.69396836,1.4720925,0.7462888,0.19997665,0.23828796,0.4951002,0.3579938,0.6702089,1.5174592,0.56557524,0.48824686,-0.14394127,0.067284286,0.5983914,-1.1047099,0.45694414,-0.54941547,0.35634083,-0.21393222,-0.14423355,-0.1277121,0.51313275,-0.3644303,-0.22936434,0.4379069,0.5702689,-0.321561,1.103014,0.036011264,-0.17511734,-0.53019816,-1.003962,-0.62348676,0.24858366,0.5602539,0.29378563,-0.7878832,0.45060974,-0.96801025,-0.6727295,0.27388045,0.47081962,-0.5064522,0.092339605,0.69307935,0.11838044,-0.38243243,-0.39984623,-0.363705,-0.04528684,-0.42538172,-0.12531918,0.2870049,0.13882256,0.16680619,0.082568236,-0.103138626
SUPIR:ava_images___715503,SUPIR,ava_images___715503.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___715503.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___715503.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___715503.png,test,0.5650315,-2.6033063,-0.6207277,0.52670926,0.9759769,0.5388972,0.06548594,0.46880385,-0.25600496,-0.27903742,0.23149174,-0.43833953,-0.63516295,0.1883517,0.112903655,-0.013576563,0.18600625,-0.62304825,0.35233104,-0.21010774,0.41061068,0.4627245,-0.27001345,-0.04798515,0.018274171,-0.30323374,0.56303775,0.42328095,-0.2861979,-0.09171502,-0.03478135,0.39598972,-0.34283075,0.14958872,0.0014695972,0.09849311,-0.5243488,-0.12766325,0.06367251,-0.14301929,-0.2565747,-0.64809346,-0.107728794,-0.25926206,-0.00047415495,-0.033198208,-0.0025838763,0.117806494,-0.1653044,0.35644114,0.19988362,0.13247408,0.2663005,-0.48999396,-0.4333803,0.003612427,-0.19312993,-0.015606418,0.41459292,0.13471015,-0.16079961,-0.47564527,-0.21453156,0.0029609948,-0.3621248,0.14639127,0.081131846,-0.20827657,0.028390242,-0.046240427,0.5114707,0.30527166,0.023514837,-0.113685094,0.25885147
SUPIR:ava_images___716652,SUPIR,ava_images___716652.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___716652.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___716652.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___716652.png,train,2.0465608,-2.2349067,-0.3071635,1.7139857,-1.2923493,-1.0704037,-0.8764602,-0.8282447,-0.62693036,-1.1365782,-1.4983287,-1.1755688,0.5192115,-1.4343157,0.70542717,-0.48072556,-2.2696471,-0.51357514,0.61758935,-0.21914242,-0.4020664,-1.0911559,0.7000186,0.91390085,-1.4437077,-0.48411214,-0.14982456,0.83960426,0.12516966,-1.2749531,-0.39451617,-1.3296143,-0.8814917,-0.5437507,0.47662118,0.12824744,0.7970974,0.2278242,1.5647343,-1.2723248,-0.24945614,0.10525891,-0.9846603,0.7598896,-0.14560232,-0.91708505,0.7099502,0.5450581,0.10587117,-0.059953257,0.5441252,-0.69112897,-0.6367929,0.0069068596,0.52160585,-0.21612184,-0.3401409,0.17537087,0.26514962,0.24293196,-1.091482,0.04897511,-0.7967441,-2.0971951,0.7564355,-0.0691761,-0.38299003,0.5300634,1.0348666,-0.024669409,0.6209483,0.19232854,-0.27795374,-0.29712147,0.30144015
SUPIR:ava_images___719276,SUPIR,ava_images___719276.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___719276.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___719276.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___719276.png,test,-0.023324009,-3.1266515,-0.54965323,0.6735297,0.7745142,0.75935745,-0.17139351,0.08456429,0.17126286,-0.09417858,0.46113718,-0.23656093,-0.41898245,-0.31004986,0.2925009,0.20486686,-0.2925956,-0.0645881,-0.2314111,0.03210151,0.22363332,0.33269247,0.10788078,-0.27933392,0.007948754,0.28983328,0.33283907,0.4277441,-0.033316717,-0.07032843,0.030772768,0.118982196,-0.28258568,-0.13926424,-0.044315994,-0.06418891,-0.06040719,0.14453377,-0.17963237,0.032899838,-0.18192576,-0.39593506,-0.09004872,0.020203818,-0.0046505034,0.03257683,0.022021472,0.21436691,-0.16040541,-0.11190889,-0.030775644,-0.11055729,0.019182546,-0.04419333,-0.3247754,-0.01825413,-0.21769877,-0.21603823,0.09349045,-0.12407568,0.035257123,-0.33079228,0.0013255626,0.018190794,-0.24637723,0.22106859,0.22497097,0.142869,0.16145861,-0.018548593,0.2413336,-0.0506083,0.1357426,-0.03582724,0.02083994
SUPIR:ava_images___719419,SUPIR,ava_images___719419.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___719419.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___719419.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___719419.png,train,-1.6928406,-0.19924188,-1.4962997,-3.8820224,-2.4375496,-0.17953897,1.6301415,2.4958518,-1.3534948,0.9634177,-0.75654906,2.2471259,-0.045216665,-1.6359173,0.22258839,-0.1316067,-1.0583242,0.86739564,0.0152729675,-0.6786979,0.95805645,-0.6452005,-1.0974382,0.3914731,0.18004109,-0.06515653,-0.37467623,1.0313722,0.013009027,-0.64085513,0.48432165,-0.4879212,0.485838,-1.0862011,-0.3189441,0.37535167,-0.016288117,0.9509672,-0.5581624,-0.24475877,-0.9816838,0.59373367,-0.37134254,1.1498406,-0.26469955,-0.7606641,0.4183439,-0.62785894,-0.6090266,0.7158647,0.055444613,-0.6425595,0.31811,-0.73374385,-0.30180877,0.4558397,-0.687414,-1.1021216,-0.61614144,-0.41080838,0.14158449,-0.6635792,0.44255033,0.70434225,-0.49889344,0.41575313,0.83257496,0.55960876,0.21247098,-0.53342843,-0.4837301,-0.024382249,0.13634023,0.11674606,0.9194144
SUPIR:ava_images___721074,SUPIR,ava_images___721074.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___721074.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___721074.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___721074.png,test,-0.48274216,-2.352522,1.315618,1.2380567,1.0675551,-1.2322909,1.0788071,0.985016,0.3591869,-1.5771511,0.7762733,0.3851115,-0.7880634,-0.6687119,-0.72266406,-0.14549945,-0.7332256,-1.1446759,0.054644592,0.17966463,1.0794606,0.18200767,-0.15284285,-0.15503052,0.99447817,-1.1416324,-0.91161865,1.1813166,-0.8483712,0.023819894,-0.5767649,0.044666603,-0.14918068,1.0162898,0.25443456,-1.03935,0.4293329,-0.20957491,0.72435385,0.2217986,-0.06056407,0.2878451,0.6167485,-0.16732141,0.06310077,-0.26760146,-0.38815558,0.11954346,0.3437777,0.5794612,0.08701618,0.86965954,0.25578052,0.48929465,-0.22025728,-0.3649434,-0.51629627,0.22161674,-0.06517804,-0.45266807,-0.35184926,0.5990424,0.08482292,-0.75907433,0.03292352,-0.1085201,-0.4731628,0.26981434,-0.39293993,-0.57225674,0.18080354,0.4401898,0.48487073,-0.24672884,0.17114523
SUPIR:ava_images___721536,SUPIR,ava_images___721536.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___721536.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___721536.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___721536.png,test,1.4482088,-0.22922206,-0.9751555,-1.0183164,-0.7573227,-0.13438225,-0.074290514,-1.33434,0.20248199,-2.0382264,-2.2991889,-0.84308565,1.1090336,-1.723891,0.7104795,0.46361372,-1.6360822,1.2567677,1.1194029,-0.09724222,0.06645667,-0.12947416,-0.7436073,-0.12134442,-1.5020366,0.28127825,0.038534313,-0.22612837,0.20229766,-0.64755845,-1.161706,0.94421077,0.5809017,0.5356274,0.5369139,-1.0705371,0.4007414,-0.3632234,-0.23673394,1.5795989,0.15285988,0.012055218,0.6804906,-1.0769315,0.50183403,-0.17184502,-0.17786375,-0.27982906,-0.11131135,-0.5916218,0.7408313,0.6542261,0.58387905,-0.87863654,0.15816042,-0.9226249,-0.09648322,-0.25144774,-0.16172376,0.36700597,0.64274496,-0.8554319,0.63427484,0.28713644,0.09521729,0.9491889,-1.3946478,-0.081340455,0.22396107,-0.96024984,0.6881234,0.18586785,1.6304743,-0.66869473,0.044760197
SUPIR:ava_images___721905,SUPIR,ava_images___721905.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___721905.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___721905.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___721905.png,test,3.2026072,2.0939963,3.1630943,-1.8580588,0.42099732,2.3189063,-2.1438975,1.4364283,0.86504614,-3.1871924,-1.242089,0.10010558,0.08082327,-1.398463,-0.7510974,1.1356095,0.5791899,-0.29499972,2.1746693,1.1058562,-1.9325404,-0.6978326,0.46258262,-0.44539058,0.18042171,0.6192264,-0.23395288,-0.41309628,0.40188086,-0.066210285,0.39015847,-0.10780308,-0.24988066,0.6554772,-1.2533731,0.60862267,-0.101408884,-0.22307369,-1.1594099,0.5632913,0.03426674,1.4589026,-0.8483619,-0.76484483,-0.30512097,0.56701505,0.6150209,0.6354972,0.39724126,0.9257883,0.90042466,-0.1560431,-0.6688499,-0.08191348,0.24282208,-0.25716323,-0.7067159,0.78251475,0.22349763,0.07731043,-1.1310897,-1.5095669,0.23122251,0.93304914,-0.19480357,0.02404242,-0.29709134,0.57822514,0.527421,-0.40072703,0.2126098,-0.12025332,0.8777024,-0.1443091,-0.5826198
