sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,vgg_pca_005,vgg_pca_006,vgg_pca_007,vgg_pca_008,vgg_pca_009,vgg_pca_010,vgg_pca_011,vgg_pca_012,vgg_pca_013,vgg_pca_014,vgg_pca_015,vgg_pca_016,vgg_pca_017,vgg_pca_018,vgg_pca_019,vgg_pca_020,vgg_pca_021,vgg_pca_022,vgg_pca_023,vgg_pca_024
PASD:voc_emotic_ava___VOC2012__2009_002903,PASD,voc_emotic_ava___VOC2012__2009_002903.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/voc_emotic_ava___VOC2012__2009_002903.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2009_002903.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2009_002903.png,train,-6.638563,-46.677124,55.578773,15.587744,35.860493,3.4957194,-12.653097,7.3541074,-2.1002316,-20.537952,3.86669,-8.230442,-8.292169,-6.4343715,-25.869799,-18.946724,12.730561,6.563991,-4.772836,-16.564941,5.7423525,1.2114582,-27.145834,2.7866616,-24.049679
PASD:voc_emotic_ava___VOC2012__2009_004753,PASD,voc_emotic_ava___VOC2012__2009_004753.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/voc_emotic_ava___VOC2012__2009_004753.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2009_004753.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2009_004753.png,train,32.17728,-34.36081,-13.201233,-9.830883,-1.4335849,9.982227,27.73241,-4.895045,-3.7583938,6.0352817,-19.825964,11.064474,55.942825,1.5961772,0.9041717,45.09638,-17.73344,2.3047938,-0.4634996,-34.736248,22.42516,-21.11577,-19.898228,6.6980133,4.1512775
PASD:voc_emotic_ava___VOC2012__2009_004914,PASD,voc_emotic_ava___VOC2012__2009_004914.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/voc_emotic_ava___VOC2012__2009_004914.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2009_004914.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2009_004914.png,test,36.57134,-70.186485,13.2434025,9.50926,-1.8924594,20.210184,-12.371593,10.664222,-11.998301,6.910495,-43.111588,6.7062025,-1.1066039,13.818511,0.6808002,0.8864875,18.042572,-5.601716,7.1363254,33.959152,-19.929115,-2.003407,1.4783285,20.127087,11.9911585
PASD:voc_emotic_ava___VOC2012__2010_004137,PASD,voc_emotic_ava___VOC2012__2010_004137.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/voc_emotic_ava___VOC2012__2010_004137.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2010_004137.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2010_004137.png,test,-13.160885,-8.199236,8.577549,14.033903,23.078554,3.2732008,4.3835764,6.2770376,-6.8440375,-3.898761,11.398175,-0.7465458,7.6939764,-3.9227738,-3.3603864,-6.505455,8.635682,-5.0340004,-4.0758886,-4.243904,-0.9763484,7.0426965,0.67231864,0.2969042,2.182966
PASD:voc_emotic_ava___VOC2012__2010_004235,PASD,voc_emotic_ava___VOC2012__2010_004235.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/voc_emotic_ava___VOC2012__2010_004235.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2010_004235.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2010_004235.png,train,-10.696255,3.1146345,11.159681,-18.802494,-10.957022,0.9126378,6.9029284,13.490508,-11.796284,-4.2071357,-13.840512,4.7144585,-1.2930646,0.60792613,-4.3806567,-1.0683789,4.772129,-3.0705194,-9.261631,6.344885,3.0478566,8.333024,0.10713637,-8.261862,-6.3273067
PASD:voc_emotic_ava___VOC2012__2010_004399,PASD,voc_emotic_ava___VOC2012__2010_004399.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/voc_emotic_ava___VOC2012__2010_004399.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2010_004399.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2010_004399.png,test,54.463505,23.870033,3.7733757,4.870121,13.443881,0.31096828,-10.480705,11.097669,-9.652398,1.3927612,-1.2993126,3.709362,-1.9802165,1.5639254,9.705101,9.624857,0.99257326,7.187778,3.8228054,0.6989417,-4.170267,-0.76743495,7.8389215,-1.1280535,-6.2558947
PASD:voc_emotic_ava___VOC2012__2010_004971,PASD,voc_emotic_ava___VOC2012__2010_004971.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/voc_emotic_ava___VOC2012__2010_004971.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2010_004971.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2010_004971.png,test,33.794853,-82.12568,33.84884,30.48491,41.527023,-38.976357,11.631044,21.031034,-17.41671,-7.640696,30.001066,-45.585358,-16.252253,-10.341344,-18.782846,-10.517669,5.918141,-0.35333967,-11.818228,-15.525972,3.4852402,8.183163,-0.32994175,5.1011524,-20.967491
PASD:voc_emotic_ava___VOC2012__2010_006588,PASD,voc_emotic_ava___VOC2012__2010_006588.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/voc_emotic_ava___VOC2012__2010_006588.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2010_006588.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2010_006588.png,test,2.3154182,-10.883732,11.108925,24.216335,-31.970167,-25.572891,2.454543,-2.642338,-7.106405,10.584378,-12.196292,-5.6288643,-2.7384956,-3.8105688,1.4191298,-7.3264933,10.443283,10.67374,-10.265092,-9.143084,1.2369053,-8.749427,-1.9815725,-1.9181565,5.390008
PASD:voc_emotic_ava___VOC2012__2011_000619,PASD,voc_emotic_ava___VOC2012__2011_000619.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/voc_emotic_ava___VOC2012__2011_000619.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2011_000619.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2011_000619.png,test,28.523838,25.278023,-5.1112504,1.5154377,4.9699283,-10.807165,-7.6587424,-2.375582,-3.9047427,-3.7820818,1.638571,1.3337054,-9.09825,0.44331756,-6.224065,-5.818186,-17.216904,16.12798,10.638281,-11.025603,-16.018826,17.204586,12.59159,11.699618,-1.0418648
PASD:voc_emotic_ava___VOC2012__2011_002202,PASD,voc_emotic_ava___VOC2012__2011_002202.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/voc_emotic_ava___VOC2012__2011_002202.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2011_002202.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2011_002202.png,train,-4.3320312,-11.110346,-15.182453,35.868217,-8.356842,-17.483496,-7.6722283,-12.211469,2.2953134,7.536422,-8.051203,20.66832,15.816612,-0.78544223,-10.19904,-17.575298,0.24643707,-5.8776455,-3.2600245,-5.636329,4.3041515,-6.748445,-0.7127248,-3.6316204,-7.748327
PASD:voc_emotic_ava___VOC2012__2011_002464,PASD,voc_emotic_ava___VOC2012__2011_002464.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/voc_emotic_ava___VOC2012__2011_002464.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2011_002464.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2011_002464.png,train,64.87085,15.194844,38.17225,-9.932484,-50.321983,49.643757,31.627333,9.505271,66.98523,-26.923817,25.465242,-7.5609655,30.44857,-10.724275,-6.060406,-49.047752,27.201118,12.079666,45.506706,14.078409,3.3073657,0.95135903,12.868809,-3.9961123,-10.044729
PASD:voc_emotic_ava___VOC2012__2011_003804,PASD,voc_emotic_ava___VOC2012__2011_003804.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/voc_emotic_ava___VOC2012__2011_003804.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2011_003804.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2011_003804.png,test,-20.582304,11.004942,13.29777,-0.1442424,-1.738724,3.3782089,-1.5090017,-8.206884,4.7029886,8.446678,-4.9103804,-4.647043,-2.107235,3.2066138,-1.4140897,2.4844415,-3.892315,1.8179364,-0.43653387,0.83760834,-2.148147,0.48823893,-7.968215,1.8785892,-0.42205414
PASD:voc_emotic_ava___VOC2012__2012_000767,PASD,voc_emotic_ava___VOC2012__2012_000767.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/voc_emotic_ava___VOC2012__2012_000767.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2012_000767.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2012_000767.png,test,2.31497,-10.659557,12.910833,1.4180402,-17.371006,-0.4635085,5.4715834,8.736955,-7.8575616,-1.8090823,-23.77655,-17.208317,-0.4033608,2.634495,-4.15889,-0.5037894,-0.35798216,5.7215667,-15.241061,2.705572,3.2533443,2.4184873,-7.046612,3.9504251,4.162335
PASD:voc_emotic_ava___VOC2012__2012_001974,PASD,voc_emotic_ava___VOC2012__2012_001974.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/voc_emotic_ava___VOC2012__2012_001974.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2012_001974.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2012_001974.png,train,8.352894,-22.45996,24.977228,29.61698,-15.929572,-6.40824,-17.92038,-4.316658,0.80214906,-0.7176386,-6.5151854,10.350899,1.3621328,3.19299,0.84655005,-21.95324,7.828826,5.9880815,-13.328187,-27.651358,1.9866049,2.6220994,-8.922826,-13.07705,3.0761397
PASD:voc_emotic_ava___VOC2012__2012_003486,PASD,voc_emotic_ava___VOC2012__2012_003486.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/voc_emotic_ava___VOC2012__2012_003486.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2012_003486.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2012_003486.png,test,11.231823,-3.289959,5.4881067,27.61829,-21.052315,-8.622826,-11.716595,-12.150222,-14.551107,9.8883915,1.9558961,0.21976137,-0.027783692,2.9152923,-0.96880454,-1.2377639,-1.1188579,-1.7966695,0.074644804,9.983413,6.1500854,2.4002836,-1.8668267,-1.9973122,0.48790002
PASD:voc_emotic_ava___VOC2012__2012_003499,PASD,voc_emotic_ava___VOC2012__2012_003499.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/voc_emotic_ava___VOC2012__2012_003499.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2012_003499.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2012_003499.png,test,-10.02593,-9.163137,-2.914477,28.591478,6.0622377,-2.2504258,-4.089437,2.2994804,-3.434368,9.447831,9.711059,8.805355,-0.19426927,0.96754634,-0.56542426,-2.5539694,14.62084,-1.1706833,-4.276801,3.2187293,-6.2908344,16.005888,0.7587267,-3.8352537,14.514337
PASD:voc_emotic_ava___VOC2012__2012_004043,PASD,voc_emotic_ava___VOC2012__2012_004043.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/voc_emotic_ava___VOC2012__2012_004043.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___VOC2012__2012_004043.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___VOC2012__2012_004043.png,train,58.45492,-14.360054,22.757923,18.22168,-53.35326,-3.879881,15.232996,-6.413715,44.486435,-8.989706,3.3367074,-27.461557,-0.59782493,6.180495,31.810226,-37.694958,31.54253,4.024351,2.194911,41.23336,-18.101744,-12.671964,26.404024,-6.3414183,18.109703
SUPIR:1024x768___1446670895,SUPIR,1024x768___1446670895.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/1024x768___1446670895.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/1024x768___1446670895.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/1024x768___1446670895.png,test,6.5031967,-18.15551,-18.900356,8.429665,7.467844,-15.682949,-21.701933,3.9252825,21.158764,0.4727254,-2.6716132,-3.067419,1.2170501,3.2568505,-10.466682,9.230499,-0.13889456,4.5797157,4.658058,-2.598073,2.1665285,-2.6289287,-2.1546736,-11.297737,-2.309082
SUPIR:1024x768___1795186582,SUPIR,1024x768___1795186582.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/1024x768___1795186582.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/1024x768___1795186582.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/1024x768___1795186582.png,train,-6.805916,-20.400658,-8.448739,7.084441,4.835825,5.2665834,-0.48977613,0.42811513,-6.6683536,-3.291541,-4.864748,7.696807,2.5719762,15.514762,12.816973,-14.885386,-7.3061857,9.077818,-5.044769,17.38083,7.3286,2.3895516,5.4930987,-10.984435,2.1376731
SUPIR:1024x768___2047083409,SUPIR,1024x768___2047083409.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/1024x768___2047083409.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/1024x768___2047083409.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/1024x768___2047083409.png,test,-0.4729843,-29.180443,-16.11853,5.399981,-4.6030273,-27.982983,11.101483,8.639848,15.587713,11.092145,-3.3123467,3.8579292,11.764963,9.260148,0.9065347,-5.5593767,8.970107,17.023851,-12.197247,-9.184571,-1.9404178,-13.977812,1.8078496,3.362887,-3.6646228
SUPIR:1024x768___2063914625,SUPIR,1024x768___2063914625.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/1024x768___2063914625.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/1024x768___2063914625.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/1024x768___2063914625.png,test,11.4591675,-24.659122,-30.977858,-5.462479,7.822137,-8.519369,8.709644,2.1648674,17.148598,-9.766748,5.7446556,-7.498924,6.8753257,7.157373,-15.809733,-2.2073002,-1.6330595,-2.4801478,-2.8443131,-4.891898,-6.1831684,-8.779023,-18.982307,-0.5754794,-10.200529
SUPIR:1024x768___223186789,SUPIR,1024x768___223186789.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/1024x768___223186789.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/1024x768___223186789.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/1024x768___223186789.png,train,3.4924889,-13.309595,17.264614,-23.515165,-28.382069,-5.402791,1.1279392,-5.5606756,-5.166281,11.304598,-9.980617,-2.7183356,-4.721484,12.318061,19.110096,0.6793294,18.285198,-5.5691366,-6.244737,7.139023,11.657348,17.172895,4.458305,-8.583862,-12.707553
SUPIR:1024x768___2688438615,SUPIR,1024x768___2688438615.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/1024x768___2688438615.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/1024x768___2688438615.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/1024x768___2688438615.png,test,-14.758158,2.3534737,-18.578722,3.3953655,6.626973,7.929379,-1.4899035,-4.0793457,2.0979834,2.9140892,0.2974763,1.776432,-5.678821,1.373268,8.987245,6.33314,2.9630563,5.709745,9.073452,6.8653936,0.40668058,2.0761733,-1.7076286,4.6732264,-1.6397774
SUPIR:1024x768___3092999912,SUPIR,1024x768___3092999912.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/1024x768___3092999912.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/1024x768___3092999912.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/1024x768___3092999912.png,test,-16.595287,4.1921883,-28.311417,0.4166007,1.372124,-9.100487,-8.491932,6.4793615,15.792316,-7.8901443,5.3381987,-3.4222937,1.3531435,0.68561697,4.4864497,10.14748,3.2479908,-1.0981523,6.8248434,-0.12987924,4.9524784,6.5207787,12.448211,0.29154265,-0.4138295
SUPIR:1024x768___38056572,SUPIR,1024x768___38056572.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/1024x768___38056572.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/1024x768___38056572.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/1024x768___38056572.png,test,9.757362,-15.348236,-14.12881,12.693613,5.658849,10.410549,-6.955689,-15.797462,13.902708,8.490369,-6.817443,-2.1605413,-7.236955,19.29881,-16.301153,-8.21579,4.8639126,-11.020918,-3.7173657,9.929876,-7.9886017,-7.41303,-11.025032,-2.5558372,-11.2967
SUPIR:1024x768___3956832242,SUPIR,1024x768___3956832242.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/1024x768___3956832242.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/1024x768___3956832242.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/1024x768___3956832242.png,train,-9.187658,1.3940163,-29.390175,-20.22822,-11.723659,1.6383251,-33.33086,23.832224,3.4465175,-13.4777,8.417019,-0.65439653,-12.659999,5.18212,15.621848,2.5892568,-5.9008875,-11.495079,3.7594357,-6.491333,7.7615967,19.442345,-4.3108816,-7.6762085,6.6592407
SUPIR:1024x768___4042245241,SUPIR,1024x768___4042245241.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/1024x768___4042245241.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/1024x768___4042245241.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/1024x768___4042245241.png,test,-21.896006,0.85728264,8.286918,-1.8548219,5.8340025,0.15552348,-3.211475,-4.5797753,4.653185,8.325814,0.46552634,2.0186887,3.5217628,1.7581353,2.5366936,3.6681902,1.663935,-1.0384043,4.446251,-1.070853,-4.1837816,-1.0224513,-7.1131945,3.956297,1.7738945
SUPIR:1024x768___4669754441,SUPIR,1024x768___4669754441.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/1024x768___4669754441.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/1024x768___4669754441.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/1024x768___4669754441.png,test,12.349167,-7.367111,-7.7004223,8.864618,-19.03615,1.4189652,8.673356,-0.73538715,-5.5834246,24.566887,-7.388977,-14.409958,-0.69341445,14.445295,-12.923688,5.620913,-6.6434155,15.980841,-11.725668,8.760264,3.7536323,-5.7992187,-6.966877,1.1726769,-2.0251777
SUPIR:1024x768___4702733058,SUPIR,1024x768___4702733058.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/1024x768___4702733058.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/1024x768___4702733058.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/1024x768___4702733058.png,test,-12.753828,-12.455849,12.952527,-3.7219596,19.337164,8.757181,-6.2213845,-3.0742786,-3.23278,-0.36142313,-0.30292964,18.98287,-6.1484566,-7.199902,-5.1017723,-0.1795578,1.1972914,-6.321657,2.512724,7.2438297,0.20439291,2.4411435,7.0991735,9.811219,-0.64076346
SUPIR:1024x768___4962875195,SUPIR,1024x768___4962875195.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/1024x768___4962875195.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/1024x768___4962875195.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/1024x768___4962875195.png,test,-9.419947,-8.832277,-2.4125392,11.769028,2.1113439,-4.2491746,-0.41151285,-5.5672092,9.331324,3.891995,-3.1471722,7.579996,7.8354616,0.24418032,-2.3809578,-13.913655,8.11574,-7.139886,-6.4619255,-9.669625,-5.5506654,2.5719633,2.1925993,2.9034126,5.1519637
SUPIR:1024x768___5398199748,SUPIR,1024x768___5398199748.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/1024x768___5398199748.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/1024x768___5398199748.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/1024x768___5398199748.png,train,-11.522814,12.733863,-16.536188,25.036232,-4.9046707,-10.766983,-2.448854,-7.178175,-10.880196,4.855155,-0.9430673,3.151476,-2.2370603,4.0376263,-9.317248,-3.4227667,1.2794089,7.6712747,-5.1857967,-0.31236863,5.142812,-8.524143,3.4459991,-3.8074517,3.4455333
SUPIR:1024x768___5485090581,SUPIR,1024x768___5485090581.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/1024x768___5485090581.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/1024x768___5485090581.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/1024x768___5485090581.png,train,-21.125755,4.291829,-3.5477095,14.758574,16.158455,7.9279485,1.6465116,-6.4007936,0.7466264,-2.7581022,-2.752916,6.29393,7.472074,-3.2178552,-3.7800226,-1.4639001,12.757154,-11.615229,0.88497937,0.20566702,-5.4786067,11.220202,-5.0995693,12.760723,4.7192593
SUPIR:1024x768___5895477446,SUPIR,1024x768___5895477446.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/1024x768___5895477446.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/1024x768___5895477446.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/1024x768___5895477446.png,train,92.74483,57.225254,13.736461,41.449844,23.501959,-42.41881,39.74181,53.43212,20.36353,11.084973,-25.768621,53.96955,-59.02089,27.558245,-10.127019,-1.262475,5.0548515,-35.9941,36.99838,-34.89663,10.908856,10.30038,-5.6344504,25.129412,6.1512327
SUPIR:1024x768___6326442580,SUPIR,1024x768___6326442580.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/1024x768___6326442580.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/1024x768___6326442580.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/1024x768___6326442580.png,train,34.26021,2.6336594,-10.187905,-44.803486,-3.0255234,1.4736803,-0.2907958,-5.5878716,14.361801,-6.978304,-5.786479,-23.113724,-18.892673,7.798861,-11.402693,-34.806465,6.1919,26.381548,-8.187228,-10.115157,-11.911928,-12.98092,-27.53734,-4.1160064,10.707482
SUPIR:1024x768___6470955539,SUPIR,1024x768___6470955539.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/1024x768___6470955539.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/1024x768___6470955539.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/1024x768___6470955539.png,train,23.73088,-29.451855,-19.290842,8.866306,38.313232,18.610239,30.509777,-11.509822,15.135275,-12.11574,11.044213,-17.55379,8.572262,-5.6037455,17.463055,19.133133,-0.2739048,13.117628,-2.4691577,-25.326525,14.020431,-34.287117,-3.691597,-12.11419,5.7129307
SUPIR:1024x768___6657341905,SUPIR,1024x768___6657341905.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/1024x768___6657341905.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/1024x768___6657341905.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/1024x768___6657341905.png,test,-14.174485,6.1566744,3.7693536,3.0067801,11.009184,14.120428,2.9583306,-3.9648206,-1.7269957,-0.7325195,1.4304078,-0.7492571,2.6979306,10.055399,-6.2794747,0.78455496,14.474872,-2.7606504,0.09912062,0.4795072,0.07345033,6.3670363,-4.710859,6.260337,0.9954128
SUPIR:1024x768___7188136873,SUPIR,1024x768___7188136873.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/1024x768___7188136873.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/1024x768___7188136873.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/1024x768___7188136873.png,train,-22.8989,7.7358,7.9143186,-7.259602,-7.169977,13.203449,-8.552628,2.0430782,8.743011,4.741858,-5.453497,-10.5952835,-5.6143494,9.047843,3.5211194,9.556297,-10.897719,5.917415,5.6902018,10.459539,3.9125664,5.3679013,-10.545804,-4.047846,-2.8579962
