sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,vgg_pca_005,vgg_pca_006,vgg_pca_007,vgg_pca_008,vgg_pca_009
PASD:ava_images___44986,PASD,ava_images___44986.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___44986.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___44986.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___44986.png,train,-18.750404,9.595231,9.611875,-4.4282904,-5.2127075,12.950905,-5.2053933,-2.90548,7.22082,4.8822756
PASD:ava_images___451454,PASD,ava_images___451454.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___451454.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___451454.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___451454.png,test,33.25331,28.880222,9.729585,8.81716,16.709332,-0.13156097,3.9036412,-14.570675,-1.8113754,-0.8496403
PASD:ava_images___451537,PASD,ava_images___451537.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___451537.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___451537.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___451537.png,train,-18.559381,-30.150913,42.52197,-3.6217475,26.093494,-20.368534,-13.765944,-9.609261,12.60853,19.109348
PASD:ava_images___451561,PASD,ava_images___451561.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___451561.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___451561.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___451561.png,train,1.6287022,7.5582924,-15.377795,4.6379557,-10.193327,-6.2364926,4.905847,-10.286438,-10.376404,-4.31226
PASD:ava_images___451643,PASD,ava_images___451643.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___451643.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___451643.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___451643.png,train,-14.224093,8.430771,6.765473,-6.281931,-4.4031296,-13.905109,2.6812966,-2.077784,1.9662609,3.7591786
PASD:ava_images___454276,PASD,ava_images___454276.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___454276.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___454276.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___454276.png,train,0.61906624,-18.49358,9.942067,4.835785,-6.3002796,8.39138,5.074238,2.7160072,-4.6717954,2.3098311
PASD:ava_images___455492,PASD,ava_images___455492.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___455492.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___455492.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___455492.png,train,99.299484,62.415997,13.97705,39.416016,62.71418,-30.470432,6.260284,115.72559,1.561122,44.290936
PASD:ava_images___45590,PASD,ava_images___45590.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___45590.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___45590.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___45590.png,test,-2.6789875,-6.538866,-12.099666,-11.2373905,-10.382,-7.2554865,-0.7364049,3.2242606,-1.7970138,-10.136132
PASD:ava_images___457553,PASD,ava_images___457553.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___457553.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___457553.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___457553.png,test,-18.436525,6.297249,-8.709127,-5.2231927,-3.2813323,-2.560792,3.3243184,-2.197821,-4.238034,-1.0174198
PASD:ava_images___459223,PASD,ava_images___459223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___459223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___459223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___459223.png,train,-30.577915,17.028181,16.489855,-8.40414,-0.877053,-6.3855457,4.5421305,0.6983685,4.6286807,-0.13363719
PASD:ava_images___460034,PASD,ava_images___460034.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___460034.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___460034.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___460034.png,train,-5.6006966,16.175152,-11.673732,2.613409,-12.293441,-1.7044909,11.772469,-5.499422,0.43124747,0.80353165
PASD:ava_images___46021,PASD,ava_images___46021.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___46021.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___46021.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___46021.png,test,-14.477591,4.7499943,-7.2380667,-4.275097,5.1710587,0.73290575,3.7571487,9.504782,-2.0003514,-5.9642797
PASD:ava_images___460615,PASD,ava_images___460615.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___460615.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___460615.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___460615.png,test,45.400425,-2.95619,-32.633743,7.658704,10.5381775,-1.2901993,2.213123,-11.508707,-14.691868,-1.3596575
PASD:ava_images___460917,PASD,ava_images___460917.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___460917.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___460917.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___460917.png,train,28.609829,2.6222162,-18.30118,-20.344925,-7.053624,11.810989,24.375212,-19.277294,22.088623,6.7889175
PASD:ava_images___46303,PASD,ava_images___46303.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___46303.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___46303.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___46303.png,test,-28.651453,17.923786,13.500188,-8.081793,-2.1947758,0.8616204,0.13543367,3.50098,3.1506824,-0.37997377
PASD:ava_images___464788,PASD,ava_images___464788.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___464788.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___464788.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___464788.png,test,-9.16308,8.54109,-21.855717,-5.5754223,-1.2649257,-1.4834869,-3.1087947,-0.07715824,-0.72329783,-9.272155
PASD:ava_images___465016,PASD,ava_images___465016.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___465016.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___465016.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___465016.png,train,37.223583,33.65309,-10.475663,2.4242084,21.811546,-14.07267,-9.718138,-0.97217494,-26.78479,12.780422
PASD:ava_images___46538,PASD,ava_images___46538.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___46538.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___46538.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___46538.png,train,-26.355974,3.3014822,9.857873,6.7206616,11.877295,4.3774366,-2.4989161,-2.8496068,7.626432,-4.4709635
PASD:ava_images___465841,PASD,ava_images___465841.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___465841.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___465841.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___465841.png,train,-6.5911236,3.3811808,-22.757526,-15.600292,2.2719717,-12.027931,0.47259855,2.723341,8.4004135,-0.35463762
PASD:ava_images___472096,PASD,ava_images___472096.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___472096.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___472096.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___472096.png,test,-6.2817287,19.255287,-12.751232,2.7926836,2.822805,3.6098533,3.6551254,-3.39916,-5.7878485,-5.5743756
PASD:ava_images___472713,PASD,ava_images___472713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___472713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___472713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___472713.png,test,24.824104,-27.462975,-27.67425,2.0996048,5.931117,-5.6790185,-13.338034,0.76094395,21.283688,7.088914
PASD:ava_images___473148,PASD,ava_images___473148.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___473148.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___473148.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___473148.png,train,-24.86159,14.19506,-0.57664275,1.5713758,5.028829,-2.229339,2.4275763,3.481337,0.0009510517,-3.0780993
PASD:ava_images___473265,PASD,ava_images___473265.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___473265.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___473265.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___473265.png,train,-25.553753,-6.70278,3.7989507,-2.1682692,11.093908,-8.245758,-7.9171243,11.564624,8.208256,-3.9210126
PASD:ava_images___473689,PASD,ava_images___473689.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___473689.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___473689.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___473689.png,test,-6.2928963,-0.055173874,5.334409,12.437105,-13.183896,3.6452022,5.2084365,0.81151325,-7.0288324,2.3101478
PASD:ava_images___475573,PASD,ava_images___475573.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___475573.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___475573.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___475573.png,train,-22.014318,9.062841,2.8850927,-2.0296257,0.75106174,7.022852,1.5914459,2.1266892,-2.872711,0.16443264
PASD:ava_images___477226,PASD,ava_images___477226.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___477226.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___477226.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___477226.png,test,56.670826,38.346863,5.7433434,13.566378,17.794628,-2.6388738,-10.477335,-28.58706,-6.5437307,-5.7398143
PASD:ava_images___47926,PASD,ava_images___47926.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___47926.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___47926.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___47926.png,test,-20.830982,16.524174,-7.1349583,4.2185082,2.5936425,-0.382811,6.5449166,-3.900337,-0.8396158,-1.4193004
PASD:ava_images___480095,PASD,ava_images___480095.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___480095.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___480095.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___480095.png,test,-12.124609,-21.17377,3.0093584,6.464814,15.575932,-10.770464,-13.29911,6.981683,3.0401292,-1.5460602
PASD:ava_images___480157,PASD,ava_images___480157.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___480157.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___480157.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___480157.png,test,-17.75576,14.880646,-17.066116,9.502388,-3.8036587,-7.999176,2.5955822,0.18359262,-6.5453205,-2.2455566
PASD:ava_images___483784,PASD,ava_images___483784.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___483784.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___483784.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___483784.png,test,-16.480072,9.621328,5.3915205,-3.3772798,3.0442953,1.8640654,1.030138,-0.17448789,6.299395,-1.7067881
PASD:ava_images___484957,PASD,ava_images___484957.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___484957.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___484957.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___484957.png,train,104.69406,67.043,10.8056,31.423561,32.98812,-13.253269,-0.25288057,97.711876,-8.915516,5.7506437
PASD:ava_images___485175,PASD,ava_images___485175.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___485175.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___485175.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___485175.png,test,18.304428,15.400015,0.09702614,-13.670349,-6.1814404,1.4693854,-8.460829,7.2057276,-6.287368,-1.8925377
PASD:ava_images___485493,PASD,ava_images___485493.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___485493.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___485493.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___485493.png,test,-11.573149,-7.787716,-3.131634,2.095277,15.828832,2.8827577,1.934444,2.5132859,1.5177913,5.92388
PASD:ava_images___488775,PASD,ava_images___488775.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___488775.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___488775.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___488775.png,test,45.235104,-0.057554245,-11.162521,-27.288645,-15.121455,0.23569155,8.01384,6.1782393,0.8579736,-5.82633
PASD:ava_images___490254,PASD,ava_images___490254.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___490254.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___490254.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___490254.png,train,13.382854,4.27571,-15.871388,-3.8735409,-28.154346,5.17249,19.186739,3.988576,-0.65799975,-5.2069626
PASD:ava_images___49141,PASD,ava_images___49141.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___49141.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___49141.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___49141.png,test,-9.752169,-10.815193,-16.247688,-12.30505,-3.419737,-6.404396,3.2835786,6.091915,7.8202605,3.7553573
PASD:ava_images___491840,PASD,ava_images___491840.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___491840.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___491840.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___491840.png,test,-5.46369,-19.916115,13.153523,-15.184494,6.9198017,-8.869104,-1.0653706,-7.370073,-8.650595,7.921648
PASD:ava_images___492676,PASD,ava_images___492676.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___492676.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___492676.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___492676.png,train,-17.208218,-15.038372,5.9990067,2.8245893,12.826072,3.3900235,3.5456038,4.8613877,-3.1543918,1.0245538
PASD:ava_images___498662,PASD,ava_images___498662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___498662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___498662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___498662.png,train,-28.341854,8.210227,19.21038,-4.8283963,1.5425723,-2.81389,-9.195406,-0.45386353,15.254986,-1.9587374
PASD:ava_images___498881,PASD,ava_images___498881.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___498881.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___498881.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___498881.png,test,-12.922745,22.362694,-8.519013,8.405996,13.884475,-0.4951244,-1.407886,-2.1805954,-2.9942398,-0.6525193
PASD:ava_images___499303,PASD,ava_images___499303.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___499303.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___499303.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___499303.png,train,-25.0923,15.483717,20.416586,-8.477018,2.114975,-2.010567,-0.69918346,2.8820047,10.841093,2.6432476
PASD:ava_images___501170,PASD,ava_images___501170.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___501170.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___501170.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___501170.png,train,-28.979286,15.240105,11.163743,-3.3083224,4.7932806,-1.3792996,4.4761024,4.358206,2.36655,2.4552267
PASD:ava_images___501777,PASD,ava_images___501777.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___501777.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___501777.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___501777.png,test,-10.241255,-3.5255508,3.9813495,11.041782,-3.394615,15.028765,-5.6975093,-3.6346037,-2.707852,6.506594
PASD:ava_images___504637,PASD,ava_images___504637.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___504637.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___504637.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___504637.png,test,-11.147539,3.677102,-6.880115,18.201649,-6.884761,-5.2989893,-1.8633504,-4.134465,-10.369253,-0.11377144
PASD:ava_images___504996,PASD,ava_images___504996.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___504996.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___504996.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___504996.png,train,8.94529,-11.665987,11.660989,-13.0626545,-21.674828,-0.5779951,2.4034743,9.478578,-17.018673,24.480915
PASD:ava_images___505381,PASD,ava_images___505381.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___505381.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___505381.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___505381.png,test,-11.821194,-13.79068,13.186017,6.43412,29.790743,3.2536798,-0.3231578,-6.1812177,12.750772,0.22783494
PASD:ava_images___505512,PASD,ava_images___505512.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___505512.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___505512.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___505512.png,train,-2.8394012,-2.2927265,-4.1031575,-6.863211,-2.010214,-5.28257,-9.272671,-10.6883955,10.753807,-7.69813
PASD:ava_images___505867,PASD,ava_images___505867.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___505867.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___505867.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___505867.png,test,15.71093,-12.561274,-25.011827,9.297329,10.3851795,28.992205,16.6296,-1.4483696,4.0478196,-3.4109578
PASD:ava_images___505951,PASD,ava_images___505951.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___505951.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___505951.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___505951.png,test,1.3840275,-16.092003,-5.325051,13.5323925,9.159654,20.734303,0.16458511,2.6739717,1.4056311,2.7708988
PASD:ava_images___510205,PASD,ava_images___510205.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___510205.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___510205.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___510205.png,train,-15.542752,8.862789,16.943325,-4.7995877,0.27826703,8.855679,-3.7536063,-6.069647,7.072129,12.57523
PASD:ava_images___510996,PASD,ava_images___510996.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___510996.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___510996.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___510996.png,test,-11.949007,-13.899939,12.266823,-3.1549444,16.815441,21.674557,-6.8136096,3.7661705,-5.612734,-8.972512
PASD:ava_images___511927,PASD,ava_images___511927.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___511927.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___511927.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___511927.png,test,-11.51199,-18.41909,27.53293,-0.5577475,24.738262,-4.8763833,-9.411108,-11.815698,-0.1647687,0.33419812
PASD:ava_images___514634,PASD,ava_images___514634.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___514634.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___514634.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___514634.png,test,-9.836454,5.895467,-9.5699215,20.001957,-16.998802,-5.076467,5.773944,-3.673913,-7.66338,6.7866507
PASD:ava_images___516940,PASD,ava_images___516940.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___516940.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___516940.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___516940.png,test,29.370834,6.831259,18.484138,-19.17623,-18.487276,1.7705269,5.4696937,-1.7155831,2.8413935,14.172242
PASD:ava_images___518000,PASD,ava_images___518000.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___518000.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___518000.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___518000.png,test,-23.850271,4.7341137,6.5437183,-0.20735705,6.9554396,4.7670484,0.3564124,0.58293766,-0.90566945,-4.684348
PASD:ava_images___518489,PASD,ava_images___518489.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___518489.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___518489.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___518489.png,train,35.214504,-23.579742,-23.949528,1.7882578,-37.65014,-1.7635858,-29.006905,29.300299,-9.205474,-16.639175
PASD:ava_images___519550,PASD,ava_images___519550.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___519550.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___519550.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___519550.png,test,9.370411,-6.109562,8.635149,1.3785849,0.003779173,8.418308,-6.079306,-11.976958,-4.9448986,-3.836795
PASD:ava_images___521592,PASD,ava_images___521592.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___521592.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___521592.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___521592.png,train,-31.992582,13.369444,12.18876,-10.099442,1.9931905,-7.653426,6.3833094,2.939201,1.9059258,1.1941571
